english	yoruba
Additionally, one sister is still missing after her building collapsed.	Arábìnrin kan tún wà tí a ṣì ń wá títí di báyìí lẹ́yìn tí ilé rẹ̀ wó.
In the city of Puebla, a sister was severely injured, and in the State of Mexico, another sister was hospitalized with injuries.	Arábìnrin kan fara pa yánayàna ní ìlú kan tó ń jẹ́ Puebla, a tún gbọ pé arábìnrin míì fara gbọgbẹ́ ó sì wà nílé ìwòsàn ní State of Mexico.
The branch office had to be temporarily evacuated but has returned to normal operations.	A kọ́kọ́ kó ìdílé Bẹ́tẹ́lì kúrò ní ẹ̀ka ọ́fíìsì wa, àmọ́ wọ́n ti pa dà sẹ́nu iṣẹ́ báyìí.
There were no injuries and there was no structural damage to the facility.	A dúpẹ́ pé ẹnikẹ́ni ò fara pa, ọ́fíìsì náà ò sì bà jẹ́.
We continue to pray for our brothers and sisters during this difficult time, knowing that Jehovah will support them and is aware of their “deep distress.”—Psalm 31:7.	À ń bá a lọ láti máa gbàdúrà fún àwọn arákùnrin àtàwọn arábìnrin wa bá a ṣe ń gbé ní àkókò tó le koko yìí, ó dájú pé Jèhófà mọ “wàhálà ọkàn” wọn, á sì bójú tó wọn.—Sáàmù 31:7.
Media Contacts: International: David A. Semonian, Office of Public Information, +1-845-524-3000 Mexico: Gamaliel Camarillo, +52-555-133-3048	Agbẹnusọ fún Àwa Ẹlẹ́rìí Jèhófà: Kárí Ayé: David A. Semonian, Ọ́fíìsì Agbéròyìnjáde, +1-845-524-3000 Mexico: Gamaliel Camarillo, +52-555-133-3048
	
On September 14, 2017, the southern Pacific coast of Mexico was hit by Hurricane Max, which eventually weakened into a tropical storm.	Ní September 14, 2017, ìjì ńlá kan tí wọ́n pè ní Hurricane Max jà ní gúùsù etíkun Pàsífíìkì lórílẹ̀-èdè Mẹ́síkò, ó sì fa ìjì líle.
The hurricane brought strong winds and rains that caused damaging floods.	Ìjì náà mú kí atẹ́gùn tó lágbára fẹ́, ó sì tún fa omíyalé tó ba ọ̀pọ̀ nǹkan jẹ́.
Its impact on local communities is still being assessed.	Ìwádìí ṣì ń lọ lọ́wọ́ láti mọ bí ìjì náà ṣe ṣọṣẹ́ tó.
Sadly, however, it has been confirmed that one of our brothers was killed during the storm as he was attempting to assist his neighbor.	Àmọ́, ó bani nínú jẹ́ láti gbọ́ pé ìjì náà pa ọ̀kan lára àwọn arákùrin wa níbi tó ti ń gbìyànjú láti ran aládùúgbò rẹ̀ kan lọ́wọ́.
The branch office in Mexico is coordinating relief activities and working with local congregations to provide support to those affected by the hurricane.	Ẹ̀ka ọ́fíìsì wa tó wà ní Mexico ṣètò ìrànwọ́, wọ́n sì ṣiṣẹ́ pọ̀ pẹ̀lú àwọn ìjọ àdúgbò láti pèsè ìrànwọ́ fún àwọn tí ìjì náà ṣe lọ́ṣẹ́.
Media Contacts: International: David A. Semonian, Office of Public Information, +1-845-524-3000 Mexico: Gamaliel Camarillo, +52-555-133-3048	Agbẹnusọ fún Àwa Ẹlẹ́rìí Jèhófà: Kárí Ayé: David A. Semonian, Ọ́fíìsì Agbéròyìnjáde, +1-845-524-3000 Mexico: Gamaliel Camarillo, +52-555-133-3048
	
Two powerful earthquakes struck Guatemala and Mexico in 2017.	Lọ́dún 2017, ìmìtìtì ilẹ̀ méjì tó lágbára wáyé lórílẹ̀-èdè Guatemala àti Mẹ́síkò.
In December 2018, our brothers completed their vast relief efforts in the region.	Àwọn ará wa parí ètò ìrànwọ́ tí wọ́n ṣe ní gbogbo agbègbè náà lóṣù December 2018.
The Central America branch began the relief work by organizing several meetings to encourage the brothers and sisters affected by the disasters.	Ẹ̀ka ọ́fíìsì wa ní Amẹ́ríkà Àárín bẹ̀rẹ̀ ètò ìrànwọ́ yìí nígbà tí wọ́n ṣe onírúurú ìpàdé láti fún àwọn ará tí àjálù náà ṣẹlẹ̀ sí níṣìírí.
These meetings were held in the states of Chiapas, Morelos, Oaxaca, and Puebla, as well as in Mexico City.	Wọ́n ṣe ìpàdé náà ní ìpínlẹ̀ Chiapas, Morelos, Oaxaca, àti Puebla, kódà wọ́n tún ṣe é ní ìlú Mexico City.
A total of 39 Disaster Relief Committees worked under the direction of the Branch Committee to organize the rebuilding work.	Ìgbìmọ̀ Ẹ̀ka dá ìgbìmọ̀ mọ́kàndínlógójì (39) tó ń ṣètò ìrànwọ́ sílẹ̀, àwọn ìgbìmọ̀ yìí ló sì ṣètò bí wọ́n ṣe tún gbogbo àwọn nǹkan tó bà jẹ́ ṣe.
A member of the Central America Branch Committee, Jesse Pérez, meets with affected publishers in the state of Morelos.	Arákùnrin Jesse Pérez, ọ̀kan lára Ìgbìmọ̀ Ẹ̀ka ní Amẹ́ríkà Àárín bá àwọn akéde tí àjálù náà kàn ṣèpàdé ní ìpínlẹ̀ Morelos.
Two brothers work on the roof frame of an Assembly Hall that was rebuilt during the relief work.	Arákùnrin méjì ń ṣiṣẹ́ lórí òrùlé Gbọ̀ngàn Àpéjọ kan tí wọ́n tún kọ́ nígbà ètò ìrànwọ́ náà.
In Mexico, over 42,000 publishers from ten different states volunteered to assist with the relief efforts.	Lórílẹ̀-èdè Mẹ́síkò, ó ju ẹgbẹ̀rún méjìlélógójì (42,000) akéde tó yọ̀ǹda ara wọn láti ìpínlẹ̀ mẹ́wàá kí wọ́n lè bá àwọn tó ń ṣètò ìrànwọ́ ṣiṣẹ́.
The brothers and sisters rebuilt 619 homes, 5 Kingdom Halls, and 2 Assembly Halls.	Àwọn ará yìí tún ilé ọgọ́rùn-ún mẹ́fà ó lé mọ́kàndínlógún (619) kọ́ pẹ̀lú Gbọ̀ngàn Ìjọba márùn-ún àti Gbọ̀ngàn Àpéjọ méjì.
They also repaired another 502 homes and 53 Kingdom Halls.	Wọ́n tún ṣàtúnṣe sí ọgọ́rùn-ún márùn-ún ó lé méjì (502) ilé àti Gbọ̀ngàn Ìjọba mẹ́tàléláàádọ́ta (53).
In Guatemala, an additional ten homes were rebuilt.	Yàtọ̀ síyẹn, wọ́n tún ilé mẹ́wà kọ́ ní Guatemala.
Among the Witnesses who received assistance were the Hernández and Santiago families.	Ara àwọn tí wọ́n ṣèrànlọ́wọ́ fún ni ìdílé Hernández àti Santiago.
The Hernández family standing in front of their home, which was rebuilt by relief workers.	Ìdílé Hernández níwájú ilé wọn, àwọn tó ṣètò ìrànwọ́ ló bá wọn tún ilé náà kọ́.
The Hernández family lives in the city of Chalco, just 40 kilometers (25 mi) outside of Mexico City.	Ìlú Chalco ni ìdílé Hernández ń gbé, ibẹ̀ ò ju ogójì (40) kìlómítà sí ìlú Mexico City.
The earthquake that struck on September 19, 2017, damaged their home beyond repair.	Ìmìtìtì ilẹ̀ tó wáyé ní September 19, 2017 ba ilé wọn jẹ́ kọjá àtúnṣe.
Sister Ana María Hernández explains: “Throughout this ordeal, we never lacked a single thing.	Arábìnrin Ana María Hernández sọ pé: “Ní gbogbo àsìkò wàhálà yìí, a ò ṣaláìní ohunkóhun tá a nílò.
Our brothers took very good care of us.	Àwọn ará tọ́jú wa gan-an.
I still remember the site where our house formerly stood, with 50 or more volunteers working to build our new home.	Mo ṣì rántí bí ilé wa tẹ́lẹ̀ ṣe rí nígbà tó wó, àmọ́ tí nǹkan bí àádọ́ta àwọn tó yọ̀ǹda ara wọn wá láti bá wa kọ́ ilé wa tuntun.
To this day, our neighbors are amazed at what our brothers did for us.” In addition to this practical assistance, a representative of the Central America branch visited the Hernández family and provided Bible-based encouragement.	Títí dòní, ohun táwọn ará yẹn ṣe fún wa ṣì máa ń ya àwọn ará àdúgbò wa lẹ́nu.” Yàtọ̀ sí ìrànlọ́wọ́ tí ìdílé Hernández rí gbà yìí, aṣojú kan láti ẹ̀ka ọ́fíìsì ní Amẹ́ríkà Àárín wá sọ́dọ̀ wọn, ó sì fi Bíbélì fún wọn níṣìírí.
The Santiago family pictured in front of their new home.	Ìdílé Santiago níwájú ilé wọn tuntun.
The Santiago family, who lives in the city of Juchitán in the state of Oaxaca, was affected by the earthquake that struck on September 7, 2017.	Ìmìtìtì ilẹ̀ tó wáyé ní September 7, 2017 kan ìdílé Santiago tó ń gbé ní ìlú Juchitán, ìpínlẹ̀ Oaxaca.
The damage to their home rendered it uninhabitable.	Ó ba ilé wọn jẹ́ débi pé kò ṣeé gbé mọ́.
However, in less than six months, relief workers built them a new home.	Àmọ́ láàárín oṣù mẹ́fà, àwọn tó ń ṣiṣẹ́ ìrànwọ́ bá wọn kọ́ ilé tuntun míì.
The father of the family, Brother Victor Santiago, states: “I was so impressed by how quickly Jehovah’s organization provided us with support.	Olórí ìdílé náà, Arákùnrin Victor Santiago sọ pé: “Bí ètò Jèhófà ṣe yára pèsè àwọn ohun tá a nílò fún wa wú mi lórí púpọ̀.
I saw that Jehovah had everything under control.” Brother Jesse Pérez, a member of the Central America Branch Committee, comments: “The destruction caused by the two earthquakes was widespread.	Mo rí i pé ọwọ́ Jèhófà la wà, òun ló sì ń bójú tó wa.” Arákùnrin Jesse Pérez, ọ̀kan lára Ìgbìmọ̀ Ẹ̀ka ní Amẹ́ríkà Àárín, sọ pé: “Ọṣẹ́ ti ìmìtìtì ilẹ̀ méjèèjì tó wáyé ṣe pọ̀ gan-an.
However, the long-term relief work that followed provided an opportunity for brothers and sisters to show their volunteer spirit.	Àmọ́ ètò ìrànwọ́ tó wúlò tá a ṣe tẹ̀ lé e fún àwọn ará láǹfààní láti yọ̀ǹda ara wọn.
Numerous publishers assisted, demonstrating their brotherly love.	Ọ̀pọ̀lọpọ̀ àwọn akéde ló ṣèrànlọ́wọ́, èyí sì fi hàn pé wọ́n nífẹ̀ẹ́ àwọn ará.
	
December 1 marks the start of a large-scale relief project, which will cost an estimated $10 million.	December 1 ni ìṣẹ́ ìrànwọ́ yìí bẹ̀rẹ̀, a máa ná tó mílíọ̀nù mẹ́wàá dọ́là [$10 million].
The work includes rebuilding nearly 500 homes and 16 Kingdom Halls, and repairing numerous other structures affected by two earthquakes, which struck Guatemala and Mexico in September.	A máa tún ilé tó tó ọgọ́rùn-ún márùn-ún [500] àti Gbọ̀ngàn Ìjọba mẹ́rìndínlógún [16] ṣe, àtàwọn ilé míì tí ìjì lílé tó wáyé lẹ́ẹ̀mejì ti bà jẹ́ ní Guatemala àti Mexico lóṣù September.
MEXICO CITY—The Central America Branch Committee will initiate a large-scale rebuilding work in Guatemala and Mexico on December 1, 2017, as part of their ongoing relief efforts following the two earthquakes that struck in September.	MEXICO CITY—Ìgbìmọ̀ Ẹ̀ka ti Central America máa bẹ̀rẹ̀ àtúnṣe tó pọ̀ gan-an ní Guatemala àti Mexico ní December 1, 2017, láti pèsè ìrànwọ́ síwájú sí i nítorí ìmìtìtì ilẹ̀ méjì tó wáyé ní oṣù September.
The branch organized initial relief efforts immediately following the quakes, providing water, food, medicine, and clothing to our affected brothers.	Gbàrà lẹ́yìn tí ìmìtìtì ilẹ̀ yẹn ti wáyé ni ẹ̀ka ọ́fíìsì ti ṣètò ìrànwọ́, wọ́n pèsè omi, oúnjẹ, oògùn àti aṣọ fáwọn arákùnrin wa tí àjálù yẹn dé bá.
The next wave of relief work will focus on reconstructing Assembly Halls, Kingdom Halls, and homes of our brothers.	Ohun míì tí wọ́n tún máa bẹ̀rẹ̀ báyìí ni bí wọ́n ṣe máa tún Gbọ̀ngàn Àpéjọ, Gbọ̀ngàn Ìjọba àti ilé àwọn arákùnrin wa kọ́.
In the Mexican states of Chiapas and Oaxaca, there were 655 brothers and sisters displaced after the magnitude 8.2 earthquake that occurred on September 7.	Ní ìpínlẹ̀ Chiapas àti Oaxaca ní Mexico, àwọn arákùnrin àti arábìnrin ọgọ́rùn mẹ́fà àti àádọ́ta lé ní márùn-ún [655] ni kò nílé lórí mọ́ lẹ́yìn tí ìjì líle kan wáyé ní September 7.
The planned relief work for the two states includes rebuilding 315 homes and 15 Kingdom Halls.	Ohun tí wọ́n gbèrò láti ṣe ni pé kí wọ́n tún ilé ọgọ́rùn mẹ́ta àti mẹ́ẹ̀ẹ́dógún [315] kọ́, wọ́n sì máa tún Gbọ̀ngàn Ìjọba mẹ́ẹ̀ẹ́dógún [15] kọ́.
Additionally, damaged structures scheduled to be repaired include 1,039 homes, 108 Kingdom Halls, and 3 Assembly Halls.	Yàtọ̀ sáwọn yẹn, àwọn ilé tó bàjẹ́ tí wọ́n fẹ́ tún ṣe tó ẹgbẹ̀rún kan àti mọ́kàndínlógójì [1,039], Gbọ̀ngàn Ìjọba tó tó ọgọ́rùn kan ó lé mẹ́jọ [108] àti Gbọ̀ngàn Àpéjọ mẹ́ta.
In Mexico City and the states of Mexico, Morelos, and Puebla, the 7.1-magnitude earthquake that struck on September 19 displaced 463 brothers and sisters.	Ní Mexico City àti ní Morelos àti Puebla, àwọn arákùnrin àtàwọn arábìnrin ọgọ́rùn mẹ́rin ó lé ọgọ́ta àti mẹ́ta [463] ni ìjì líle tó wáyé ní September 19 ba ilé wọn jẹ́.
A total of 158 homes will be rebuilt, and an additional 600 homes, 39 Kingdom Halls, and one Assembly Hall will be repaired.	Ilé tó tó méjìdínlọ́gọ́jọ [158] ni wọ́n máa tún kọ́, wọ́n tún máa tún ilé ọgọ́rùn mẹ́fà [600] ṣe, wọ́n á sì tún ṣàtúnṣe sí Gbọ̀ngàn Ìjọba mọ́kàndínlógójì [39] àti Gbọ̀ngàn Àpéjọ kan.
In Guatemala, the September 7 earthquake displaced 36 brothers and sisters.	Ìjì líle tó wáyé ní September 7 ní Guatemala sọ àwọn arákùnrin àti arábìnrin mẹ́rìndínlógójì [36] di aláìnílé lórí.
In the coming months, construction servants and local volunteers will rebuild nine homes and one Kingdom Hall.	Láàárín oṣù díẹ̀ sí i, àwọn ìránṣẹ́ ìkọ́lé àti àwọn arákùnrin tó wà ládùúgbò máa tún ilé mẹ́sàn-án àti Gbọ̀ngàn Ìjọba kan kọ́.
They will also repair 20 homes and 4 Kingdom Halls.	Wọ́n máa tún ilé ogún [20] kọ́, wọ́n sì máa tún Gbọ̀ngàn Ìjọba mẹ́rin kọ́.
The Branch Committee estimates that the relief work, which involves 39 disaster relief committees, will cost nearly $10 million and will span five to six months.	Ìgbìmọ̀ Ẹ̀ka sọ pé àwọn ìgbìmọ̀ tó ń bójú tó ètò ìrànwọ́ mọ́kàndínlógójì [39] ló máa bójú tó iṣẹ́ yìí, ó máa ná wọn tó mílíọ̀nù mẹ́wàá owó dọ́là [$10 million] iṣẹ́ náà sì máa gbà tó oṣù márùn-un sí mẹ́fà.
Some 30 construction servants have made plans to move to the affected areas, and an additional 970 have volunteered to assist with the rebuilding work.	Àwọn ìránṣẹ́ ìkọ́lé ọgbọ̀n [30] ló ti ń gbara di láti lọ sí àwọn ibi tí àjálù yẹn ti wáyé, àwọn ará tó tó ẹgbẹ̀rún kan ó dín ọgbọ̀n [970] ló sì ti yọ̀ǹda ara wọn láti lọ́wọ́ sí iṣẹ́ àtúnṣe yìí.
We are confident that Jehovah will bless the work and volunteer spirit of all who “share in the relief ministry” on behalf of our brothers in the affected areas.—2 Corinthians 8:4.	Ó dá wa lójú pé Jèhófà máa bù kún iṣẹ́ yìí àtàwọn tó yọ̀ǹda ara wọn láti ní ìpín nínú ètò ìrànwọ́ tá a ṣe fáwọn ará wa tí àjálù yìí dé bá.—2 Kọ́ríńtì 8:4.
	
Dates: June 7-9, 2019	Déètì: June 7 sí 9, 2019
Location: BBVA Bancomer Stadium in Monterrey, Mexico	Ibi Tá A Ti Ṣe É: Pápá ìṣeré BBVA Bancomer Stadium ní ìlú Monterrey, Mẹ́síkò
Program Languages: English, Mexican Sign Language, Spanish	Èdè: Gẹ̀ẹ́sì, Èdè Adití ti Mẹ́síkò, Sípáníìṣì
Number of Venues Tied In: 38 in 6 different countries (Costa Rica, Guatemala, Honduras, Mexico, Nicaragua, and Panama)	Àwọn Ibi Tí Wọ́n Ta Àtagbà Rẹ̀ sí: Ibi méjìdínlógójì (38) ní orílẹ́-èdè mẹ́fà (Costa Rica, Guatemala, Honduras, Mẹ́síkò, Nicaragua àti Panama)
Peak Attendance: 39,099	Àwọn Tó Wá: 39,099
Total Number Baptized: 393	Àwọn Tó Ṣèrìbọmi: 393
Number of International Delegates: 4,682	Àwọn Tó Wá Láti Ìlẹ̀ Òkèèrè: 4,682
Invited Branches: Argentina, Brazil, Colombia, France, Italy, Japan, the Netherlands, Paraguay, Peru, Spain, United States	Áwọn Ẹ̀ka Ọ́fíísì Tó Wá: Ajẹntínà, Brazil, Kòlóńbíà, Faransé, Ítálì, Japan, Netherlands, Paraguay, Peru, Sípéènì, Amẹ́ríkà
"Local Experience: Roberto Valero, a representative of the mayor of the city of Guadalupe, visited the convention site on Saturday. Among other things, he stated: “Our government is committed to preserving the peace and security of the people. And you, Jehovah’s Witnesses, have greatly contributed to this by being good citizens. The whole city is aware of it.”"""	Ìrírí: Roberto Valero tó jẹ́ aṣojú ìjọba ìlú Guadalupe lọ sí ibi tá a ti ṣe àpéjọ lọ́jọ́ Sátidé. Ó sọ pé: “Ohun tó ṣe pàtàkì jù sí ìjọba ilẹ̀ wa ni bí àwọn èeyàn á ṣe wà ní àlááfíà àti ààbò. Ẹ̀yin Ẹlẹ́rìí Jèhófà ń kópa tó jọjú nínú mímú kí èyí ṣeé ṣe. Gbogbo ará ìlú yìí ló sì mọ̀ bẹ́ẹ̀.”
	
Late Thursday, September 7, a magnitude 8.2 earthquake struck off Mexico’s southern Pacific coast.	Ní ìrọ̀lẹ́ ọjọ́ Thursday, September 7, ìmìtìtì ilẹ̀ tó lágbára gan-an wáyé ní apá gúùsù Etí Òkun Pàsífíìkì ní orílẹ̀-èdè Mẹ́síkò.
The quake is the strongest to hit Mexico in a century, killing at least 45 people.	Ìmìtìtì ilẹ̀ yẹn ló le jù nínú àwọn èyí tó ti wáyé rí ní orílẹ̀-èdè Mẹ́síkò ní ọ̀pọ̀ ọdún sẹ́yìn, èèyàn márùnlélógójì [45] ló pa.
Sadly, we have received confirmation that one of our brothers and two of our sisters were among those who died.	Ó dùn wá pé a gba ìsọfúnni pé arákùnrin wa kan àti àwọn arábìnrin wa méjì wà lára àwọn tó kú.
Additionally, initial reports indicate that many homes of the brothers and several Kingdom Halls have been damaged or destroyed.	Ní àfikún sí ìyẹn, ìsọfúnni tá a kọ́kọ́ gbà fi hàn pé ọ̀pọ̀ ilé àwọn ará wa àti àwọn Gbọ̀ngàn Ìjọba kan ló bàjẹ́ tàbí tó bàjẹ́ pátápátá.
Two Assembly Halls in Chiapas State were also damaged.	Gbọ̀ngàn Àpéjọ méjì ní Ìpínlẹ̀ Chiapas náà bàjẹ́.
Assessments are ongoing.	Àmọ́ wọ́n ṣì ń bá àyẹ̀wò lọ.
We continue to pray for our brothers and sisters, confident that Jehovah will comfort and strengthen them.—2 Thessalonians 2:16, 17.	A ó túbọ̀ máa gbàdúrà fún àwọn arákùnrin àti àwọn arábìnrin wa, a nígbàgbọ́ pé Jèhófà máa tù wọ́n nínú, á sì fún wọn lókun.—2 Tẹsalóníkà 2:16, 17.
Media Contacts: International: David A. Semonian, Office of Public Information, +1-845-524-3000 Mexico: Gamaliel Camarillo, +52-555-133-3048	Agbẹnusọ fún Àwa Ẹlẹ́rìí Jèhófà: Kárí Ayé: David A. Semonian, Ọ́fíìsì Agbéròyìnjáde, +1-845-524-3000 Mexico: Gamaliel Camarillo, +52-555-133-3048
	
MEXICO CITY—On December 4, 2017, a mob in Tuxpan de Bolaños, a small town located in the mountains of Jalisco, Mexico, attacked 12 of our brothers of the indigenous Huichol community and another 36 people who associate with them, banishing them from their homes.	MEXICO CITY​—Ní December 4, 2017, àwọn kan kóra jọ ní àdúgbò Tuxpan de Bolaños, tó wà nítòsí àwọn àpáta ní Jalisco, Mexico, wọ́n sì lé àwọn ará wa méjìlá [12] tí wọ́n jẹ́ ọmọ Huichol kúrò nílé, papọ̀ pẹ̀lú àwọn mẹ́rìndínlógójì [36] míì tó máa ń wá sí ìpàdé.
The assailants were angered that the Witnesses would not participate in traditional Huichol religious rites.	Àwọn èèyàn yẹn ń bínú pé àwọn ará wa ò bá àwọn lọ́wọ́ sí àwọn àṣà ẹ̀sìn tí àwọn Huichol máa ń ṣe.
As victims of religious persecution, our brothers have appealed to the legal authorities for relief.	Torí ohun tí wọ́n ṣe yìí, àwọn ará wa ti lọ bá àwọn aláṣẹ pé kí wọ́n ran àwọn lọ́wọ́.
Our brothers’ possessions were either stolen or thrown outside.	Wọ́n jí ẹrù àwọn ará wa kó, wọ́n sì ju àwọn míì síta.
Mexican national authorities respect Huichol traditions and culture to the extent of granting this society a certain degree of autonomy.	Ìjọba Mexico ò kóyán àwọn àṣà Huichol kéré rárá, torí náà, dé ìwọ̀n àyè kan, ìjọba fún wọn lómìnira láti ṣe bó ṣe wù wọ́n.
At the request of the traditional Huichol government, enforcers violently removed our brothers from their homes, which they subsequently ransacked, stealing doors, windows, and roofs.	Ṣe làwọn tó ń rí sí àṣà àwọn Huichol ni káwọn èèyàn wá lé àwọn ará wa kúrò nílé wọn, wọ́n tún jà wọ́n lólè, wọ́n yọ ilẹ̀kùn wọn lọ, wíńdò àti òrùlé wọn.
Any items that were not stolen were thrown into a ditch.	Wọ́n tún da àwọn ẹrù wọn míì sínú omi.
The brothers were then taken to a forest and told that they would be killed if they attempted to return.	Lẹ́yìn náà, wọ́n mú àwọn ará wa lọ sínú igbó kan, wọ́n sì sọ pé àwọn máa pa wọ́n tí wọ́n bá pa dà wálé.
Huichol Jehovah’s Witnesses outside a Kingdom Hall.	Àwọn Ẹlẹ́rìí tí wọ́n jẹ́ ẹ̀yà Huichol níwájú Gbọ̀ngàn Ìjọba.
A representative from the branch office in Mexico traveled to meet those displaced to give spiritual support and to arrange for housing.	Aṣojú kan láti ẹ̀ka ọ́fíìsì wa ní Mexico rìnrìn àjò láti lọ bá àwọn tí wọ́n lé kúrò nílé, kí wọ́n lè fi Bíbélì ràn wọ́n lọ́wọ́, kí wọ́n sì bá wọn ṣètò ilé tí wọ́n lè forí pamọ́ sí.
Legal representatives for Jehovah’s Witnesses met with the director of the Jalisco government, the human rights prosecutor, the regional prosecutor, and the director of attention for crime victims.	Àwọn tó ń bójú tó ọ̀rọ̀ ẹjọ́ láti ẹ̀ka ọ́fíìsì àwa Ẹlẹ́rìí Jèhófà ti lọ rí àwọn aláṣẹ ìlú Jalisco, ẹni tó ń rí sí ọ̀rọ̀ ẹ̀tọ́ ọmọnìyàn, agbẹjọ́rò fún ìjọba lágbègbè yẹn, àti ẹni tó ń rí sí ọ̀rọ̀ àwọn tá a hùwà ìkà sí.
These legal authorities are now investigating these crimes.	Àwọn yìí ti ń ṣe ìwádìí lórí ohun tí wọ́n ṣe sáwọn ará wa yìí.
Brother Gamaliel Camarillo, a spokesman for Jehovah’s Witnesses in Mexico, explains: “We are truly appalled that our fellow worshippers, who live peacefully in their community and respect local customs, have been attacked simply because they will not participate in religious rites that offend their conscience.	Arákùnrin Gamaliel Camarillo, tó jẹ́ agbẹnusọ fún àwa Ẹlẹ́rìí Jèhófà ní Mexico sọ pé: “Ó dùn wá gan-an pé wọ́n ń gbéjà ko àwọn ará wa tó jẹ ẹni àlàáfíà tó sì ń bọ̀wọ̀ fún àṣà àwọn míì, torí pé wọn ò bá wọn lọ́wọ́ nínú àwọn àṣà ẹ̀sìn tí kò bá ẹ̀rí ọkàn wọn mu.
It is hoped that the local authorities will swiftly address this religiously driven persecution.” We pray for our brothers who have lost their homes and belongings, and we are confident that Jehovah will continue to provide the needed assistance through his organization.—Isaiah 32:2.	A gbà pé àwọn aláṣẹ máa ṣe nǹkan sí ọ̀rọ̀ àwọn tó ń ṣe inúnibíni sáwọn ará wa nítorí ẹ̀sìn.” À ń gbàdúrà fún àwọn ará wa tó ti pàdánù ilé àtàwọn nǹkan ìní wọn, ó dá wa lójú pé Jèhófà á máa lo ètò rẹ̀ láti pèsè ìrànlọ́wọ́ táwọn ará wa nílò.​—Aísáyà 32:2.
Media Contacts: International: David A. Semonian, Office of Public Information, +1-845-524-3000 Mexico: Gamaliel Camarillo, +52-555-133-3048	Agbẹnusọ fún Àwa Ẹlẹ́rìí Jèhófà: Kárí Ayé: David A. Semonian, Ọ́fíìsì Agbéròyìnjáde, +1-845-524-3000 Mexico: Gamaliel Camarillo, +52-555-133-3048
	
On October 23, Mexico was hit with two natural disasters, Tropical Storm Vicente and Hurricane Willa.	Ní October 23, àjálù méjì ṣẹlẹ̀ lórílẹ̀-èdè Mẹ́síkò, ìyẹn ni Ìjì Vicente àti Ìjì Líle Willa.
Vicente caused severe flooding and mudslides in southern Mexico that killed 11 people.	Ìjì Vicente fa omíyalé tó lágbára, ó sì mú kí ẹrẹ̀ ya ní gúúsù Mẹ́síkò débi pé ó pa èèyàn mọ́kànlá (11).
Willa battered the Pacific coast of Mexico with heavy rainfall and wind speeds measured at 193 kilometers per hour (120 mph), forcing 4,250 people to evacuate from areas impacted by the hurricane.	Ìjì líle Willa ṣọṣẹ́ gan-an ní etí Òkun Pàsífíìkì ní Mẹ́síkò, òjò àrọ̀ọ̀rọ̀dá rọ̀, ọwọ́ atẹ́gùn ibẹ̀ sì le gan-an. Èèyàn tó tó ẹgbẹ̀rún mẹ́rin ó lé igba àti àádọ́ta (4,250) ló sì sá kúrò nílé torí ìjì líle náà.
The Central America branch, which coordinates the work in Mexico, reports that no brothers or sisters lost their lives or were injured in either of these storms.	Ẹ̀ka ọ́fíìsì Central America, tó ń bójú tó iṣẹ́ àwa Ẹlẹ́rìí Jèhófà ní Mẹ́síkò, ròyìn pé kò sí ìkankan lára àwọn ará wa tó kú, wọn ò sì fara pa nígbà tí ìjì méjèèjì jà.
However, in the state of Nayarit, 118 publishers were evacuated from their homes to higher ground.	Àmọ́ ní ìpínlẹ̀ Nayarit, akéde méjìdínlọ́gọ́fà (118) ló sá kúrò nílé lọ sí agbègbè olókè.
In Sinaloa, one Kingdom Hall and the homes of several brothers were flooded.	Nílùú Sinaloa, omi ya wọ Gbọ̀ngàn Ìjọba kan àti ilé ọ̀pọ̀ àwọn ará.
The homes of five Witness families in Michoacán were also flooded.	Omi tún ya wọ ilé àwọn ìdílé Ẹlẹ́rìí Jèhófà márùn-ún nílùú Michoacán.
Local brothers and sisters have already cleaned the flooded homes and Kingdom Hall and made necessary repairs.	Àmọ́ àwọn ará tó wà níbẹ̀ ṣàtúnṣe tó yẹ sí ilé wọn àti Gbọ̀ngàn Ìjọba tí omi wọ̀ náà.
We pray that our brothers and sisters in Mexico affected by these storms continue to endure, remembering the hope we all share of a future in which natural disasters will no longer occur.—2 Corinthians 6:4.	Àdúrà wa ni pé kí àwọn ará wa tí àwọn ìjì yìí ṣe ní jàǹbá ní Mẹ́síkò máa fara dà á, kí wọ́n sì máa rántí pé gbogbo wa la jọ ń retí ọjọ́ iwájú tí àjálù ò ní ṣẹlẹ̀ mọ́.—2 Kọ́ríńtì 6:4.
	
Jehovah’s Witnesses released the New World Translation of the Holy Scriptures in Guarani at a regional convention that was broadcast from the Bethel auditorium located in Capiatá, Paraguay, on August 16, 2019.	Ní August 16 2019, àwa Ẹlẹ́rìí Jèhófà mú Bíbélì Mímọ́ ti Ìtumọ̀ Ayé Tuntun jáde lédè Guarani níbi àpéjọ agbègbè tí wọ́n ta àtagbà rẹ̀ látinú gbọ̀ngàn Bẹ́tẹ́lì tó wà nílùú Capiatá, lórílẹ̀-èdè Paraguay.
Brother Daniel González, a member of the Paraguay Branch Committee, released the Bible on the first day of the convention.	Arákùnrin Daniel González, tó jẹ́ ọ̀kan lára Ìgbìmọ̀ Ẹ̀ka orílẹ̀-èdè Paraguay ló mú Bíbélì yìí jáde lọ́jọ́ àkọ́kọ́ àpéjọ agbègbè náà.
