eng	xho
Linley Hebert, a spokesperson for the striking workers, told VOA the strike is a result of the governments failure to honor a 2012 agreement.	ULinley Hebert, isithethi sabasebenzi abagwayimbileyo, uxelele iVOA ukuba olu qhankqalazo lubangelwa kukungaphumeleli koorhulumente ukuhlonipha isivumelwano sika2012.
In October [this year], the government reviewed the salaries of the civil servants, but we were not included in that revision, Hebert said.	“Ngenyanga kaOkuthowbha [kulo nyaka] urhulumente uye waphonononga imivuzo yabasebenzi bakarhulumente, kodwa asizange sibandakanywe kolo hlaziyo,” utshilo uHebert.
Yet in 2012, we had an agreement that each time they are revising the salaries of the civil servants, [they will be increasing our salaries as well]. 	“Kodwa ngo-2012, saba nesivumelwano sokuba qho xa behlaziya imivuzo yabasebenzi bakarhulumente, [babe besonyusa imivuzo yethu].
So, [after adhering to the agreement in 2013], we are surprised to see that this time we are left out."	Ke, [emva kokubambelela kwisivumelwano ngo-2013], siyamangaliswa kukubona ukuba ngeli xesha sishiywe ngaphandle. "
Government authorities say the failure to increase judicial workers salaries this year is largely because of financial constraints, following a donor aid freeze against Malawi's government.	Abasemagunyeni kurhulumente bathi ukusilela ukonyusa imivuzo yabasebenzi benkundla kulo nyaka kungenxa yokunqongophala kwemali, kulandela ukumiswa koncedo lwabaxhasi ngokuchasene norhulumente waseMalawi.
The freeze is a result of a government financial scandal in which more than $30 million was looted from government coffers.	Oku kuqhwanyaza kweliso kubangelwe sisityholo semali sikarhulumente apho kwaphangwa ngaphezu kwezigidi ezingama-30 zeerandi kungxowa-mali karhulumente.
Ministry of Finance spokesperson Nations Msowoya told a local radio station it is hard for the government to meet the workers' demand.	Isithethi sesebe lezimali u-UN Msowoya uxelele isikhululo sikanomathotholo sasekuhlaleni ukuba kunzima kurhulumente ukuhlangabezana nemfuno yabasebenzi.
It is difficult to promise what the treasury will do. But suffice to say that the prevailing economic circumstances and budgetary constraints will make a little bit difficult for the treasury to bow down to the demands, "Msowoya said.	“Kunzima ukuthembisa into eza kwenziwa ngunondyebo. Kodwa kwanele ukuthi imeko yezoqoqosho egqubayo kunye nokunqongophala kohlahlo lwabiwo-mali kuza kwenza kubenzima kancinci ukuba unondyebo athobele amabango,” utshilo uMsowoya.
But according to Hebert, the strikers will not resume work until their demands are met.	Kodwa ngokukaHebert, abahlaseli abazuphinda baqhubeke nomsebenzi de kuhlangatyezwane neemfuno zabo.
Since I was born [there has been] no time the government said it had some money. 	Oko ndazalwa [akuzange kubekho xesha] urhulumente wathi unemali.
It has its own means [of finding the money] and it will find the same means to give us the money," Hebert insisted.	Ineendlela zayo [zokufumana imali] kwaye iya kufumana iindlela ezifanayo zokusinika imali,” utshilo uHebert.
The ongoing strike is hampering progress of trials, as court operations remain suspended.	Uqhankqalazo oluqhubekayo luyiqhwalelisa inkqubo yamatyala, njengoko imisebenzi yeenkundla isanqunyanyisiwe.
Several trials, including that of former justice minister Ralph Kasambara, who is answering charges in connection with the financial scandal, were indefinitely suspended last week.	Amatyala aliqela, kuquka elo lalowo wayesakuba ngumphathiswa wezobulungisa uRalph Kasambara, nophendula izityholo malunga notyhobo lwemali, anqunyanyisiwe kwiveki ephelileyo.
Police are complaining of congestion in jail cells, as no suspects are being taken to court.	Amapolisa akhala ngokuxinana kwizisele zentolongo, nanjengoko kungekho barhanelwa abasiwa enkundleni.
Malawi police spokesperson Rhoda Manjolo told VOA the only option they have is "giving police bail to those with minor offenses."	Isithethi samapolisa aseMalawi uRhoda Manjolo uxelele iVOA ekuphela kwendlela abanayo "kukunika ibheyile yamapolisa kwabo banamatyala amancinci."
Human rights campaigners and legal experts say the strike is contributing to human rights violations.	Abakhankaseli bamalungelo oluntu kunye neengcali zomthetho zithi olu qhankqalazo lunegalelo ekunyhashweni kwamalungelo oluntu.
There are those people who have to be taken to court within 48 hours, noted Lawyer George Kadzipatike who works in a private practice in the northern city of Mzuzu.	“Kukho abo bantu kufuneka basiwe enkundleni kwiiyure ezingamashumi amane anesibhozo,” liqaphele igqwetha uGeorge Kadzipatike osebenza kwindawo yabucala kumantla esixeko saseMzuzu.
We cannot make application for them to be granted bail. 	“Asinakusenza isicelo sokuba banikwe ibheyile.
There are those people who do not want to live with their partners, they would like the court to decree that they be divorced, we cannot file any petition through the courts."	Kukho abo bantu bangafuniyo ukuhlala namaqabane abo, bangathanda ukuba inkundla ikhuphe isigunyaziso sokuba baqhawule umtshato, asinakufaka isicelo kwiinkundla zamatyala.”
Government authorities say closed door negotiations to resolve the matter continue in the capital, Lilongwe.	Abasemagunyeni kurhulumente bathi uthethathethwano oluvaliweyo lokusombulula lo mba luyaqhubeka kwikomkhulu, iLilongwe.
But the striking workers told VOA whatever the case, they will accept nothing short of a 30 percent increase in their salaries.	Kodwa abasebenzi abagwayimbileyo baxelele iVOA nokuba yintoni na, abazukwamkela nto ngaphandle kokunyuselwa imivuzo yabo ngamashumi amathathu eepesenti ekhulwini.
A similar strike lasted three months in 2012 after the magistrates and judges joined the labor action.	Uqhankqalazo olulolu hlobo lwathatha iinyanga ezintathu ngo-2012 emva kokuba oomantyi neejaji bezibandakanye nentshukumo yabasebenzi.
	
The United Nations World Food Program says the famine in southern Africa is even worse than predicted.	IUnited Nations World Food Programme ithi indlala esemazantsi eAfrika imbi kakhulu kunokuba bekucingelwa.
WFP officials are warning that 13 million people in six countries: Malawi, Zambia, Lesotho, Zimbabwe, Swaziland and Mozambique are in danger of starvation if they do not get food aid.	Amagosa eWFP alumkisa ngelithi abantu abazizigidi ezili-13 kumazwe amathandathu: iMalawi, iZambia, iLesotho, iZimbabwe, iSwaziland neMozambique basengozini yokulamba ukuba abalufumani uncedo lokutya.
World Food Program officials say they need one million tons of food to alleviate hunger in southern Africa, but they are not confident they will get it.	Amagosa eWorld Food Programme athi adinga isigidi seetoni zokutya ukuze athobe indlala kumazantsi eAfrika, kodwa abaqinisekanga ukuba baza kukufumana.
In an appeal to the international community at the beginning of July, WFP officials asked for more than $0.5 billion to buy food.	Kwisibheno kuluntu lwamazwe ngamazwe ekuqaleni kukaJulayi, amagosa eWFP acele ngaphezu kwe-0.5 yeebhiliyoni zeedola ukuthenga ukutya.
So far they have received only 20 percent of that. WFP's director for the southern Africa region, Judith Lewis, says the situation is getting desperate.	Ukuza kuthi ga ngoku bafumene kuphela ama-20 ekhulwini oko. Umlawuli weWFP kummandla osemazantsi eAfrika, uJudith Lewis, uthi imeko iya isiba maxongo.
The window of opportunity to avert what could be a major humanitarian crisis is closing, she said.	“Ithuba lokunqanda into enokuba yingxaki enkulu yoluntu liyavala,” utshilo.
We need more assistance now. 	“Sidinga uncedo ngakumbi ngoku.
We need food on the high seas now, or we need cash to buy commodities that are still available in southern Africa, so we can avert this major, major crisis."	Sifuna ukutya kulwandle oluphezulu ngoku, okanye sifuna imali yokuthenga izinto zorhwebo ezisafumaneka kumazantsi e-Afrika, ukuze sithintele le ngxaki inkulu. "
Currently, the WFP is assisting six million of the most vulnerable people in the six most severely affected countries.	Ngoku, iWFP inceda izigidi ezithandathu zabona bantu basemngciphekweni kumazwe amathandathu achaphazeleke kakhulu.
About half of these people are in Zimbabwe.	Malunga nesiqingatha saba bantu baseZimbabwe.
The agency says it is sure the number of people needing its help will rise.	Le arhente ithi iqinisekile ukuba lizakunyuka inani labantu abadinga uncedo lwayo.
The World Health Organization notes southern Africa, in addition to having the highest prevalence of HIV/AIDS in the world, also has the world's highest chronic malnutrition rates.	IWorld Health Organization iphawula ukuba ummandla osemazantsi weAfrika, ukongezelela kukwanda kweHIV/AIDS ehlabathini lonke, ukwanelona zinga liphakamileyo lokungondleki liphakamileyo ehlabathini.
It predicts about 300,000 people could die over the next six months from diseases related to malnutrition.	Iqikelela malunga nama-300,000 abantu abanokufa kwiinyanga ezintandathu ezizayo ngenxa yezifo ezinxulumene nokungondleki.
Ms. Lewis says the dying has already begun. "We are seeing people moving from their villages," she said.	UNksz Lewis uthi ukufa sele kuqalile. “Sibona abantu befuduka ezilalini zabo,” utshilo.
If they know there is going to be a food distribution, they immediately go there. 	Ukuba bayazi ukuba kuza kwabelwa ukutya, baye ngoko nangoko.
The problem is we do not even have enough food to feed the people who are on the rolls, let alone add food for other people in the areas.	Ingxaki kukuba asinako nokutya okwaneleyo kokondla abantu abakwi-rolls, singasathethi ke ngokongeza ukutya kwabanye abantu kwiindawo.
Is there a potential to become chaotic? Yes. "	Ngaba kukho isiphithiphithi esinokubakho? Ewe. "
WFP'S Judith Lewis says at this time of year the agency is usually planning how to get food supplies into the region before the rainy season hits in October.	UJudith Lewis weWFP uthi ngeli xesha lonyaka le arhente idla ngokucwangcisa indlela yokufumana ukutya kulo mmandla phambi kokuba kufike ixesha lemvula kweyeDwarha.
But she says since the WFP is already having difficulty meeting its present targets, it can't even begin to plan for future food deliveries.	Kodwa uthi kuba iWFP sele inobunzima ekufezekiseni iithagethi zayo zangoku, ayinakho nokuqalisa ukucwangcisa ukuhanjiswa kokutya kwixesha elizayo.
	
Canadian PM Impressed With African Development Plan - 2002-04-05	I-PM yaseKhanada ichukumisekile siSicwangciso soPhuhliso lwase-Afrika - 2002-04-05
Canadian Prime Minister Jean Chretien says he is impressed with the progress being made towards implementing an African development plan.	Inkulumbuso yaseKhanada uJean Chretien uthi uchukumisekile yinkqubela phambili eyenziwayo ekuphumezeni isicwangciso sophuhliso lwase-Afrika.
Mr. Chretien made the remarks Sunday after meeting with South African President Thabo Mbeki and other regional leaders in Pretoria.	Umnumzana Chretien ukuthethe oku ngeCawe emva kokudibana nomongameli woMzantsi Afrika uThabo Mbeki kunye nezinye iinkokheli zengingqi ePitoli.
Mr. Chretien, the current chairman of the group of the seven most industrialized nations plus Russia, is visiting Africa to discuss the New Partnership for Africa's Development, known as NEPAD.	UMnu. Chretien, usihlalo okhoyo ngoku weqela lamazwe asixhenxe ahambele phambili kwezoshishino kunye neRashiya, undwendwela i-Afrika ukuze axoxe ngeNtsebenziswano eNtsha yoPhuhliso lwe-Afrika, eyaziwa ngokuba yiNEPAD.
He said NEPAD will be one of the top agendas at the June G-8 summit in Kananaskis, Canada.	Uthe iNEPAD iya kuba yenye yee-ajenda eziphambili kwingqungquthela ye-G-8 kaJuni eKananaskis, eCanada.
The G-8 nations are Britain, Canada, France, Germany, Italy, Japan, the United States and Russia.	Amazwe akwiG-8 yiBritane, iCanada, iFrance, iJamani, iItali, iJapan, iMelika kunye neRussia.
Mr. Chretien says topics such as human rights, democracy the rule of law, transparency and good governance will be discussed at the G8 summit.	Umnumzana Chretien uthi imixholo efana namalungelo oluntu, idemokhrasi ulawulo lomthetho, ukungafihlisi kunye nolawulo olululo ziza kuxoxwa kwindibano yeG8.
NEPAD outlines objectives of promoting democracy and good governance in Africa in return for Western economic assistance. It	I-NEPAD ichaza iinjongo zokukhuthaza idemokhrasi kunye nolawulo olululo e-Afrika njengembuyekezo yoncedo lwezoqoqosho lwaseNtshona. Yona
seeks to achieve an annual growth rate of seven-percent on the African continent by 2015.	ijonge ukufikelela kwinqanaba lonyaka lokukhula kweepesenti ezisixhenxe kwilizwekazi lase-Afrika ngowama-2015.
South African President Mbeki said he is convinced that Africa is ready for NEPAD saying there has been definite progress toward democracy in the continent.	Umongameli waseMzantsi Afrika uMbeki uthe uqinisekile ukuba i-Afrika iyilungele i-NEPAD esithi kukho inkqubela phambili eqinisekileyo kwidemokhrasi kwilizwekazi.
Later, Mr. Chretien and Mr. Mbeki were joined by presidents Festus Mogae of Botswana, Bakili Muluzu of Malawi, Joaquim	Kamva, uMnu. Chretien noMnu. Mbeki bathelelwa ngoomongameli uFestus Mogae waseBotswana, uBakili Muluzu waseMalawi, uJoaquim.
Chissano of Mozambique, Sam Nujoma of Namibia, Benjamin Makapa of Tanzania and Vice President Enoch Kavindele of Zambia.	Chissano waseMozambique, uSam Nujoma waseNamibia, uBenjamin Makapa waseTanzania kunye noSekela Mongameli u-Enoch Kavindele waseZambia.
Zimbabwe's President Robert Mugabe, who won re-election in disputed voting last month, was not invited.	Umongameli waseZimbabwe uRobert Mugabe, ophumelele unyulo kwakhona kwinyanga ephelileyo, akamenywanga.
Reuters news agency reports the Canadian prime minister who has already visited Morocco, Algeria and Nigeria on his	I-arhente yeendaba yeReuters ibika ukuba inkulumbuso yaseCanada esele ityelele eMorocco, eAlgeria naseNigeria kweyakhe
six-nation tour will visit Ethiopia and Senegal after South Africa.	Ukhenketho lwamazwe amathandathu luzakundwendwela i-Ethiopia neSenegal emva koMzantsi Afrika.
Some information for this report provided by Reuters and AFP.	Olunye ulwazi lwale ngxelo lunikezelwe yiReuters kunye ne-AFP.
	
Child Labor in Malawi - 2002-02-28	Ukuqeshwa kwabantwana eMalawi - 2002-02-28
The organization, Eye of the Child, is expressing concern about what is says is a large number of children who are being forced to work due to poverty.	Umbutho, i-Eye of the Child, uvakalisa inkxalabo ngento ekuthiwa luninzi lwabantwana abanyanzelwa ukuba baphangele ngenxa yendlala.
It says these children risk being abused.	Ithi aba bantwana basemngciphekweni wokuxhatshazwa.
Some under aged children work as mini – bus call boys in the busy business district of Limbe in the commercial capital, Blantyre.	Abanye abantwana abangaphantsi kweminyaka yobudala basebenza njengabakhwazi kwiibhasi ezincinci kwindawo yoshishino exakekileyo eLimbe kwikomkhulu lezorhwebo, iBlantyre.
They are some of the many children who have been forced into employment because of poverty.	Bangabanye babantwana abaninzi abaye banyanzeleka ukuba baphangele ngenxa yokusokola.
Maxwell Matewere is the executive director of Eye of the Child. He says many of the children come from rural areas.	UMaxwell Matewere ngumlawuli olawulayo kwi-Eye of the Child. Uthi uninzi lwabantwana luphuma ezilalini.
He says, "Currently we havent done a data analysis but the Ministry of Labor intends to do that as soon as possible with financial resources from the International Labor Organization.	Uthi, "Okwangoku asikenzi uhlalutyo lwedatha kodwa uMphathiswa wezaBasebenzi uzimisele ukwenza oko ngokukhawuleza ngemithombo yemali evela kwiInternational Labor Organization.
But basing on our own assessment and through our works, we feel child labor is a serious problem particularly in the rural areas and you can tell that from trafficking of children from rural areas to urban areas where most of the young people are working in peoples houses.	Kodwa ngokusekwe kuvavanyo lwethu nangemisebenzi yethu, sivakalelwa kukuba ukuqeshwa kwabantwana kuyingxaki enkulu ngakumbi kwiindawo ezisemaphandleni kwaye unokuxela ukuba ukusuka ekurhwebeni kwabantwana besuka ezilalini besiya ezidolophini apho uninzi lolutsha lusebenza kwizindlu zabantu. .
 Mr. Matewere says poor children often find work on large farm estates. 	UMnu. Matewere uthi abantwana abangathathi ntweni bahlala befumana umsebenzi kumafama amakhulu.
He said, "We have noticed that there are some indications that there are children who are working in tea estates and tobacco estates.	Uthe, “Siqaphele ukuba kukho izinto ezibonisa ukuba kukho abantwana abasebenza kwiindawo zeti necuba.
There also are children who are working in brick making mostly their parents will facilitate for them to work in those kinds of employment. "	Kukwakho abantwana abasebenza ekwenzeni izitena ubukhulu becala abazali babo baya kubaququzelela ukuba basebenze kwezo ntlobo zengqesho. "
Mr. Matewere says the Eye of the Child has established that there are gross violations of children rights in the country.	Umnu. Matewere uthi iEye of the Child ifumanise ukuba kukho ukunyhashwa kwamalungelo abantwana kweli lizwe.
These include, rape, defilement and being overworked.	Oku kubandakanya, udlwengulo, ukungcola kunye nokusebenza ngokugqithisileyo.
He says this violates the United Nations Convention on the Rights of the Child.	Uthi oku kunyhasha iNkomfa yeZizwe eziManyeneyo ngamaLungelo oMntwana.
If you look at the Convention of the Rights of a Child, he said, "you will see that it provides for the protection for children from any kind of exploitation from any kind of harmful activities or act which threatens their health, their development which is a threat to education.	Ukuba ujonga kwiNgqungquthela yamaLungelo oMntwana, watsho, "uya kubona ukuba ibonelela ngokhuseleko lwabantwana kulo naluphi na uhlobo lokuxhaphaza kulo naluphi na uhlobo lwemisebenzi eyingozi okanye isenzo esisongela impilo yabo, ukukhula kwabo. nto leyo esisisongelo kwimfundo.
So children who are found working in tea estates, who are found in brick making, obvious, their rights as it is provided for in the Convention for the Rights of the Children as well as in the constitution are violated. "	Ngoko ke abantwana abafunyanwa besebenza kwiindawo zeti, abafunyanwa ekwenzeni izitena, kucacile, amalungelo abo njengoko ebonelelwe kwiNgqungquthela yamaLungelo abaNtwana ngokunjalo nakumgaqo-siseko bayagxojwa. "
The Eye of the Child executive director says his organization is looking at ways of protecting the rights of a child.	Umphathi we-Eye of the Child uthi umbutho wakhe ujonga iindlela zokukhusela amalungelo omntwana.
He says to achieve this, the group has started a number of programs.	Uthi ukuphumeza oku, eli qela liqale iinkqubo eziliqela.
We have recently started a new program and what we are trying to do is to inform the general public on the best interests of the child and to inform them on the rights of a child. 	“Kutshanje siqale inkqubo entsha kwaye into esizama ukuyenza kukwazisa uluntu ngokubanzi ngezinto ezilungele umntwana nokubazisa nangamalungelo omntwana.
At the same we want also to build up the capacity of the children themselves so that may be they can be use their authentic voice out their concerns. "	Kwangaxeshanye sifuna ukwakha amandla kubantwana ngokwabo ukuze bakwazi ukusebenzisa ilizwi labo lokwenyani ukuvakalisa iinkxalabo zabo. "
According to the Ministry of Labor authorities, many children are forced to leave school and find work because parents cannot afford school fees.	Ngokutsho koMphathiswa wezaBasebenzi, abantwana abaninzi banyanzeleka ukuba bashiye isikolo baye kufuna umsebenzi ngenxa yokuba abazali bengakwazi ukuhlawula imali yesikolo.
Although primary school is free in Malawi, most children do not attend due to lack of necessities like clothes.	Nangona isikolo samabanga aphantsi sisimahla eMalawi, uninzi lwabantwana aluyi ngenxa yokunqongophala kwezinto eziyimfuneko njengempahla.
Over 60 per cent of Malawis nearly 11 million people live below the poverty line.	Ngaphezu kwama-60 eepesenti abantu baseMalawi abaphantse babe zizigidi ezili-11 abantu abaphila ngaphantsi komlinganiselo wentlupheko.
	
Malawi Court Convicts 12 People in Albino Attack	Inkundla yaseMalawi ibagwebe abantu abali-12 kuhlaselo lweAlbino
A high court in Malawi has convicted five people of murder for the 2018 killing of a 22-year-old albino man, including the victims brother.	Inkundla ephakamileyo yaseMalawi ibagwebe abantu abahlanu benetyala lokubulala ngo-2018 lokubulala indoda eneminyaka eyi-albino eneminyaka engama-22, kuquka nomzalwana wamaxhoba.
The court convicted seven other people of selling the victim's body parts.	Inkundla igwebe abanye abantu abasixhenxe ngokuthengisa amalungu omzimba wexhoba.
Malawi officials say more than 170 albinos have been attacked in the country since 2014 by people who believe their body parts bring luck and wealth.	Amagosa aseMalawi athi bangaphezu kwekhulu elinamashumi asixhenxe abantu abane-albino abathe bahlaselwa kweli lizwe ukusukela ngo-2014 ngabantu abakholelwa ukuba amalungu abo omzimba azisa amathamsanqa nobutyebi.
Family members of the deceased, MacDonald Masambuka, left the courtroom Thursday with hopes of justice being served after the court convicted all 12 people accused in his death.	Amalungu osapho lomfi, uMacDonald Masambuka, aphume enkundleni ngoLwesine ngethemba lokuba ubulungisa buyenzeka emva kokuba inkundla ibagwebele bonke abantu abalishumi elinesibini abatyholwa ngokubhubha kwakhe.
Family members, including Masambukas mother, appeared calm and composed as Judge Dorothy NyaKaunda Kamanga read the judgments.	Amalungu osapho, kuquka nomama kaMasambukas, babonakale bezolile kwaye bezolile ngelixa uJaji Dorothy NyaKaunda Kamanga efunda izigwebo.
Those convicted included a Catholic priest, Father Thomas Muhosa, police officer Chikondi Chileka, clinician Lumbani Kamanga, and the deceaseds brother, Cassim Masambuka.	Kwabo bagwetywe benetyala baquka umfundisi weKhatholika, ubawo uThomas Muhosa, ipolisa uChileka Chileka, ugqirha Lumbani Kamanga, nomntakwabo obhubhileyo uCassim Masambuka.
Charges included murder, extracting human tissues, causing harm to a person with disability, and trafficking in persons.	Izityholo zaziquka ukubulala, ukukhupha izicubu zomntu, ukwenza umonakalo kumntu okhubazekileyo, kunye nokurhweba ngabantu ngokungekho mthethweni.
Kamanga convicted the victims brother and four others of murder.	UKmanga ugwebe amaxhoba ubhuti kunye nabanye abane ngokubulala.
The court convicted seven other people, including the priest and police officer, of selling the victim's body parts.	Inkundla igwebe abanye abantu abasixhenxe abaquka umfundisi nepolisa ngokuthengisa amalungu omzimba wexhoba.
Business with tissue  According to the court, Muhosha, Chileka and others offered to conduct business using human tissue extracted from a human corpse.	Ushishino ngeethishu Ngokwenkundla, uMuhosha, uChileka nabanye bazinikezele ngokuqhuba ishishini besebenzisa izicubu zomntu ezithathwe kwisidumbu somntu.
The judge said the state proved beyond reasonable doubt the 12 people conspired to kill Masambuka to extract his bones based on a perception they would benefit financially.	Ijaji ithi urhulumente ungqinisise ngaphandle kwamathandabuzo ukuba abantu abalishumi elinesibini benze iyelenqe lokubulala uMasambuka ngenjongo yokukhupha amathambo akhe ngokwembono yokuba baza kuxhamla ngokwasezimalini.
She said Masambuka is the latest victim of violent attacks on persons with albinism who have not been protected by the community.	Uthe uMasambuka lixhoba lamva nje lokuhlaselwa kwabantu abane-albinism abangakhuselwanga luluntu.
Director of Public Prosecutions Steve Kayuni represented the state in the case. He said he was pleased the court agreed on all the seven charges he presented.	Umphathi wezoTshutshiso uSteve Kayuni ebemele umbuso kweli tyala. Uthi uyavuya inkundla ivumelene ngawo onke amatyala asixhenxe awathi wawabeka.
Its really something overwhelming on the part of the state considering that this matter, if you notice, there is a police officer involved, a priest involved and there is a brother involved. 	“Kuyinto exakileyo kwicala likarhulumente xa ucinga ukuba lo mba, ukuba uyaqaphela, kukho ipolisa elibandakanyekayo, umfundisi obandakanyekayo kwaye kukho umzalwana obandakanyekayo.
If you notice, it all revolves around the position of trust — that somebody like the late Macdonald Masambuka trusted so much, they are the ones who ended up betraying him," Kayuni said.	Ukuba uyaqaphela, yonke le nto ijikela kwisikhundla sokuthembana — into yokuba umntu ofana nongasekhoyo uMacdonald Masambuka ebemthembile kakhulu, ngabo abagqibele bemngcatsha,” utshilo uKayuni.
Masambuka went missing from his village on March 9, 2018, and his limbless body was found buried in a garden on April 2, 2018, in his home district of Machinga south of Malawi.	UMasambuka waduka kwilali yakhe ngomhla we-9 kweyoKwindla 2018, waza umzimba wakhe ongenamalungu wafunyanwa ungcwatywe egadini ngomhla wesibini kuTshazimpuzi ka-2018, kwisithili sakowabo eMachinga emazantsi eMalawi.
Enticement  Court documents show that Masambuka was enticed by his brother to meet his friends, who he claimed had found a girl for him to marry.	Amaxwebhu enkundla yamatyala abonisa ukuba uMasambuka wahendwa ngumntakwabo ukuba adibane nabahlobo bakhe, abathi bamfumanele intombi afuna ukuyitshata.
But when they reached the scene, the alleged friends grabbed Masambuka by the neck and dragged him to a garden where they killed him. Here, his assailants cut off his limbs, burned his body using petrol and buried it there.	Kodwa bathe bakufika kwindawo yexhwayelo, abo batyholwa ngokuba ngabahlobo bam bambamba uMasambuka entanyeni bamrhuqela egadini apho bambulala khona. Apha, abahlaseli bakhe bamnqumla amalungu omzimba, batshisa umzimba wakhe ngepetroli baza bawungcwaba apho.
This was the first such case involving high-profile community members involved in attacks on persons with albinism.	Eli yayilityala lokuqala elilolu hlobo libandakanya abantu abakwizinga eliphezulu ababandakanyeka kuhlaselo lwabantu abane-albinism.
Masauko Chamkakala, the lawyer for the 12 defendants in the case, said he would comment once he had gone through the judgment.	UMasauko Chamkakala, igqwetha labamangalelwa abalishumi elinesibini kweli tyala, uthe uzakuhlomla xa sele egqibile ukuwisa isigwebo.
We are still waiting to see the perfected judgment so that we can read it and study it and talk to our clients, Chamkakala said.	“Sisalindele ukubona isigwebo esigqibeleleyo ukuze sifunde sifunde kwaye sithethe nabathengi bethu,” uthethe watsho uChamkakala.
Rights activists said they expected the court to give stiffer punishment to those convicted.	Abalwela amalungelo bathi balindele ukuba inkundla inike isohlwayo esiqatha kwabo babanjiweyo.
Serious sentencing'	Isigwebo esiqatha'
Ian Simbota represented the Association of Persons with Albinism at the court.	UIan Simbota ebemele umbutho wabantu abaneAlbinism kule nkundla.
When the judge was reading, what concerned me was that part of a [Priest] Father Muhosha [and others] who have been convicted of transacting body parts. 	“Xa ijaji yayifunda, eyona nto yayindixhalabisa yile nxalenye [kaMbingeleli] uTata uMuhosha [nabanye] abagwetyelwe ukutshintshisa amalungu omzimba.
If you go to the Anatomy Act, it is not so hard on such offenses.	Ukuba uya kwi-Anatomy Act, ayinzima kangako kwezo ziphoso.
So, we are really looking forward to the judge, if at all its possible, to put a human face to the case so that at least we really need to see serious sentencing on this case," Simbota said.	Ngoko ke, sijonge ngenene ukuba ijaji, ukuba kunokwenzeka, ibeke ubuso bomntu kweli tyala ukuze noko sidinga ukubona isigwebo esiqatha kweli tyala,” utshilo uSimbota.
The high court is expected to sentence the perpetrators on May 30.	Inkundla ephakamileyo kulindeleke ukuba igwebe abenzi bobubi ngomhla wamashumi amathathu kuCanzibe.
In another case, a high court on Thursday sentenced a 37-year-old man to life in prison for the 2020 murder of a 14-year-old-boy with albinism in Phalombe district.	Kwelinye ityala, inkundla ephakamileyo ngoLwesine igwebe ixhego elineminyaka engamashumi amathathu anesixhenxe (37) ubudala ngetyala lokubulala inkwenkwana eneminyaka elishumi elinesine (albinism) kwisithili sasePhalombe ngo2020.
	
Zimbabwe Official Defends Crackdown on Protests, Urges Patience with Economy	Igosa laseZimbabwe likhusela uqhanqalazo, libongoza umonde kuQoqosho
Zimbabwe's minister of foreign affairs and international trade on Monday defended crackdowns on anti-government demonstrations and urged patience in turning around the country's foundering economy.	Umphathiswa wemicimbi yangaphandle kunye norhwebo lwamazwe ngamazwe eZimbabwe ngoMvulo ukhusele uqhanqalazo oluchasene norhulumente kwaye wabongoza ukuba nomonde ekuguquleni uqoqosho olusekiyo.
Though "everybody's got the right to demonstrate," there have "been a lot of insinuations and campaigns of violence,"	Nangona "wonke umntu enelungelo lokubonisa," kuye kwakho "iintetho ezininzi kunye namaphulo obundlobongela,"
Sibusiso B. Moyo told VOA in an interview.	USibusiso B. Moyo uxelele iVOA kudliwano-ndlebe.
Citing public safety, he endorsed a Zimbabwe court's ruling hours earlier to uphold a police ban on a protest organized by the opposition Movement for Democratic Change (MDC) alliance.	Ecaphula ukhuseleko loluntu, uye wavumelana nesigqibo senkundla yaseZimbabwe kwiiyure ezingaphambili zokuxhasa ukuvalwa umlomo kwamapolisa kuqhanqalazo olwaluququzelelwa ngumbutho ophikisayo weMovement for Democratic Change (MDC).
Alliance leaders are pressing President Emmerson Mnangagwa and the ruling ZANU-PF party for a role in a transitional government.	Iinkokheli zomanyano zinyanzelisa uMongameli Emmerson Mnangagwa kunye neqela elilawulayo leZANU-PF ukuba bathathe inxaxheba kurhulumente wenguqu.
They had organized a demonstration Monday in Bulawayo, the country's second-largest city, but police authorities banned it hours before its intended start.	Bebeququzelele uqhanqalazo ngoMvulo koBulawayo, isixeko sesibini ngobukhulu kweli lizwe, kodwa amapolisa aluvala kwiiyure ezimbalwa phambi kokuba luqale.
Two other opposition demonstrations still are planned this week: for the central city of Gweru on Tuesday and the southeastern city of Masvingo on Wednesday.	Eminye imiqhankqalazo emibini yenkcaso isacwangcisiwe kule veki: kumbindi wesixeko saseGweru ngoLwesibini nakwisixeko esikumazantsi mpuma eMasvingo ngolwesithathu.
Police also had pre-emptively banned a demonstration in Harare last Friday, a decision upheld by a Zimbabwe court.	Amapolisa nawo aye aluvala kwangaphambili uqhanqalazo eHarare ngoLwesihlanu odlulileyo, isigqibo esixhaswe yinkundla yaseZimbabwe.
Hundreds of MDC supporters ignored the ban, leading to clashes between civilians and police.	Amakhulu-khulu abalandeli be-MDC akasihoyanga esi sithintelo, nto leyo ekhokelele kungquzulwano phakathi kwabahlali namapolisa.
Video and photographs showed police hitting and kicking some demonstrators among actions that drew complaints of excessive force from civil and human rights groups, including the United Nations human rights office.	Ividiyo kunye neefoto zibonise amapolisa ebetha kwaye ekhaba abanye abaqhankqalazi phakathi kwezenzo eziye zazisa izikhalazo zamandla agqithisileyo kumaqela oluntu kunye namalungelo oluntu, kuquka ne-ofisi yamalungelo oluntu yeZizwe eziManyeneyo.
