english	yoruba
Using a whiteboard, we convert the English text into drawings that act as a guide as we express the ideas of the original text in sign language.	Lẹ́yìn tá a bá ti lóye ohun tí òǹkọ̀wé sọ lédè òyìnbó, àá ya onírúurú àwòrán sórí pátákó ìkọ̀wé funfun kan, kó lè rọrùn fún wa láti fara ṣàpèjúwe ohun tí òǹkọ̀wé ń sọ lédè adití.
To ensure the clarity and accuracy of the finished product, an outside panel of deaf Witnesses reviews the translated materials and offers feedback.”	Kó lè dá wa lójú pé ohun tí òǹkọ̀wé ń sọ gan-an la gbé jáde àti pé a ò fi irú pe ìrù, a sábà máa ń pe àwọn ará tó jẹ́ adití láti ṣàyẹ̀wò rẹ̀ kí wọ́n sì sọ èrò wọn nípa ẹ̀.”
Mr. Augustin Munyangeyo, board chairman of the Rwanda National Union of the Deaf.	Ọ̀gbẹ́ni Augustin Munyangeyo tó jẹ́ ọ̀gá àgbà àjọ Rwanda National Union of the Deaf.
Mr. Augustin Munyangeyo, board chairman of the Rwanda National Union of the Deaf, a national nongovernmental organization that advocates for the rights of deaf Rwandans, comments on the Witnesses’ RWS translation work: “We deeply commend Jehovah’s Witnesses for providing religious education using the Bible and videos prepared in Rwandan Sign Language.”	Ọ̀gbẹ́ni Augustin Munyangeyo tó jẹ́ ọ̀gá àgbà àjọ àdáni kan tó ń bójú tó ọ̀rọ̀ àwọn adití lórílẹ̀-èdè Rùwáńdà, ìyẹn Rwanda National Union of the Deaf, sọ bó ṣe mọyì iṣẹ́ táwọn atúmọ̀ èdè yẹn ń ṣe. Ó sọ pé: “A dúpẹ́ lọ́wọ́ ẹ̀yin Ẹlẹ́rìí Jèhófà gidigidi fún iṣẹ́ ribiribi tẹ́ ẹ̀ ń ṣe. Ẹ̀yin lẹ̀ ń jẹ́ káwọn adití mọ Ọlọ́run torí pé ẹ̀ ń ṣe ìwé Bíbélì àti fídíò lédè Adití lọ́nà ti Rùwáńdà.”
To date, Jehovah’s Witnesses translate into over 90 sign languages worldwide, and have produced a free app, JW Library Sign Language®, that also allows users to access Bible-based publications in more than 90 sign languages.	Tá a bá kà á ní ení, èjì, èdè adití táwa Ẹlẹ́rìí Jèhófà ń túmọ̀ ìwé wa sí láwọn ibi ọ̀tọ̀ọ̀tọ̀ láyé ti lé ní àádọ́rùn-ún (90), yàtọ̀ síyẹn, a tún ní ètò ìṣiṣẹ́ kan ta á dìídì ṣe fún àǹfààní gbogbo èèyàn láìbéèrè kọ́bọ̀, ìyẹn JW Library Sign Language®, oríṣiríṣi ìtẹ̀jáde tá a gbé karí Bíbélì ló wà ní àwọn èdè adití tó lé láàádọ́rùn-ún (90) yẹn.
The availability of these many sign-language publications assists our brothers and sisters worldwide to declare the good news “to every nation and tribe and language and people.”—Revelation 14:6, footnote.	Báwọn ìtẹ̀jáde yìí ṣe wà lónírúurú èdè adití mú kó ṣeé ṣe fáwọn ará wa lọ́kùnrin àti lóbìnrin níbi gbogbo láyé láti wàásù ìhìn rere fún “gbogbo orílẹ̀-èdè àti ẹ̀yà àti èdè àti èèyàn.”​—Ìfihàn 14:​6, àlàyé ìsàlẹ̀.
One year before the RWS translation work began, the Rwanda branch held the first Pioneer Service School in RWS from September 4 to 9, 2017.	Lọ́dún tó ṣáájú ọdún tí wọ́n bẹ̀rẹ̀ sí í túmọ̀ àwọn ìtẹ̀jáde wa sí RWS, ẹ̀ka ọ́fíìsì orílẹ̀-èdè Rùwáńdà ṣètò Ilé Ẹ̀kọ́ Àwọn Aṣáájú-Ọ̀nà ní ọ̀sẹ̀ September 4 sí 9, 2017.
The class, which was made up of 23 students, learned how to become more effective when teaching deaf and hard-of-hearing individuals about the Bible.	Èdè Adití Lọ́nà ti Rùwáńdà ni wọ́n fi ṣe ilé ẹ̀kọ́ náà, ìyẹn sì ni àkọ́kọ́ irú ẹ̀. Àwọn mẹ́tàlélógún (23) ló wá sílé ẹ̀kọ́ náà, wọ́n sì kọ́ bí wọ́n ṣe lè túbọ̀ mọ̀ọ̀yàn kọ́, pàápàá bí wọ́n ṣe lè kọ́ àwọn adití lẹ́kọ̀ọ́ Bíbélì, títí kan àwọn tí kò fi bẹ́ẹ̀ gbọ́rọ̀.
The pioneer school instructors for the RWS class followed the curriculum outlined in a sign-language translation of the book “Fully Accomplish Your Ministry.”	Ìlànà ẹ̀kọ́ nípa béèyàn ṣe lè kọ́ àwọn adití lẹ́kọ̀ọ́ làwọn olùkọ́ ilé ẹ̀kọ́ náà tẹ̀ lé. A ti tẹ àwọn ìlànà yìí sínú ìwé kan tá a pè ní “Ṣàṣeparí Iṣẹ́ Òjíṣẹ́ Rẹ ní Kíkún.”
The students used a supplemental workbook developed specifically for teaching the Bible in sign language.	A tún ṣe ìwé ilé ẹ̀kọ́ kan lákànṣe fún àwọn akẹ́kọ̀ọ́, èyí táá jẹ́ kí wọ́n lóye ẹ̀kọ́ Bíbélì, kí wọ́n sì lè fi kọ́ni lédè adití.
For example, it conveys main points through illustrations instead of written text, and is designed to allow students to draw in their own illustrations as memory aids.	Bí àpẹẹrẹ, àwòrán la fi gbé àwọn kókó pàtàkì inú ẹ̀kọ́ Bíbélì jáde dípò ọ̀rọ̀, a sì tún fàyè sílẹ̀ fáwọn akẹ́kọ̀ọ́ láti ya àwòrán tiwọn fúnra wọn, èyí táá mú kí wọ́n lè máa rántí ẹ̀kọ́ tí wọ́n kọ́.
The Pioneer Service School began in the United States in December 1977 and since then has gradually extended worldwide.	Orílẹ̀-èdè Amẹ́ríkà la ti kọ́kọ́ ṣe Ilé Ẹ̀kọ́ Àwọn Aṣáájú-Ọ̀nà ní December 1977, kẹ̀rẹ̀kẹ̀rẹ̀ ó di ohun tá à ń ṣe nígun mẹ́rẹ̀ẹ̀rin ayé.
During the 2018 service year, pioneer schools were conducted in 83 lands.	Lọ́dún iṣẹ́ ìsìn 2018 nìkan, ìyẹn láti September 2017 sí August 2018, ilẹ̀ mẹ́tàlélọ́gọ́rin (83) ọ̀tọ̀ọ̀tọ̀ la ti ṣe ilé ẹ̀kọ́ náà.
Brother Ricardo Braz, one of the instructors, interviews a student, Brother Nyandwi Jean de Dieu, during the Pioneer Service School.	Arákùnrin Ricardo Braz, tó jẹ́ ọ̀kan lára àwọn olùkọ́ Ilé Ẹ̀kọ́ Àwọn Aṣáájú-Ọ̀nà ń fọ̀rọ̀ wá akẹ́kọ̀ọ́ kan lẹ́nu wò, ìyẹn Arákùnrin Nyandwi Jean de Dieu.
The 1994 Genocide against the Tutsi in Rwanda was one of the fastest-moving and most horrific genocides in modern history.	Ìpẹ̀yàrun tó ṣẹlẹ̀ sáwọn ẹ̀yà Tutsi lórílẹ̀-èdè Rùwáńdà jẹ́ ọ̀kan lára èyí tó tíì yára kánkán tó sì tíì bani lẹ́rù jù lọ nínú ìtàn òde òní.
The United Nations estimates that some 800,000 to 1,000,000 were murdered in about 100 days.	Àjọ Ìṣọ̀kan Àgbáyé tiẹ̀ fojú bù ú pé láàárín ọgọ́rùn-ún (100) ọjọ́ péré, ó tó ẹgbẹ̀rún lọ́nà ọgọ́rùn-ún mẹ́jọ (800,000) sí mílíọ̀nù kan (1,000,000) èèyàn tí wọ́n pa.
The majority of victims were Tutsi, but Hutu who refused to support the killings were also marked for slaughter.	Àwọn ẹ̀yà Tutsi gan-an ni wọ́n dájú sọ, àmọ́ wọ́n tún pa àwọn ẹ̀yà Hutu tí kò bá wọn lọ́wọ́ sí ìpẹ̀yàrun náà.
This meant that every one of the 2,500 Jehovah’s Witnesses in Rwanda faced mortal danger.	Ìyẹn túmọ̀ sí pé gbogbo àwọn Ẹlẹ́rìí Jèhófà tí iye wọn jẹ́ ẹgbẹ̀rún méjì àti ẹ̀ẹ́dẹ́gbẹ̀ta (2,500) tó wà ní Rùwáńdà ni ẹ̀mí wọn wà nínú ewu.
About 400 of our Rwandan brothers and sisters perished in the genocide, most of them Tutsi.	Àwọn arákùnrin àtàwọn arábìnrin tó tó nǹkan bí irínwó (400) ní Rùwáńdà ló kú nígbà ìpẹ̀yàrun náà, èyí tó sì pọ̀ jù lọ lára wọn jẹ́ ẹ̀yà Tutsi.
But Hutu Witnesses also died because it was unthinkable for them to harm others or to abandon their Christian brothers and sisters to the killers.	Àmọ́, àwọn Ẹlẹ́rìí míì tó jẹ́ ẹ̀yà Hutu kú torí pé wọ́n kọ̀ láti pa ẹlòmíì lára àti pé wọ́n fẹ́ dá ẹ̀mí arákùnrin tàbí arábìnrin wọn sí.
Brother Charles Rutaganira, a Tutsi who survived the genocide 25 years ago, still vividly recalls that Sunday morning when he was certain that he would be killed—and how self-sacrificing love saved his life.	Arákùnrin Charles Rutaganira tó jẹ́ ara ẹ̀yà Tutsi mórí bọ́ nígbà ìpẹ̀yàrun tó wáyé lọ́dún márùndínlọ́gbọ̀n (25) sẹ́yìn, ó sọ pé òun rántí àárọ̀ ọjọ́ Sunday kan tóun ti gbà pé wọ́n máa pa òun, àmọ́ àwọn arákùnrin rẹ̀ gba ẹ̀mí rẹ̀ là torí pé wọ́n ní ìfẹ́ ìfara-ẹni-rúbọ.
When about 30 attackers swarmed his house, he was in disbelief.	Ẹ̀rù ba arákùnrin Rutaganira gan-an nígbà tí nǹkan bí ọgbọ̀n èèyàn ya bo ilé rẹ̀.
He says: “Most of them were my neighbors. We said hello to each other every day.”	Ó sọ pé: “Aládùúgbò mi ni ọ̀pọ̀ lára wọn. Ojoojúmọ́ la máa ń ríra wa.”
But when the mob came to his house that morning, he saw that they had changed.	Àmọ́ nígbà táwọn jàǹdùkú yìí wá sílé ẹ̀ láàárọ̀ ọjọ́ yẹn, ó rí i pé wọ́n ò rí bóun ṣe mọ̀ wọ́n tẹ́lẹ̀ mọ́.
“Their eyes were red and filled with hate.	Ó sọ pé “Ojú wọn pọ́n, wọ́n sì bẹ̀rẹ̀ sí í wò òun tìkà-tẹ̀gbin.
They looked like animals eager to devour their prey.”	Wọ́n rí bí àwọn ẹranko tó ń wá ẹran tí wọ́n fẹ́ pa jẹ.”
The mob assaulted Brother Rutaganira with machetes, spears, and clubs studded with nails—simply because he was a Tutsi.	Àwọn jàǹdùkú náà fi àdá ṣá Arákùnrin Rutaganira, wọ́n fi ọ̀kọ̀ gún un, wọ́n sì fi ọ̀pá tó ní ìṣó lára gbá a, kò sí ìdí méjì ju pé ó jẹ́ ẹ̀yà Tutsi.
Then, they dragged him out to the street and left him there to die.	Lẹ́yìn náà, wọ́n wọ́ ọ sójú títì, wọ́n sì fi í síbẹ̀ kó lè kú.
As he lay there semiconscious and bleeding, a crew with shovels came by to bury his body.	Ó ti fẹ́ẹ̀ kú tán níbi tí wọ́n wọ́ ọ sí, ẹ̀jẹ̀ sì ń dà lára ẹ̀ gan-an, kò pẹ́ sákòókò yẹn láwọn òṣìṣẹ́ kan kó ṣọ́bìrì wá síbẹ̀ kí wọ́n lè sin òkú ẹ̀.
Apparently, one of them recognized Brother Rutaganira as a peaceful Christian man and asked, “Why did they kill this Jehovah’s Witness?” No one replied.	Ó jọ pé ọ̀kan lára wọn mọ Arákùnrin Rutaganira sí Kristẹni tó jẹ́ èèyàn àlàáfíà, ó wá béèrè pé “Kí nìdí tí wọ́n fi pa Ẹlẹ́rìí Jèhófà yìí?” Kò sẹ́ni tó dá a lóhùn.
Just then, a heavy rain began to fall and they left.	Kò pẹ́ sígbà yẹn ni òjò ńlá kan bẹ̀rẹ̀ sí í rọ̀, bí wọ́n ṣe kúrò níbẹ̀ nìyẹn.
Samuel Rwamakuba, a Hutu brother who lived nearby, heard about Brother Rutaganira and sent his son in the pouring rain to carry him to their home.	Nígbà tí Arákùnrin Samuel Rwamakuba tó jẹ́ ọ̀kan lára ẹ̀yà Hutu tó ń gbé nítòsí gbọ́ ohun tó ṣẹlẹ̀ sí Arákùnrin Rutaganira, ó ní kọ́mọ òun ọkùnrin lọ gbé arákùnrin náà wá sílé òun nínú òjò tó lágbára yẹn.
Two other Hutu brothers braved the dangerous streets to bring medicine and bandages.	Láìka bí ìgboro ṣe léwu lákòókò yẹn sí, àwọn arákùnrin méjì míì tó jẹ́ ẹ̀yà Hutu fìgboyà jáde, wọ́n sì lọ mú oògùn àti aṣọ tí wọ́n fi máa ń di ọgbẹ́ wá.
The killers came looking for Brother Rutaganira.	Àwọn apààyàn yẹn wá bẹ̀rẹ̀ sí í wá Arákùnrin Rutaganira.
On locating him at a Hutu home, the leader threatened: “We will solve this problem tomorrow morning.”	Nígbà tí wọ́n rí i nílé ẹnì kan tó jẹ́ ẹ̀yà Hutu, olórí wọn bá halẹ̀ pé: “Gbogbo yín la máa wá pa láàárọ̀ ọ̀la.”
All the Hutu brothers knew they could die for their acts of kindness toward a Tutsi.	Àwọn Arákùnrin tó jẹ́ ẹ̀yà Hutu yẹn mọ̀ pé wọ́n lè pa àwọn torí ẹ̀yà Tutsi kan tí wọ́n ṣàánú.
According to Brother Rutaganira: “If someone was supposed to be killed and you tried to save his life, they definitely would kill you and kill him at the same time.”	Arákùnrin Rutaganira sọ pé: “Tó o bá lọ dá ẹ̀mí ẹni kan tí wọ́n fẹ́ pa sí, ìwọ àtẹni náà ni wọ́n jọ máa pa.”
As a Hutu, Brother Rwamakuba might have been able to flee and pass the roadblocks, which were manned day and night by armed militias.	Torí pé ẹ̀yà Hutu ni Arákùnrin Rwamakuba, ó ṣeé ṣe kó má ṣòro fún un láti sá lọ kó sì gba ibi táwọn ẹ̀ṣọ́ tó dìhámọ́ra ti gbégi dínà tí wọ́n sì ń ṣọ́ ojú ọ̀nà látàárọ̀ ṣúlẹ̀.
But he refused to abandon his wounded Tutsi brother, telling him: “I will not leave you.	Àmọ́ kò fi arákùnrin ẹ̀ tó jẹ́ ẹ̀yà Tutsi tó ti ṣèṣe yìí sílẹ̀, ó sọ fún un pé: “Mi ò ni fi ẹ́ sílẹ̀.
Where you die, I will die.”	Ibi tó o bá kú sí lèmi náà máa kú sí.”
Early the next day, a battle with opposition soldiers broke out in the streets and the killers fled.	Láàárọ̀ ọjọ́ kejì, àwọn sójà bẹ̀rẹ̀ sí í bá àwọn apààyàn yẹn jà, bí gbogbo wọn ṣe sá lọ nìyẹn.
After Brother Rutaganira recovered from his wounds, he returned to find many in his congregation mourning the senseless murder of loved ones and suffering from emotional and physical trauma, including torture and rape.	Lẹ́yìn tí ọgbẹ́ ara Arákùnrin Rutaganira san, ó pa dà sílé kó lè lọ bá àwọn ará ìjọ rẹ̀ tó ń ṣọ̀fọ̀ àwọn olólùfẹ́ wọn tí wọ́n pa láìnídìí, ọpọ̀ lára wọn ló ní ìdààmú ọkàn àti ìrora tó lágbára torí bí wọ́n ṣe fìyà jẹ wọ́n, tí wọ́n sì fipá bá àwọn míì lò pọ̀.
“The first few months after the genocide were especially difficult,” Brother Rutaganira recalls.	Arákùnrin  Rutaganira sọ pé: “Nǹkan nira gan-an lẹ́yìn oṣù díẹ̀ tí ìpẹ̀yàrun yẹn dáwọ́ dúró.”
But with love and understanding, Hutu and Tutsi brothers and sisters helped one another to heal.	Àmọ́ torí pe àwọn arákùnrin tó jẹ́ ẹ̀yà Hutu àti Tutsi nífẹ̀ẹ́ ara wọn, wọ́n sì fòye bára wọn lò, ó jẹ́ kí wọ́n lè ran ara wọn lọ́wọ́ láti borí ìbànújẹ́ tí wọ́n ní.
“They worked hard not to have any hypocrisy or distinction or division among them,” he says.	Ó sọ pé: “Wọ́n ṣiṣẹ́ kára kó má bàa sí àgàbàgebè tàbí èrò ‘ẹ̀yà tèmi lọ̀gá,’ tàbí ìyapa láàárín wọn.”
In April 2019, an exhibition at the National Center for Civil and Human Rights in Atlanta, Georgia, told the stories of brothers and sisters who survived and those who died during the genocide in Rwanda	Ní April 2019, wọ́n ṣe àfihàn kan ní Ojúkò Tó Wà fún Ẹ̀tọ́ Ọmọnìyàn ní ìlú Atlanta lórílẹ̀-èdè Georgia tó níṣe pẹ̀lú ìtàn àwọn arákùnrin àtàwọn arábìnrin tó la ìpẹ̀yàrun tó wáyé lórílẹ̀-èdè Rùwáńdà já àtàwọn tó kú
Despite their deep distress, Witnesses throughout Rwanda resumed their Christian meetings and preaching work.	Bó tilẹ̀ jẹ́ pé ìdààmú ọkàn bá àwọn Ẹlẹ́rìí Jèhófà káàkiri orílẹ̀-èdè Rùwáńdà, wọ́n bẹ̀rẹ̀ sí í lọ sáwọn ìpàdé Kristẹni, wọ́n sì ń wàásù.
They found many in desperate need of spiritual comfort.	Wọ́n rí ọ̀pọ̀ èèyàn tó nílò ìtùnú àti ìrètí lójú méjèèjì.
Some people were tormented by the horrific losses they suffered.	Ọ̀pọ̀ èèyàn ni wọ́n fìyà jẹ gan an torí bí wọ́n ṣe pa àwọn èèyàn wọn nípa ìkà.
Others were tortured by their own consciences because of the terrible deeds they had committed.	Ṣe ni ẹ̀rí ọkàn àwọn ẹlòmíì ń dá wọn lẹ́bi torí ohun burúkú tí wọ́n ṣe.
Many in Rwanda felt betrayed—by their neighbors, by their leaders, and especially by their churches.	Ó dun ọ̀pọ̀ èèyàn lórílẹ̀-èdè Rùwáńdà gan an torí báwọn aládùúgbò wọn, àwọn olóṣèlú, pàápàá jùlọ báwọn aṣáájú ẹ̀sìn ṣe já wọn kulẹ̀.
(See the box “ The Churches’ Role in the Genocide in Rwanda.”)	(Wo àpótí náà “ Bí Àwọn Oníṣọ́ọ̀ṣì Náà Ṣe Kópa Nínú Ìpẹ̀yàrun Tó Ṣẹlẹ̀ Ní Rùwáńdà.”)
Yet, among Rwandans, the peaceful conduct of Jehovah’s people stood out.	Àmọ́, ọ̀pọ̀ àwọn ará Rùwáńdà kíyè sí i pé àlàáfíà wà láàárín àwọn èèyàn Jèhófà, ohun tó sì mú kí wọ́n ṣàrà ọ̀tọ̀ nìyẹn.
A Catholic Tutsi schoolteacher and her six children were hidden by a Witness family she hardly knew.	Ìdílé Ẹlẹ́rìí Jèhófà kan fi olùkọ́ ilé ìwé Kátólíìkì kan tó jẹ́ ẹ̀yà Tutsi àtàwọn ọmọ rẹ̀ mẹ́fà pamọ́, bó tiẹ̀ jẹ́ pé olùkọ́ náà ò fi bẹ́ẹ̀ mọ ìdílé náà rí.
She says: “I have a grand appreciation for Jehovah’s Witnesses. . . .	Olùkọ́ náà sọ pé: “Mo bọ̀wọ̀ fáwọn Ẹlẹ́rìí Jèhófà gan an. . . .
Most people saw that they did not get involved with the genocide.”	Ọ̀pọ̀ èèyàn ló mọ̀ pé wọn ò lọ́wọ́ sí ìpẹ̀yàrun náà.”
After the horrors of the genocide, Rwandans filled the Kingdom Halls.	Lẹ́yìn tí ìpẹ̀yàrun náà parí, ọ̀pọ̀ àwọn ará Rùwáńdà rọ́ wá sínú Gbọ̀ngàn Ìjọba.
On average, every publisher conducted three Bible studies.	Ní ìpíndọ́gba, akéde kọ̀ọ̀kan darí ìkẹ́kọ̀ọ́ Bíbélì mẹ́ta.
During the 1996 service year, the number of Witnesses in Rwanda increased more than 60 percent, as people yearned for the healing balm of the Kingdom message.	Láàárín ọ́dún iṣẹ́ ìsìn 1996, ìdá ọgọ́ta nínú ọgọ́rùn-ún ni àwọn Ẹlẹ́rìí Jèhófà tó wà ní Rùwáńdà fi pọ̀ sí i, ìdí ni pé ìwàásù táwọn èèyàn gbọ́ ń tù wọ́n nínú, wọ́n sì nífẹ̀ẹ́ sí i.
For many, especially survivors, the 25th anniversary of the genocide is a time of deep reflection.	Ọdún yìí ló pé ọdún márùndínlọ́gbọ̀n (25) tí ìpẹ̀yàrun yẹn wáyé, ọpọ̀ èèyàn ló ń ronú jinlẹ̀ nípa ìpẹ̀yàrun tó ṣẹlẹ̀ náà, pàápàá jùlọ àwọn tó là á já.
Brother Rutaganira and other eyewitnesses remain convinced that Christlike love is far more powerful than racial hatred.	Ó dá Arákùnrin Rutaganira àtàwọn míì tí ìṣẹ̀lẹ̀ yẹn ṣojú wọn lójú pé ojúlówó ìfẹ́ Kristẹni lágbára ju ìkórìíra tó wà láàárín àwọn ẹ̀yà lọ.
“Jesus Christ taught his true followers to love one another more than themselves,” Brother Rutaganira says.	Arákùnrin Rutaganira sọ pé, “Jésù Kristi kọ́ àwọn ọmọ ẹ̀yìn rẹ̀ olóòótọ́ pé kí wọ́n nífẹ̀ẹ́ ọmọnìkejì wọn ju ara wọn lọ.
“I am alive today because this kind of love is a reality among Jehovah’s people.”—John 15:13.	Ìdí tí mo fi wà láàyè lónìí ni pé irú ìfẹ́ yìí wà láàárín àwọn èèyàn Jèhófà lóòótọ́.”​—Jòhánù 15:13.
“Rwanda is an overwhelmingly Christian country,” states the book Christianity and Genocide in Rwanda, with about 90 percent of the population claiming church membership.	Ìwé Christianity and Genocide in Rwanda sọ pé, ìdá àádọ́sàn-án nínú ọgọ́rùn-ún èèyàn tó ń gbé ní Rùwáńdà ló ń lọ sí Ṣọ́ọ̀ṣì, ìyẹn túmọ̀ sí pé ó fẹ́rẹ̀ẹ́ jẹ́ gbogbo èèyàn ló sọ pé Kristẹni làwọn ní Rùwáńdà.
According to author Timothy Longman, during the genocide many Hutu—including priests and pastors—killed Tutsi members of their own churches.	Òǹṣèwé kan tórúkọ rẹ̀ ń jẹ́ Timothy Longman sọ pé, nígbà ìpẹ̀yàrun yẹn, ọ̀pọ̀ àwọn ará ṣọ́ọ̀ṣì, títí kan àwọn aṣáájú ṣọ́ọ̀ṣì tó jẹ́ ẹ̀yà Hutu ló pa àwọn ọmọ ìjọ wọn tó jẹ́ ẹ̀yà Tutsi.
He asked: “Why . . . did loyalty to their church and to their fellow believers not prevent Catholics from killing fellow Catholics and Protestants from killing fellow Protestants?”	Ó béèrè pé: “Tí wọ́n bá jẹ́ olóòótọ́ sí ṣọ́ọ̀ṣì wọn àtàwọn onígbàgbọ́ bíi tiwọn, kí . . . nìdí táwọn Kátólíìkì fi ń pa Kátólíìkì, táwọn Pùròtẹ́sítáǹtì sì fí ń pa Pùròtẹ́sítáǹtì?”
The role of Rwanda’s churches in the ethnic slaughter has deep historical roots.	Ọjọ́ ti pẹ́ táwọn oníṣọ́ọ̀ṣì ti ń kópa nínú ìjà kẹ́lẹ́yàmẹ̀yà.
For decades before, church leaders had collaborated with political authorities to maintain power, in part, by creating and stoking ethnic tensions.	Ní ọ̀pọ̀ ọdún ṣáájú ìpẹ̀yàrun yẹn, àwọn aṣáájú ṣọ́ọ̀ṣì àtàwọn olóṣèlú ní Rùwáńdà gbìmọ̀ pọ̀ kí wọ́n má bà a kúrò nípò àṣẹ.
Hence, Professor Longman wrote: “The Christian message received in Rwanda was not one of ‘love and fellowship.’”	Ọ̀kan lára ọ̀nà tí wọ́n lò ni pé, wọ́n gbin ẹ̀mí ẹ̀tanú àti kẹ́lẹ́yàmẹ̀yà sọ́kàn àwọn èèyàn. Síbẹ̀, Ọ̀jọ̀gbọ́n Longman kọ̀wé pé: “Lórílẹ̀-èdè Rùwáńdà, àwọn aṣáájú ṣọ́ọ̀ṣì ò kọ́ àwọn èèyàn lẹ́kọ̀ọ́ nípa ‘ìfẹ́ àti bí wọ́n ṣe lè fara rora pẹ̀lú àwọn ẹlòmíì.’”
When Hutu extremists took power, clergy support continued.	Nígbà táwọn tó gbin ẹ̀mí ìkórìíra sọ́kàn àwọn ẹ̀yà Hutu lòdì sí ẹ̀yà Tutsi dórí àlééfà, ńṣe làwọn aṣáájú ṣọ́ọ̀ṣì ń tì wọ́n lẹ́yìn.
When the genocide began, religious leaders issued no condemnation but rather urged their members to obey the government.	Nígbà tí ìpẹ̀yàrun náà bẹ̀rẹ̀, dípò káwọn aṣáájú ẹ̀sìn yìí dẹ́bi fún ìwà ipá àti ẹ̀tanú tó gbilẹ̀, ṣe ni wọ́n sọ fáwọn ọmọ ìjọ wọn pé kí wọ́n ṣe ohunkóhun táwọn olóṣèlú bá ní kí wọ́n ṣe.
“Many church members concluded that the church leaders endorsed the killing,” said Professor Longman.	Ọ̀jọ̀gbọ́n Longman sọ pé “Èrò ọ̀pọ̀ àwọn tó ń lọ sí ṣọ́ọ̀ṣì ni pé àwọn aṣáájú ṣọ́ọ̀ṣì ló fọwọ́ sí ìpẹ̀yàrun náà.
He cited examples of killers who even paused to pray at the altar before going out to kill.	Ó tiẹ̀ sọ àpẹẹrẹ àwọn apààyàn kan tí wọ́n máa ń kọ́kọ́ gbàdúrà lórí pẹpẹ ṣọ́ọ̀ṣì kí wọ́n tó jáde lọ pààyàn.
The human rights report Rwanda: Death, Despair, and Defiance concluded: “The genocide in Rwanda has dramatically shown up the moral and spiritual bankruptcy of the hierarchies of all the major churches.”	Ìtẹ̀jáde tó ń jẹ́ Rwanda: Death, Despair, and Defiance sọ nínú ìròyìn tí wọ́n gbé jáde pé “Ìpẹ̀yàrun tó wáyé ní Rùwáńdà fi hàn lọ́nà tó ṣe kedere pé àwọn aṣáájú ìsìn tó wà ní ọ̀pọ̀ ṣọ́ọ̀ṣì kò níwà rere, wọn ò sì mọ Ọlọ́run.”
As Rwandan church leaders went on trial for genocide, one news report observed: “Only Jehovah’s Witnesses are accused of nothing.”	Nígbà tí wọ́n gbé àwọn aṣáájú ṣọ́ọ̀ṣì ní Rùwáńdà lọ sílé ẹjọ́ torí pé wọ́n lọ́wọ́ sí ìpẹ̀yàrun, àwọn oníròyìn kan kíyè sí i pé: “Àwọn Ẹlẹ́rìí Jèhófà nìkan ni wọn ò fi ẹ̀sùn èyíkéyìí kan.”
In explaining the Witnesses’ behavior, professor of theology J. J. Carney notes that “nonviolence is a central tenet of their community.”	Nígbà tí J. J. Carney tó jẹ́ ọ̀jọ̀gbọ́n nínú ẹ̀kọ́ ìsìn ń ṣàlàyé nípa ìwà àwọn Ẹlẹ́rìí Jèhófà, ó sọ pé “ọ̀kan pàtàkì lára ohun táwọn Ẹlẹ́rìí Jèhófà gbà gbọ́ ni pé ìwà ipá kò dára.”
Genocide scholar John Roth points to the Witnesses’ “refusal to put allegiance to a State ahead of allegiance to God.”	John Roth tó jẹ́ ọ̀mọ̀wé nípa ìpẹ̀yàrun sọ pé, àwọn Ẹlẹ́rìí Jèhófà gbà pé ó ṣe pàtàkì kéèyàn ṣègbọràn sí Ọlọ́run ju kéèyàn ṣègbọràn sáwọn olóṣèlú.”
Brother Tharcisse Seminega, whose family survived with the help of Hutu Witnesses, gives yet another reason for the peaceful and life-saving acts of his fellow believers: Christlike love.	Arákùnrin Tharcisse Seminega, táwọn ará tó jẹ́ ẹ̀yà Hutu dáàbò bo ìdílé rẹ̀ sọ ohun míì tó mú káwọn onígbàgbọ́ bíi tiẹ̀ jẹ́ èèyàn àlàáfíà tó sì mú kí wọ́n máa ṣiṣẹ́ ìgbẹ̀mílà: Ojúlówó ìfẹ́ Kristẹni ni.
“It is only this kind of love that has the power to immunize the heart and mind against the toxin of hatred,” he says.	Ó sọ pé “Irú ìfẹ́ yìí nìkan ló lágbára láti dáàbò bo ọkàn àti ìrònú èèyàn lọ́wọ́ oró ẹ̀tanú.”
Widespread heavy rainstorms struck northern Rwanda on October 26 and 29, 2019, affecting several families of Jehovah’s Witnesses.	Ní October 26 àti 29, 2019, òjò oníjì líle ṣọṣẹ́ ní ibi tó pọ̀ ní apá àríwá orílẹ̀-èdè Rùwáńdà, ó sì kan ọ̀pọ̀ àwọn Ẹlẹ́rìí Jèhófà.
Tragically, the 13-year-old daughter of a Witness couple in the Musanze District of the Northern Province was swept away in the floodwaters and died.	Ó dùn wá pé omi gbé ọmọbìnrin kan tó jẹ́ ọmọ ọdún mẹ́tàlá (13) lọ. Ẹlẹ́rìí Jèhófà làwọn òbí ẹ̀, àdúgbò Musanze ní apá Àríwá ni wọ́n sì ń gbé.
