en	lug
Vincent Ssekkono said that Byarugaba beat 32 other candidates to take the National Social Security Fund job.	Vincent Ssekkono yagamba nti Byarugaba ye yalondeddwa mu bantu 32 abaali basembeddwa okutwala ekifo ky'akulira NSSF.
Byarugaba is a fairly educated guy.	Byarugaba musajja muyivu.
Byarugaba is highly educated with a degree in Statistics and Economics from Makerere University, plus experience of holding various high profile positions at Standard Chartered, Nile and Barclays Banks.	Byarugaba musajja muyivu era alina diguli mu kubala ebitabo ne mu by'enfuna ey'e Makerere University, era abaddeko mu bifo eby'amaanyi gamba nga mu bbanka ya Standard Chartered, eya Nile, n'eya Barclays.
What the public now needs is to hear a turnaround of the National Social Security Fund.	Kati abantu kye baagala okuwulira ze nkyukakyuka ez'omu ggundu mu NSSF.
Police stormed Vice President Bukenya’s house.	Poliisi ezingako amaka g'omumyuka wa pulezidenti.
The more interesting news was not the raid on the country’s Vice President by security forces.	Ab'eby'okwerinda okuzingako amaka g'omumyuka wa pulezidenti si ge gaasinga okukwata abantu omubabiro.
Kizza Besigye, Olara Otunnu and Asumani Basalirwa appeal to the visiting African Union leaders to listen to the opposition’s demand for electoral reforms.	Kizza Besigye, Olara Otunnu, ne Asumani Basalirwa basaba abakulembeze mu kibiina ekigatta amawanga ga Afirika okuwuliriza okusaba kwabwe okukola enkyukakyuka mu by'okulonda.
Livingstone Ssewanyana and Justice Nyamihana Mulenga attend a dialogue on making the African Court on Human Rights.	Livingstone Ssewanyana n'omulamuzi Nyamihana Mulenga nga baliwo mu kukubaganya ebirowoozo ku ky'okussaawo Kkooti ya Afirika Erwanirira Eddembe ly'Obuntu.
It is not easy to determine that the Kananuras are related to the Bukenyas although it’s possible.	Sikyangu kumanya obanga Kananura alina oluganda ku Bukenya wadde ng'ekyo kisoboka.
Given Bukenya’s generosity to women, he and Sanyu Kananura could have agreed to keep the car at the Vice President’s home.	Olw'okuba Bukenya afaayo nnyo ku bakazi, ye ne Sanyu Kananura bayinza okuba nga bakkiriziganya akuumire emmotoka eyo mu maka ge.
Kampala City Council now cannot collect billions of shillings in ground rate charges because most of the property has been converted into private Mailo land.	Kati KCC tesobola kukungaanya buwumbi na buwumbi bwa ssente okuva bwe kiri nti ettaka erisinga obungi kati lyafuuka lya mayiro.
The prime commercial plots that were sold cheaply include places along Kampala Road, Industrial Area.	Poloti ez'enkizo mu bizineesi ezaatundibwa ku bbeeyi ey'okudondola mwe muli ezo eziri ku luguudo lwa Kampala ne Industrial Area.
A committee of parliament is scrutinising queries by the Auditor General’s findings in the 2008 report regarding various plots in the prime area in Kampala Central Division.	Akakiiko ka paliyamenti kanoonyereza ku kwemulugunya kwa Auditor General mu lipoota ya 2008 gye yawandiika ku bye yazuula ebikwata ku poloti z'omu massekati ga Kampala ezaatundibwa.
Mussujja also confirmed that 500 properties had already been given away in such a manner.	Mussujja era yakakasa nti poloti 500 zaali zimaze okuweebwayo mu ngeri eyo.
On the list of the 49 properties tabled before the committee include Plot 77A Jinja Road, currently occupied by Ange Noir Discotheque.	Ku lukalala lwa poloti 49 ezaategeezebwa akakiiko mwe muli Plot 77A Jinja Road, omuli Ange Noir Discotheque.
Others are Plots 34 Mackay Road, owned by Karim Hirji, Kampala Club on Plots 2.	Endala mwe muli Plots 34 Mackay Road, eya Karim Hirji, ne Plots 2 omuli Kampala Club.
Thieving African leaders might soon realise the futility of their greed and primitive accumulation of wealth in a hard way.	Abakulembeze ba Afirika ababbi mu kiseera ekitali kya wala bayinza okukiraba nti  tekigasa kwefunira bya bugagga mu makubo makyamu era nti kivaamu ebizibu bingi.
Eric Holder told the 23 African leaders at the African Union summit in Kampala that America is set to seize money stolen by corrupt leaders and hidden in America.	Eric Holder yagamba abakulembeze ba Afirika 23 abaali mu lukungaana lw'ekibiina ekigatta amawanga ga Afirika mu Kampala nti Amerika eteekateeka kuteeka nvumbo ku ssente ezibbibwa abakulembeze abalyi b'enguzi ne bazitereka mu Amerika.
Holder was part of the United States delegation led by  top diplomat on Africa, Johnnie Carson, to the African Union summit.	Holder y'omu ku babaka ba Amerika abajja mu lukungaana lw'ekibiina ekigatta amawanga ga Afirika nga bakulembeddwamu omukungu ow'amaanyi avunaanyizibwa ku nsonga za Afirika, Johnnie Carson.
African leaders who accumulate wealth at the expense of national good.	Abakulembeze ba Afirika abeekungaanyiza eby'obugagga ne baleka ensi zaabwe nga zibonaabona.
Uganda is reported to be losing close to Shs500 billion million to corruption each year.	Kigambibwa nti Uganda efiirwa obukadde obuwumbi 500 buli mwaka olw'abo abalya enguzi.
Holder also promised more support for the African Union force in Somalia.	Holder era yasuubiza nti eggye ly'amawanga ga Afirika eriri mu Somalia lijja kwongera okuteekebwamu ssente.
Nigeria has already benefited from the new international cooperation to recover ill-gotten wealth of poor nations.	Nigeria y'emu ku nsi eziganyuddwa mu kaweefube akolebwa mu nsi yonna okununula ssente z'amawanga amaavu.
By turning Uganda into a tropical garden of Africa, business, investments and tourism will increase in the country.	Uganda bw'etereera, eby'obusuubuzi bijja kweyongera okukula era n'abalambuzi bajja kweyongera obungi mu ggwanga.
Uganda National Chamber of Commerce and Industry has prioritised interventions in its ten year strategic plan that include awareness campaigns on energy efficiency and renewable energy technologies.	Ekitongole kya Uganda eky'eby'obusuubuzi n'amakolero kisazzeewo okusoosoowaza ensonga ezikwata ku kubangula abantu ku nkozesa y'amaanyi ne tekinologiya.
Morrison Rwakakamba is the Secretary General Uganda National Chamber of Commerce and Industry.	Morrison Rwakakamba ye Secretary General wa Uganda National Chamber of Commerce and Industry.
The Independent’s Patrick Kagenda spoke to him.	Patrick Kagenda ow'olupapula lwa Independent yayogerako naye.
What challenges do you face at Private Sector Foundation Uganda?	Kusoomooza ki kw'osanze mu Private Sector Foundation Uganda?
The major challenge today is that of the East African Community economic integration.	Okusoomooza okusinga obunene okuliwo kwe kukwanaganya eby'enfuna mu mukago gw'amawanga agali mu buvanjuba bwa Afirika.
The pace at which it’s unfolding is way beyond the potential and preparedness of Uganda’s private sector to engage the regional markets.	Sipiidi ebintu kwe bitambulira tesobozesa bantu bakola bizineesi za bwannannyini mu Uganda kuvuganya bulungi mu butale.
The roles and tasks to accomplish for the Uganda government and the private sector are quite many compared to our regional trading partners.	Bye twetaaga okukolako nga Uganda n'abantu abalina bizineesi ez'obwannannyini bingi okusinga ku bya bannaffe mu mawanga amalala be tulina okukolagana nabo mu bizineesi.
Uganda forms its non-tariff barriers against itself because all these frustrate its access to regional markets and beyond.	Obukwakulizo Uganda bw'essaawo bunyiga yo yennyini kubanga ekyo kigiremesa okutunda ebintu byayo mu butale mu mawanga agali ku muliraano n'ago agali ewala.
This will help improve Uganda’s positioning in the regional competitiveness ranking.	Kino kijja kuyamba mu kusitula ekifo Uganda ky'erina mu kitundu olw'okuvuganya okunaabaawo.
Private Sector Foundation Uganda is also working with associations and enterprises to build capacities at the enterprise level through the provision of Business Development Services.	Ekitongole kya Private Sector Foundation Uganda era kikolera wamu n'ebibiina ebitali bimu okubisobozesa okuba n'obusobozi bwe byetaaga okuddukanya bizineesi.
What will Private Sector Foundation Uganda's role be in the EAC Common Market?	Ekibiina kya Private Sector Foundation Uganda kinaaba na kifo ki mu katale ak'awamu ak'amawanga agali mu buvanjuba bwa Afirika?
The main role for Private Sector Foundation Uganda is to sensitise the businesses and the civil society and spread information relating to regional integration	Omulimu omukulu ogw'ekitongole kya Private Sector Foundation Uganda kwe kubangula abaddukanya bizineesi n'abantu okutwalira awamu n'okubunyisa obubaka obukwata ku bwegassi.
What do you think will be the impact of the Common Market on Uganda?	Olowooza akatale ak'awamu kanaakwata katya ku Uganda?
The East African Community Common Market is about free movement	Akatale ak'awamu ak'amawanga agali mu buvanjuba bwa Afirika kagendereddwa okuwa abasuubuzi eddembe okwetaaya
For Uganda the level of readiness for the East African Community common market is still bad.	Naye Uganda tenneetegekera bulungi katale ako ak'awamu ak'amawanga agali mu buvanjuba bwa Afirika.
All such obstructions are much likely to take their impact on the competitiveness and profitability of Ugandan companies.	Ekyo kiyinza okulemesa kampuni za Uganda okuvuganya obulungi mu katale ako n'obutakola bulungi magoba.
What is the future of the Private Sector Foundation Uganda in the East African Community Common Market?	Ekitongole ekikwanaganya bizineesi ez'obwannannyini, Private Sector Foundation Uganda, kinaaba na buvunaanyizibwa ki mu katale ak'awamu ak'amawanga agali mu buvanjuba bwa Afirika?
The future of the Private Sector Foundation Uganda and the private sector in Uganda is bright in view of the opportunities under integration	Ebiseera eby'omu maaso eby'ekitongole kya Private Sector Foundation Uganda ne bizineesi ez'obwannannyini eziri mu Uganda bitangaavu nnaddala bw'olowooza ku mikisa egiba gigguddwawo.
What new innovations are coming up at Private Sector Foundation Uganda?	Bipya ki bye muyiiya mu kitongole kya Private Sector Foundation Uganda?
James Mulwana and my predecessor Gabriel Hatega have been inspirational to me during the period I have been with the private sector.	James Mulwana ne Gabriel Hatega gwe nnaddira mu bigere babadde kyakulabirako kya maanyi gye ndi mu bbanga lye mmaze mu bizineesi ez'obwannannyini.
Gideon Badagawa is the Chief Executive at Private Sector Foundation Uganda.	Gideon Badagawa ye Chief Executive wa Private Sector Foundation Uganda.
He spoke to Patrick Kagenda.	Yayogera ne Patrick Kagenda.
Arab Swis Engineering Company Engineering and Management had signed a three year renewable contract to provide technical management services for Alsalam Cement Production Company.	Kampuni ya Arab Swis Engineering Company Engineering and Management yassa omukono ku ndagaano ey'emyaka esatu esobola okuzzibwa obuggya okuwa obuyambi obw'ekikugu kampuni ekola seminti eya Alsalam Cement Production Company.
The cement plant is located near Atbara in Sudan.	Kampuni ya seminti eyo eri kumpi ne Atbara mu Sudan.
Arab Swis Engineering Company Engineering and Management is a wholly owned subsidiary of Arab Swis Engineering Company Holding.	Kampuni ya Arab Swis Engineering Company Holding y'erina obwannannyini ku kampuni ya Arab Swis Engineering Company Engineering and Management.
Citadel Capital focuses on building regional platforms in select industries through acquisitions, turn-arounds among others.	Ekitongole kya Citadel Capital kigenderera okussaawo enkola ezituukana n'ebitundu okuyitira mu kufuna ebintu oba mu kukola enkyukakyuka mu makolero agaba galondeddwa.
Citadel Capital’s 19 Opportunity Specific Funds now control Platform Companies with investments worth more than US$ 8.3 billion in 14 countries.	Ekitongole kya Citadel Capital kati kivunaanyizibwa ku kampuni ezitali zimu ezibalirirwamu obuwumbi bwa ddoola z'Amerika munaana mu obukadde bisatu mu nsi 14.
Equity Bank ‘s half year profits rose to KShs 3.88 billion compared to KSh2.66 billion over a similar period the previous year.	Amagoba bbanka ya Equity ge yakola mu myezi mukaaga gaalinnya okuva ku ssente za Kenya obuwumbi bubiri mu obukadde lukaaga mu nkaaga omwaka oguwedde ne gatuuka ku buwumbi busatu mu obukadde lunaana kinaana omwaka guno.
According to announcement by the bank, it recorded impressive returns from its investments in Southern Sudan.	Okusinziira ku kulangirira kwa bbanka eyo, yakola amagoba mangi mu bukiikaddyo bwa Sudan.
The bank`s loan book expanded by over a quarter during the period.	Abantu abeewola ssente mu bbanka nabo beeyongera ekitundu kimu ku buli bitundu bina.
Chief Executive James Mwangi attributed the increase to improved macro-economic environment, innovations and improved operational eficiency.	James Mwangi, yagamba nti okweyongerayongera okwo kwava ku mbeera y'eby'enfuna mu mawanga okwongera okulongooka, era n'okuba nti obuyiiya n'enzirukanya ya bizineesi nabyo byeyongera okulongooka.
The Bank now plans to enter the Tanzanian market.	Kati bbanka eyo eyagala n'okuyingira akatale k'e Tanzania.
Shoprite Holdings Ltd, the parent company of Shoprite Uganda continues to show its market leadership.	Kampuni ya Shoprite Holdings Ltd, nnannyini Shoprite Uganda, yeeyongedde okulaga amaanyi mu katale k'amawanga.
For the 53-week trading period to end-June 2010, Shoprite said its turnover at R67.4bn.	Mu wiiki 53 ezigenda okugwako mu Jjuuni 2010, Shoprite egamba nti ekozesezza ssente za South Africa obuwumbi nkaaga mu musanvu mu obukadde bina.
During this period, internal food inflation was 2.2%, compared to 15.8 percent in the last corresponding 12 month period.	Mu bbanga eryo, ebbeeyi y'emmere mu ggwanga yalinnya ebitundu 2.2 ku buli kikumi, bw'ogeraageranya n'ebitundu 15.8 ku buli kikumi mu myezi 12 egyayita.
Shoprite said the South African supermarket division grew sales by 14.6 percent or 12 percent on a 52 week comparison.	Aba Shoprite baagamba nti omuwendo gw'ebintu ebitundibwa ssemaduuka zino eza South Africa gweyongera ebitundu 14.6 ku buli kikumi oba ebitundu 12 ku buli kikumi mu wiiki 52.
Sales in the 106 supermarkets outside South Africa declined by 2.1% or 4.3% on a 52-week basis.	Omuwendo gw'ebintu ebitundibwa ssemadduuka zino 106 eziri wabweru wa South Africa gwakka ebitundu 2.1 ku buli kikumi oba 4.3 ku buli kikumi mu wiiki 52.
A group of European oil companies led by Swiss-based Vitol Group and Elios have taken over Royal Dutch Shell’s interests in sub-Saharan Africa, including Uganda.	Kampuni z'amafuta ez'omu Bulaaya nga zikulembeddwamu Vitol Group eya Switzerland ne Elios kati ze ziddukanya Shell mu mawanga agali mu bukiikaddyo bw'eddungu Sahara, omuli ne Uganda.
The new operators will continue using the Shell brand in the 21 country African market.	Abaddukanya kampuni eno abapya bajja kweyongera okukozesa erinnya lya Shell mu mawanga ga Afirika 21 kampuni eno mw'eri.
Shell will remain a minority shareholder.	Shell ejja kusigala nga y'esinga okuba n'emigabo emitono.
Shell put on market part of its Africa operations as part of a wider effort to reduce its global refining.	Shell yasalawo okutunda agamu ku masundiro gaayo mu Afirika mu kaweefube gw'eriko okukendeeza ku mirimu gyayo mu nsi yonna.
The takeover brings to an end a bidding rivalry among oil companies that include Oilibya, Morocco Oils.	Okutwala kampuni eyo kyakomya okuvuganya okwaliwo wakati wa kampuni z'amafuta gamba nga Oilibya ne Morocco Oils.
Shell was a market leader on the Ugandan market after acquiring Agip and BP until growing competition from local and Asian firms changed that.	Shell ye yali ekulembedde mu katale ka Uganda oluvannyuma lw'okugula kampuni z'amafuta eya Agip ne BP okutuusa lwe yafuna okuvuganya okuva mu kampuni z'amafuta mu ggwanga n'ez'a Asiya.
Shell Uganda Managing Director Ivan Kyayonka, confirmed the news but declined to give details pending official communication from Shell Africa headquarters.	Eyali akulira kampuni ya Shell mu Uganda, Ivan Kyayonka, yakakasa amawulire ago naye n'atawa kalonda yenna azingirwamu ng'alinda okulambika okusingawo kuve ku kitebe ekikulu ekya Shell Africa.
The sale comes at a time when court had ordered Shell Uganda Limited to deposit security of not less than Shs 35bn.	Okutunda amasundiro ago kyajjawo oluvannyuma lwa kkooti okulagira kampuni ya Shell mu Uganda okuwaayo omusingo ogutakka wansi w'obuwumbi 35.
The deposit is for due performance of a court order obtained by Mercator Enterprises Limited.	Omusingo ogwo gwali gwa kusobozesa okussa mu nkola ekiragiro kya kkooti ekyafunibwa ekitongole kya Mercator Enterprises Limited.
Former Minister of Finance Gerald Ssendaula has been appointed as the head of the Uganda Revenue Authority Board of Directors for a six year term.	Eyaliko minisita w'eby'ensimbi, Gerald Ssendaula, yalondeddwa okukulira akakiiko akaddukanya ekitongole ky'eby'emisolo mu Uganda okumala emyaka mukaaga.
Ssendaula will serve with five other officials including the Managing Director of the DFCU Bank Juma Kisaame, the Uganda Revenue Authority Commissioner General Allen Kagina among others.	Ssendaula ajja kukolera wamu n'abakungu abalala bataano omuli maneja wa bbanka ya DFCU, Juma Kisaame, ne Commissioner General wa URA, Allen Kagina, awamu n'abalala.
The old board was headed by Ibrahim Kabanda and served from 2004.	Akakiiko akakadde kaali kakulirwa Ibrahim Kabanda era kaaweereza okuva mu 2004.
Minister of Finance, Syda Bbumba, asked the team to make Uganda Revenue Authority more efficient after inaugurating the new board last week.	Oluvannyuma lw'okutongoza akakiiko ako akapya, minisita w'eby'ensimbi, Syda Bbumba, yasaba abali ku kakiiko ako okusitula omutindo gw'empeereza y'ekitongole kya URA.
Acuff gives overviews of the entire negotiating process.	Acuff alambika engeri enteeseganya gye zigenda okutambula.
Armed with this Argentina to Zimbabwe negotiation manual, readers will be ready to do business with anyone, anywhere around the globe.	Okuba n'obulagirizi obulambika enteeseganya okuva mu Argentina okutuuka mu Zimbabwe, kijja kusobozesa ababusoma okuba abeetegefu okukola bizineesi n'omuntu yenna , mu kitundu kyonna eky'ensi.
Bruce Peer, President and Managing Director, Canadian Management Centre, relates: “Frank Acuff provides practical, useful and effective advice on negotiating.	Bruce Peer, pulezidenti era maneja era dayirekita wa Canadian Management Centre, agamba nti: “Frank Acuff awa amagezi agakola era ag'omugaso agakwata ku nzikkirizaganya mu bizineesi.
Acuff ’s knowledge of local business practices worldwide and his familiarity with many different cultures, customs, and national psychologies is impressive.	Okumanya Acuff  kw'alina ku bizineesi z'omu byalo mu nsi yonna n'okwo okukwata ku buwangwa obw'enjawulo, ennono, n'enneeyisa y'abantu kwewuunyisa nnyo.
Acuff is Director of Management Development International, a Chicago area based management consulting firm specializing in employee and management development.	Acuff ye dayirekita w'ekitongole kya Management Development International, ekiri mu Chicago ekikugu mu nsonga z'abakozi ne mu nzirukanya y'ebintu.
He lives in Olympia Fields, Illinois.	Abeera mu Olympia Fields, mu Illinois.
Fortirwari Karamira  was a Tutsi and member of the Republic Democratic Movement party of Faustin Twagiramungu in Rwanda.	Fortirwari Karamira  yali Mutuusi era nga wa kibiina kya Republic Democratic Movement ekya Faustin Twagiramungu mu Rwanda.
In 1992, he renounced his Tutsi identity, declared himself a Hutu and became one of the extremist Hutu supremacists.	Mu 1992, yagamba nti yali takyali Mutuusi, n'agamba nti ye Muhutu, era ne yeegatta ku kibinja ky'Abahutu bannalukalala.
He split from Republic Democratic Movement to lead its extremist wing.	Yeekutula ku kibiina kya Republic Democratic Movement asobole okukulembera ekiwayi kyako ekya bannalukalala.
Karamira then organised the worst massacres of the Tutsi.	Oluvannyuma, Karamira yateekateeka ekittabantu omwafiira omuwendo gw'Abatuusi ogukyasinzeeyo obunene.
The head of the Interahamwe that headed the genocide was Kajuga, a Tutsi who had made himself Hutu.	Kajuga, ye yali omukulembeze w'ekibiina kya Interahamwe ekyawoma omutwe mu kittabantu, era naye yagamba nti takyali Mutuusi nti kati yali Muhutu.
Basic knowledge of Rwanda would show 500 years of intermarriage and other social mechanisms of status change.	Ebyafaayo bya Rwanda biraga nti Abanyarwanda baamala emyaka 500 ng'abantu b'amawanga ag'enjawulo bafumbiriganwa ne kiba nti amawanga ago kumpi gaali gafuuse ggwanga limu.
The Habyarimana government had to rigidly enforce an Identity Card system.	Gavumenti ya Habyarimana yalina okukaka abantu okufuna ndagamuntu.
Many Hutu supremacists have actually been married to Tutsi women.	Ekituufu kiri nti bangi ku bannalukalala Abahutu baali bawasizza abakazi Abatuusi.
Former president Gregory Kayibanda was married to a Tutsi.	Eyaliko Pulezidenti wa Rwanda, Gregory Kayibanda,yali yawasa mukazi Mutuusi.
Karisiti Habimenshi was one of the leaders of the 1959 Hutu revolution.	Karisiti Habimenshi yali omu ku bakulembeze mu nkyukakyuka ezaakolebwa Abahutu mu 1959.
Till his death, Karisiti Habimenshi took pride in having helped defeat Tutsi rebels in the 1960s.	Okutuusa lwe yafa, Karisiti Habimenshi yali yeenyumiriza nnyo mu ky'okuba nti yawangula abayeekera Abatuusi mu myaka gya 1960.
His wife is Tutsi.	Mukyala we Mutuusi.
Kayibanda’s ethnic revolution against the Tutsi could not have been because he hated them but because it was politically move for him.	Mu kulwanyisa Abatuusi abo, Kayibanda teyakikola lwa kuba nti yabalinako obukyayi naye yakikola lwa nsonga za bya bufuzi .
Social relations across the Hutu-Tutsi divide are even more complicated when you dig deep into Rwanda’s social structure.	Enkolagana wakati w'Abahutu n'Abatuusi era yeeyongera okuba enzibu okutegeera bw'olondoola engeri abantu mu Rwanda gye bazze bakolaganamu.
Michel Makuza is father of the current prime minister of Rwanda Bernard Makuza.	Michel Makuza ye taata wa ssaabaminisita wa Rwanda aliko, Bernard Makuza.
He was the intellectual leader of the 1959 “revolution” and a close Kayibanda ally.	Y'omu ku baali abawi b'amagezi mu kulwana okwaliwo mu 1959 era yali nfanfe wa Kayibanda.
He was married to a Tutsi and some people claim that his wife was a distant relative of President Paul Kagame.	Mukazi we yali Mutuusi era abamu bagamba nti mukazi we alina oluganda olwewala ku Pulezidenti Paul Kagame.
The wife of the late Seth Sendashonga is also said to be Tutsi and distantly related to Kagame.	Mukyala w'omugenzi Seth Sendashonga naye kigambibwa nti Mutuusi era nti alina oluganda olwewala ku Kagame.
It is hard to find a “pure” Hutu or Tutsi or one without relatives in the other group.	Kizibu okusanga Omuhutu oba Omutuusi yennyini, atalina banganda mu limu ku mawanga ago.
The story of deep ethnic hatreds between Hutu and Tutsi is a myth.	Ebyo ebigambibwa nti Abahutu n'Abatuusi beerinako obukyayi bungi tebiriiko mutwe na magulu.
Take the example of Rwanda in 1994.	Lowooza ku byaliwo mu Rwanda mu 1994.
The Habyarimana regime had sought to create a mass awareness among the Hutu against Tutsi ever gaining power in that country.	Gavumenti ya Habyarimana yafuba nnyo okukunga Abahutu obutakkirizanga Batuusi kufuga ggwanga.
However, the Hutu were not homogenous themselves.	Naye Abatuusi be yali agamba nabo baali ba musaayi mutabike.
Habyarimana came from the north which under colonial rule had provided soldiers to the army.	Habyarimana yali asibuka mu bitundu by'ebukiikakkono ebyavaamu abasirikale b'eggye ly'eggwanga mu kiseera ky'abafuzi b'amatwale.
He had overthrown Kayibanda from the south which under colonial rule had produced the educated.	Yali yawangula Kayibanda eyasibuka mu bukiikaddyo omwali muva abantu abayivu mu kiseera ky'abafuzi b'amatwale.
Political tribalism in Africa is as modern as the ipad, created and recreated by elites daily.	Eby'obufuzi ebyesigamiziddwa ku mawanga bipya nnyo mu Afirika nga bw'olaba ipad, era bitandikibwawo abantu abeetwala okuba aba waggulu.
Do the Hutu and Tutsi of Rwanda nurse ancient hatred?	Ddala Abahutu n'Abatuusi mu Rwanda balina obukyayi bwonna obuvudde edda?
Habyarimana began his rule by eliminating the southern intellectuals including starving Kayibanda to death.	Habyarimana obufuzi bwe yabutandika na kufuba kusaanyaawo abantu abayivu ab'omu bukiikaddyo, nga muno mwe mwali n'okulumya Kayibanda enjala okutuusa lwe yafa.
This set divisions among Hutu of the north against Hutu from the south.	Ekyo kyaleetawo enjawukana wakati w'Abahutu ab'omu bukiikakkono n'ab'omu bukiikaddyo.
As Habyarimana’s rule consolidated, Hutu were divided further this time along clan.	Obufuzi bwa Habyarimana bwe bweyongera okukakata, enjawukana mu Bahutu zeeyongera ku luno ne zizingiramu n'ebika.
Habyarimana was a Mushiru and his regime was seen in that light.	Habyarimana yali ava mu kika kya Mushiru era ne gavumenti ye bw'etyo bwe yali etunuulirwa.
Power increasingly went into the hands of Habyarimana's village mates and in-laws from Gisenyi in north-western Rwanda.	Abantu b'oku kyalo Habyarimana gy'ava n'ab'okukyalo kya Gisenyi gye yajja omukyala, beeyongera okuweebwa ebifo mu gavumenti.
So the contours of division now went along clan lines and districts of origin.	Ekyo kyaviirako enjawukana okulanda ne zizingiramu ebika ne disitulikiti abantu gye basibuka.
Hutu from other districts began Habyarimana of creating akazu (kitchen cabinet).	Abahutu mu disitulikiti endala baatandika okunenya Habyarimana olw'okusosola mu bantu.
There emerged the MDR which was the old Premahutu party of Kayibanda and led by Faustin Twagiramungu.	Ekibiina kya MDR kyatandikibwawo nga kino emabega kye kyali ekibiina kya Kayibanda ekyali kikulemberwa Faustin Twagiramungu.
In fact Twagiramungu’s wife is a daughter to Kayibanda.	Mu butuufu, mukyala wa Twagiramungu muwala wa Kayibanda.
There came the Social Democatic Party.	Oluvannyuma ekibiina kya Social Democatic Party nakyo kyatandikibwawo.
Then came the Liberal Party led by Lando Ndasingwa, the only Tutsi in Habyarimana’s cabinet.	Oluvannyuma wajjawo ekibiina kya Liberal Party ekikulemberwa Lando Ndasingwa, ng'ono ye Mutuusi yekka eyali mu kabineeti ya Habyarimana.
These political parties became signatories of the Arusha Peace Accords signed in 1993.	Ebibiina by'obufuzi ebyo byassa omukono ku ndagaano y'emirembe ey'e Arusha mu 1993.
The principles to the agreement were Habyarimana’s  Republic Democratic Movement and Rwandan Patriotic Front would take 40 percent of the positions in government .	Ebibiina ebyali bisinga amaanyi mu ebyo ebyassa omukono ku ndagaano eyo, ekya Habyarimana ekiyitibwa Republic Democratic Movement n'ekyo ekiyitibwa Rwandan Patriotic Front byali bya kutwala ebitundu 40 ku buli kikumi eky'ebifo mu gavumenti.
Within the context of Rwandan politics at the time, the main adversary of the opposition parties was Habyarimana.	Okusinziira ku byafaayo by'eby'obufuzi bya Rwanda mu kiseera ekyo, Habyarimana ye yali omulabe omukulu ow'ebibiina by'obufuzi.
Because he controlled the army, the effective way to challenge Habyarimana’s power was to ally with Rwandan Patriotic Front because it had the military capacity to counter him.	Okuva bwe kiri nti Habyarimana yalina obuyinza ku magye, engeri yokka ey'okuvuganya Habyarimana kwali kukola mukago na kibiina kya Rwandan Patriotic Front kubanga nakyo kyalina obuyinza obumala ku ggye nga kisobola okumulwanyisa.
So the Republican Democratic Movement, Social Democratic Party and Liberal Party entered an informal understanding with the Rwandan Patriotic Front for cooperation.	Bwe kityo, ekibiina kya Republican Democratic Movement, ekya Social Democratic Party, n'ekya Liberal Party  byatuuka ku nzikiriziganya n'ekibiina kya Rwandan Patriotic Front okukolera awamu.
This understanding realigned politics in Rwanda.	Omukago ogwo gwakyusa nnyo eby'obufuzi mu Rwanda.
Habyarimana realised that in the ensuing government of national unity, his party would be in a minority.	Habyarimana yakiraba nti omukago gw'ebibiina bino gwali gugenda kuleetera ekibiina kye okuba n'ebifo bitonoko mu gavumenti.
Parties like the Republican Democratic Movement had calculated that given its Tutsi ethnic base, combined with the effectiveness of the ideology of Hutu power, Rwandan Patriotic Front stood no chance of winning the planned election.	Ebibiina gamba ng'ekya Republican Democratic Movement byali biraba nti olw'okuba RPF yalimu ab'eggwanga ly'Abatuusi bangi, ate ng'Abahutu balina obuyinza bungi, RPF yali tesobola kuwangula kulonda okwali kujja.
If they could use Rwandan Patriotic Front's military power and add unto it their electoral strength, they would be able to gain and hold power.	Baakiraba nti singa bakozesa obuyinza RPF bwe yalina ku magye ne babugattako amaanyi amatono ge baalina baali basobola okuwangula.
But Habyarimana and his extremist allies saw it differently.	Naye ye Habyarimana ne banne bannalukalala ebintu baali babiraba bulala.
They realised that Rwandan Patriotic Front was going to capture power by allying with Hutu political parties.	Baakiraba nti RPF yali egenda kuwangula ng'eyitira mu kwekobaana n'ebibiina by'obufuzi eby'Abahutu.
The understanding between Rwandan Patriotic Front and the other political parties had realigned the politics in a way that created a real possibility that Tutsi could actually get into power.	Okukwatagana wakati wa RPF n'ebibiina by'obufuzi ebirala byawa essuubi nti kati Abatuusi baali basobola okutwala obuyinza.
Habyarimana decided on a double pronged strategy.	Habyarimana yasala amagezi amalala.
First, he created Coalition for the Defence of the Republic, a Hutu extremist political party as his fifth column.	Ekisooka, yassaawo ekibiina kya Coalition for the Defence of the Republic, nga kino kyalimu Abatuusi bannalukalala.
Coalition for the Defence of the Republic argued that Rwanda is for the Hutu only.	Ab'ekibiina kya Coalition for the Defence of the Republic baali bagamba nti ensi ya Rwanda ya Bahutu bokka.
Initially, the Coalition for the Defence of the Republic rejected all the Arusha Accords and was actually excluded from the power sharing arrangement.	Mu kusooka, ab'ekibiina kya Coalition for the Defence of the Republic kyagaana endagaano y'e Arusha era tekyarowoozebwako mu ngabana y'obuyinza.
But when this became clearly untenable, Coalition for the Defence of the Republic supported by Habyarimana began demanding inclusion.	Naye bwe baakiraba  nti eyo tewaali lugendo, ab'ekibiina kya Coalition for the Defence of the Republic  ekyali kiwagirwa Habyarimana baatandika okusaba nabo bateekebwe mu ndagaano eyo.
The aim was to dilute the strength of Rwandan Patriotic Front and its allies.	Ekigendererwa kyali kya kunafuya maanyi ga mukago gwa RPF n'ebibiina ebirala.
