eng	luo
Bungei not ready to drop the ball playing for Kenya Morans	Bungei ok oikore bolo opira piny ka otugo ne Kenya Morans
Currently staring for Randers Cimbria in Denmark, Bungei wants to help Kenya qualify for World Cup after the Afrobasket.	Sani ka obedo suluwe ne Randers Cimbira e Denmark, Bungei dwaro ni okony Kenya oyud otiko mar laro okombe mar piny mangima bang' Afrobasket.
There may never be another basketball player as supreme as Michael Jordan.	Samoro ok nochak obedie jatuk opich okapu ma thiringinyi kendo molony ka Jordan
The argument of who truly deserves the title of ‘Greatest Basketball Player’ is a complicated one, not immune from the interesting nuances of subjectivity.	Mino ewach ni to ng'ano ma adieri owinjore gi sidho ogudu mar jatuk opich okapu maduongie moloyo en wach ma iye ogajore, ok opondo ne kuotho moko mamit ma dhiroe ng'ato.
There will always be those who favour the explosive brilliance of Jordan or the electrifying, self-destructive ingenuity of Kobe Bryant; not to mention the more recent claims staked by the entrancing contemporary works of modern great LeBron James.	Biroga bedoe jok ma siro ber mag Jordan mothianyore e lela, kata oyuma moko mager ka sitima mag kethruok kende mag Kobe Bryant; ka on owachi manyocha otimore machiegni ahinya, lieko ma
Preston Kiprop Bungei may not fall amongst the category of the three great basketball players, but he is a rare kind of an athlete.	Preston Kiprono Bungei samoro ok nyal lwar e kind jotugo adek madongo mag opich okapu, to kata kamano en jatugo ma yore.
Few get the chance to reach a continental final stage in their respective sports in a lifetime, let alone do what he has achieved in his six years as college and professional basketball player.	Ji matin ema yudo ga thuolo mar chopo e fainol e tuke gi mopogore opogore engima gi duto we kata mana yudo thuolo mar timo gik ma osebedo koyudo e higni auchiel mag tiegruok mare kaka jalony mar opich okapu.
“I’ve learned so much to do with determination, sacrifice, and battling through adversity,” Bungei told the Standard Sports during an interview from his base in Denmark.	"""Asepuonjora mathoth motudore gi geno, chiwruok gi kedo eyi tembe,"" Bungei nowacho ne Standard Sport e kinde mag penjo kod mabaka e kare Denmark."
“Very few people thought that I was good enough to play in college, and I used that to motivate me to work harder and prove them wrong.”	"""Ji matin ahinya mane paro ni ne aber moromo tugo e mbalariany, to ne atiyo gi mano mondo ojiwa kendo afweny ne gi ni ne ok gingeyo."""
Making his debut this year in the national basketball men’s team, Kenya Morans, Bungei said playing for the national team has been his biggest achievement in basketball.	Ka ne odonjo e tugo mar jo opich okapu ma chuo higani ma Kenya Morans, Bungei nowacho ni tugo ne tim mar pin Kenya osebedo yuto ne maduong moloyo e opich okapu.
“Kenya is a part of my heritage. It’s my father’s country, where he was born and raised. All of my father’s family members still live in Kapsabet.”	""" Kenya en gikeni mara, en piny gi wuonwa, kama nonywwwolee kendo odongoe. Anyuolo gi wuonwa duto pod odak Kapsabet."""
“Kenyans work harder and more determined than any other group of people that I’ve met in basketball especially with the limited facilities. The country is beautiful. Even though I grew up in the US, Kenya feels like my second home,” said Bungei.	"""Jokenya tiyo matek kendo ni gi chuny moloyo jomoko duto ma ase romo go e opich okapu moloyo to gi gige tugo go ma ok oromo. Piny no jaber. Kata obedo ni ne adongo e pinje ma loka, Kenya chalo mana kaka dala wa mar ariyo,"" Bungei nowacho."
Earlier in February, Bungei was among the 12 players who helped Kenya qualify for the 2021 Afrobasket tournament for the first time in 28 years.	Motelo e dwe mar Ariyo, Bungei ne achiel kuom jotugo 12 mane okonyo Kenya ngado otiko mag donjo e piem mar Afrobasket nya di mokuongo e higni 20.
His journey to playing for the national team began on a rather bumpy ride after FIBA prevented him from playing because he did not have a permanent Kenyan passport.	Wuodhe ka odhi e kidieny ma tugo ne pinygi, nochakore e yo ma ochuanyore ochuanyore matin bang ka FIBA otame etugo nikech ne oonge gi otiko mochwere mar bedo e kenya.
Watching the competition from the sidelines, Bungei’s absence from the court was felt as Morans got narrow success in the first round after beating Mozambique 79-62 in their final match after previously losing to Senegal and Angola in Group B.	Ka ni ng'iyo tugo no gi e bath pap, onge mar Bungei ne onenore ayanga ka jo Morans tony gi loch modhero e tielo mokuongo bang' goyo Mozambique 79-62 e tik gi mogik ka ne oselogi gi Senegal kod Angola e Girup B.
“I was disappointed after all the preparations and time and then learning you’re not able to play, it hurt,” said Bungei.	"""Ne ane marach ahinya ka bang' ikruok duto gi seche kae to bange ifwenyo ni ok idhi tugo, olit,"" Bungei nowacho."
But in February, he was handed the opportunity to don the Kenyan colours and despite losing 69-51 to Senegal, Bungei finished the match as Kenya’s best player with 11 points.	To ka ne Ochopo e dwe mar Ariyo ne omiye thuolo mar rwakore gi rangi mag Kenya kata obedo ni ne ologi e tugo no gi Senegal 69-51, Bungei notieko tugo no kaka jatugo maber mogik mar Kenya gi point 11.
He followed his impressive debut performance with another 10 points in Kenya’s historic 74-73 win over Angola, a victory that saw them qualify for the Afrobasket set to be held in Rwanda this year.	Ne oluwo tuke maber no gi tich moro machielo mar point 10 e sigand Kenya ma ne giloyo Angola 74-73, loch mane omiyo goyudo otiko mar donjo e Afrobasket ma onego timre e higa ni.
“I just can’t describe the feeling. Tylor hitting the game winning shot and us qualifying, is a memory that I’ll carry with me forever,” said Bungei.	"""Ok anyal kata nyiso kit mor ma an go. Tylor ka loyo gol ma kelo loch  kod gin ka giyudo otiko, en rapar ma abiro tingo nyaka chieng',"" Bungei nowacho."
“I give credit to this group of players who started this journey to or three years ago, when nobody knew or cared about who the Morans were. And yes, I plan to continue playing for the Morans moving forward for as long as they’ll have me and want me on board.”	""" Achiwo puoch je kidieny mar jotugo ma ne ochako tugo ni higni ariyo kata adek mokalo, e kinde ma ne onge kata ng'ama dewo ni Morans gin ng'ano gini. To ee, achano tugo ne jo Morans ka dhi nyime kuom kinde duto ma gini bed koda kata dwara mondo abed kodgi."""
The forward player, who currently plays for Randers Cimbria in Denmark, dreams of honouring his father who died in 2011 by helping Kenya win a continental championship.	Jatugo ma nyime, ma sani tugo ne Randers Cimbira e Denmark, ni gi lek mar chiwo luor ne wuon mare mane otho e higa mar 2011, kokonyo Kenya loyo piem mag Continental Championship.
Bungei, who carries athletic genes from his late father James Bungei, was born and raised in Albuquerque, New Mexico in 1995.	Bungei, ma otingo nyiriri mag nyodo mar jang'wech kowuok juom wuon mare ma ne osenindo James Bungei, ne onyuol e Albuquerque e New Mexico e higa mar 1995.
Just like his father, Preston grew up running cross country and track and field. However, all that stopped as he chose to focus more on basketball.	Mana kaka wuon mare, Preston ne odongo ka oringo ng'we ng'ado kor gwenge gi mag alap. to kata kamano, mago duto ne ochung ka ne oyiero chiko wange e opich okapu.
“My mother introduced me to basketball when I was five years old because most of my her relatives were basketball players. When I was about three years, she got me a plastic hoop for Christmas and said I would just stand there and shoot on it all day long,” said Bungei.	"""Mama wa norwaka e tuk opich okapu ka a ja higni abich nekech anyuola gi mathoth ne jotugo mag opich okapu. Ka ne a ja higni  adek, ne oyudo na gol mar plastik ka mich mar Krismas kendo owacho ni abiro ga mana chung' e nyim gol no ka a diro saba eiye odieng duto."
Despite falling short of a state championship while he was in high school and college, Bungei started making strides after going professional in 2018.	Kata obedo ni ne orem yudo loch ne piny gi ka ne en e sikund sekondar kata e mbalariany, Bungei ne ochako goyo ondamo ka osebedo jalony e higa mar 2018.
After a successful stint with Trinidad State Junior College and Norfolk State University which featured in the NCAA Division 1, Bungei joined Jazine Arbanasi in Croatian Prva Liga.	Bang' kinde ma ok oromore gi mbalariany mar Trinidad State Junior gi Mbalariany mar Norfolk State mane ochopo e NCAA Division 1, Bungei ne oriwore gi Jazine Arbanasi e Croatian Prva Liga.
In Croatia, Bungei recorded impressive stats as he averaged 17 points per game.	E piny bCroatia, Bungei ne ondiko rekod ma lombo wang' ka ne ondiko point ma dirom 17 e tugo ka tugo.
He was named in the All-Croatian Prva Liga Honorable Mention and won the League Player of the Week four times for the 2018-2019 season.	Ne oluong nyinge e nyadhi mar joma oluor mag Prva Liga kendo noloyo thuolo mar Jatugo ma ber mogik mar juma e lig no nyadingwen e higa 2019-2019.
Why sports ban won’t slow down Kisumu Lakeside’s hunger for success	Gima omiyo chungo tuke ok no dwok chien kech mar jo Kisumu Lakers ma loch.
Kisumu Lakeside Basketball Club is optimistic of performing well in the 2021 Kenya Basketball Federation (KBF) Men’s Premier League despite the ongoing coronavirus pandemic which is continuing to disrupt sporting activities across the country.	Jo opich okapu ma Kisumu Lakeside ni gi chir mar timo maber e higa tuke mag Kenya Basketball Federation ma 2021 (KBF) mar joma chwo kata obedo ni chandruok mag midhusi mar Korona ma pod dhi nyime gi chando tuke e piny.
Last month, the KBF topflight league was suspended temporarily by the Government due to rising cases of COVID-19 in the country, hitting a huge blow to the Kisumu side which had just started building their momentum.	Dwe mokalo chakruok mar tuke mag KBF ne ochungi apoya gi piny owacho ne kech medruok mar Covid 19 e piny Kenya, ka mana nogoyo chuny jo Kisumuma ne osechako iko tegruok gi.
Prior to the halting of the league, Lakeside had played five games losing four against EMYBA, Thunder, Eldonets and KPA.	Motelone  chung' mar lig, jo Lakeside ne osetugo tuke a bich ka giwito loch gi ne EMYBA, Thunder, Eldonets gi KPA.
Their only win came against Ulinzi Warriors, with the Kisumu team shocking the defending champions 61-59, a win Lakeside Secretary General Bria Lusaga believes would have set the momentum heading towards facing other opponents.	Loch gi makende owuon ne en ka gitugo gi Ulinzi Worriors, ka jo kisumu go buogo jo ting' loch mag tugono gi seche go 61-59, loch ma jagoro mongirore mar Lakeside Brian Lusaga ogeno ni dine ochako ayanga tekruok mag rakruok gi gi jo piem ma moko.
Speaking to The Standard Sports, Lusaga, who also doubles as the assistant coach, said they were disappointed by the ‘no sports’ Government order but remain buoyant of achieving success this calendar year.	"Kowuoyo gi The Standard Sports, Lusaga ma bende en konchiel kaka japuonj matin, nowacho ni ok gimor gi lendo mar piny owacho mar ""onge tuke' to omor gi geno ni gibiro yudo loch e higa ni."
“The team had picked momentum and was ready to take on the next opponents. Some players had already made job schedules that would allow them honour matches and with the ban, it means their plans have been interfered with and that may affect us when sports resume.”	"""Tieng mar jotugo no nesemako chir kendo oikore mar rakruok gi jotuge ma moko. Jotugo moko ne ose kwayo thuolo e tije gi mondo giyud kinde ma kende mar miyo luor tuke gi go, to mano nyiso ni chenro gi osekethore kendo mano biro miyo wa chandruok e kinde ma tuke oduogo ayanga."""
“The management had also paid for training facility for the year, that would go to waste too. However, we are choosing to remain positive and hopeful for a better year and not a sports-less season that was 2020,” said Lusaga.	"""Jotelo bende ne osechulo  kuonde tiegruok mar higa, mano bende biro kethore nono. Kata kamano wayiero mar mondo wabed gi geno kendo gi ilo to ok ne higa ma onge tuke ma ne en 2020,"" Lusaga nowacho."
Lakeside head coach Dismas Oketch echoed his assistants’ sentiments by saying other teams are lucky because of the temporary suspension of the league otherwise they would have faced a totally different Lakeside team compared to the side that lost four straight games.	Japuonj maduong mar Lakeside nochoro weche go mag jalupne kowacho ni timbe mamoko ni gi hawi kokalo kuom chungo mar tukego nekech ka ok mano to di ne giromo gi Lakeside moro mopogore gi ma ne owito tuke angwen moriere ka.
“Winning against the defending champs to break our losing streak was big, it's an eye opener that any team is beatable in the league. This would of cause psyched the team heading to our next matches but unfortunately, the league was suspended.”	"""Loyo joting okumba e tukego mondo watiek hawi mar wito tuke no ne en gima duong', en rayaw wang' ni tim moro amora inyalo loo e truke go, mano dine omedo maw kuom jotugo, to kata kamano tuke go ne ongad oko."""
Being at 1-4, we are maintaining our focus by doing what's been working and improving on our weaknesses. We had used the previous four losses in understanding where our systems were faulty, analysing and rectifying on our mistakes during current practice,” said Oketch, commonly referred to as ‘DC’.	"Bedo e kind 1-4, medo chik ma wachiko go wang'wa kuom timo mana gik ma osebedo ka tiyo kod jiwo kuonde nyaw wa.Ne wasetiyo gi loch ma ne olowago ang'wen ka mondo wang'e go kuonde ma gige wa ne nyap go, nono kendo loko kuonde mane ok watimee maber e kinde magwa mag orako ma sani,"" Oketch ma bende ong'ere kaka 'DC' ne owacho kamano."
“For the previous seasons it's been a mental kind of thing that winning on the road is something else, but I believe the current team is set to make that perception a thing of the past.”	"""Kuom kinde tuke mokalo, ose bedo gimoro mar paro ni yudo loch e ndara en gimoro nono, to ageno ni tim ma sani oikore mar nyiso ni paro ma kamano en en mana wach kinde mosekalo."
Lusaga said Oketch, who joined the club during their maiden season win against Ulinzi will be a key figure in turning out Lakeside into a serious basketball force.	Lusaga nowacho ni Oketch, ma ne oriwore gi jotugo go e kinde mane eka giyudo loch ma miaha, e kindgi gi Ulinzi, nobed siro ma ongirore mar loko Lakeside obed gi teko mongi'th.
“Oketch was an instant hit. He is a long-serving lakeside player who understands the structures of the team. After retiring the management helped facilitate for his coaching course. DC is firm and reads the game well.  He is the next big thing in the coaching world,” said Lusaga.	"""Oketch ne en koch mowinjore. En jatugo ma ndalo malach mar Lakeside, ma winjo fuonde tim kaka tiyo. Bang dhi e rutaya, jotelo ne okonye yudo tiegruok mag puonjo. DC ogurore kende osomo ga tugo maber.En e gimoro macielo maduongie ei alap mar jopuonj tugo,"" Lusaga nowacho."
Lakeside signed Ocholla Bryan from KPA, Marko Odhiambo from KU Pirates, Joshua Carter from Barcelona, George Collins, Jayden Simiyu and Allan Kibira seeking to better their last season’s quarterfinals playoffs achievements.	Lakeside ne ondiko Ocholla Bryan kowuok KPA, Marko Odhiambo mar KU Pirates, Joshua Carter mawuok Barcelona, George Collince, Jayden Simiyu gi Allan Kibira ka gidwaro bero tukegi mokalo fainol mag kwota.
“Joshua Carter is a talented guard standing at 6.2', he is still adjusting to the physicality of the league, he is picking up well and his commitment to training is impressive. He will surely bring us the wins we want,” said Lusaga on their international player who used to play in Spain.	"""Joshua Carter en ja rito man gi were ka borne ochung e 6.2', pod ojiwore e tekruok ma lig, okwanyo maber kendo kindane e tiegruok kelo mor. Adiera obiro kelonwa loch duto mawadwaro,"" lusaga ne owacho mago e wi jatuk gi mar pinje ma ne tugo ga e piny Spain."
Lusaga added that they have come up with a training program, where the team does morning run to keep fit, individual workouts and online discussions during this temporary suspension of sports.	Lusaga ne omedo ni gise tuch gi chenro mar tiegruok, kama jotugo ringoe ng'wech gokinyi mondo dendgi ojiwre, orako mar ji giwegi kod mbaka mag mbuyi e kinde mag kum ma awiye mag tuke gi.
Kenya Morans star Ongwae voted Danish Cup Defensive Player of the Year	Suluwe ma ja Kenya Morans, Ongwae ne ogone ombulu kaka jatugo ma jarit chien maberie moloyo mar higa e piem mag okombe Danish Cup.
Kenya Morans star Taylor Ongwae is the Danish Defensive Player of the Year.	Suluwe mar Kenya Morans Tylor Ongwae  e jatugugo mar geng'o maberie mar piem mag Danish Cup mar higa.
Ongwae was awarded after an impressive show where he helped his club Bakken Bears win the Danish Cup.	Ongwae ne osidh lojno bang ka ne osetimo nyisruok makare kama ne okonyoe jokorgi Bakken Bears loyo okommbe mar Danish.
Ongwae scored seven points and had 10 rebounds with an assist to inspire Bakken Bears to the Danish Men’s Cup by beating Horsens 80-82 in the final.	Ongwae ne oloyo point abiriyo kendo ne nigi opiche ma duogo 10 kod kony mar jiwo jotukgi Bakken Bears loyo okombe mar Danish e kidieny mar joma chuo ka gigoyo Horsens 80-82 e fainol.
In his third season with the Danish giants, Ongwae has been instrumental for the champions on the defensive end.	E kinde ne mar adek gi Robede ma Danish, Ongwae osebedo mober ne joloch go e kare mar rito chien.
Cameroon has made its debut on the global streaming platform Netflix. 	Piny Cameroon ne odonjo mokuongo tik e kar neno tipo mag filim mar piny ngima mar Netflix.
The debut saw two movies filmed and produced in the central African country. 	Donjo mokuongo tik ne omiyo onyisi filim ariyo go kendo ogol e seteshen mar piny onogo mar afrika madiere.
The two Cameroonian movies, Therapy and Fisherman's Diary, are now streaming on the American over-the-top content platform and production company headquartered in Los Gatos, California.	Tipo mag filim ariyo mag piny Cameroon, ma Therapy kod Fisherman's Diary, gisani nenore e kambi maduong' kendo magolo kido mag sinema e piny amerika ma apise maduong' yudore Los Gatos, California.
According to local reports, Ermelinde Simo Sakah Jing produced the movie Therapy, going down in history books as the first Cameroonian film to be aired on Netflix.	Kaluore kod lupode mek gwenge, Ermelinde Simo Sakah Jing ne ogolo tipo mar filim mar Therapy, mane ondiki e buge sigana kaka ranyisi mar ja Cameroon mokuongo tang' e  Netflix.
The film stars Nigeria's Richard Mofe-Damijo, Ireti Doyle alongside Jing, Alenne Menget, Lucie Memba, Neba Godwill, child actor Kayla Merits.	Sulwe mag filim mar piny Nigeria Richard Mofe-Damijo, Ireti Doyle komakore gi Jing, Alenne Menget, Lucie Memba, Neba Godwill, Kayla Merits, ma en jatugo kaka nyathi.
The Forkwa Babila scripted film follows the story of a dysfunctional couple who enlists an unconventional therapist's services in a bid to resolve their marital woes.	Filimb tugo mar Forkwa Babila luwo sigand keny manitiere gi ywaruok, kendo gimanyo luwo puonj koa kuom jolony eweche mag dak milieko mondo okonygi e keto winjruok e podgruok gi mag keny.
The Cameroonian debut is co-directed by Anurin Nwunembom and Musing Derick, while Anthill studio's Victoria Akujobi is credited as the film's editor.	Donjo mokuongo mar filim mar Cameroon ne otaa e buo Anurin Nwunembom gi Musing Derick, e kinde ma steshen mar Anthill ,Victoria Akujobi imiyo pak kaka jandiko filim.
The Fisherman's Diary by Kang Quintus and Enah Johnscott, which has been one of Cameroon's best movies of 2020, was early this year pre-selected for the 93rd Oscars.  	Filim mar 'The Fisherman's Diary' ma ogol gi Kang Quintus kod Enah Johnscott, ma osebedo achiel kuom filimbe mabeyo e piny mar Cameroon e higa mar  2020, e kinde chakruok higani ne oyier e piem mar 93 mar Oscars.
Unfortunately, the film did not make the final cut.	Kuom hawi marach filimno ok ne ochopo e okang' mogik.
Speaking about the Oscars pre-selection, the Executive Producer of the Film, Kang Quintus, excitedly explained that the opportunity to make it to the Oscars was enough recognition to put the Cameroonian film industry on the global map.  	Ka owuoyo e wi chak-yiero mar Oscars, jagol film maduong', Kang Quintus, ne olero gi mor ni thuolo mane Cameroon oyudo mar donjo e piem mar Oscars oromo keto kambi filim mar Cameroon kama maber e piny mangima.
"""We are happy to have made history with this film. For us, aside from being a good reward for hard work, this deal grants the opportunity for our content to reach a global audience. Hopefully, this would be the first amongst many, not just for me and the team, but for other Cameroonian filmmakers,"" Kang Quintus said in a press release."	"""Wamor ni waloso sigana kod filim. Kor kakorwa, ka opogore kod mich mar tich matek, winjruogni chiwo thuolo mar chopo tugowa ne joneno mag piny mangima. Wageno ni mae biro bedo mokuongo e wi mang'eny ma osebetie ok ne an awuon kata riuruok to kendo kata ne kembe mag filim mar piny Cameroon,"" Kang Quintus nowacho e duoko penjo mar jolendo."
The movie, The Fisherman's Diary, follows the story of a 12-year-old Ekah (Faith Fidel) who got inspired by Malala Yousalzai, the youngest noble prize winner. 	Filim mar The Fisherman's Diary, luwo sigand Ekah (Faith Fidel) ja higa 12 mane oyudo jip koya kuom Malala Yousalzai, jaloch matin mogik mar mich.
In the film, Ekah is determined to go to school in a fishermen's village where it is considered taboo. 	Eyi filim, Ekah neni gi geno mar dhi sikul e gwenge mag jolupo mane nenore kaka chira.
The film features other actors such as Ramsey Nouah, Onyama Laura.	Filim nyiso jotugo moko kaka Ramsey Nouah, Onyama Laura.
Commenting about this latest achievement for the Cameroonian movie, the film's Executive Producer, Kang Quintus, could not hold back the excitement.	Kane owuoyo e wi yuto masani mar tipo mar bidio mag  Cameroon, jagol filim maduong', Kang Quintus, ok ne nyal pando mor mare.
"""After making it to the Oscars list, The Fisherman's Diary has now become the 1st Cameroonian Film to be acquired by Netflix. This is big news for the Cameroon Film Industry and a proud moment for all Cameroonians… Many more Cameroon Films to follow,"" Kang Quintus wrote."	"""Bang' yiero mar Oscars, Fisherman's Diary gisani osebedo filim mokuongo mar Cameroon ma osekau kod  Netflix. Ma en wach maduong' ne kembe mag filim e piny Cameroon kendo kinde mor ne jo Cameroon duto… Filimbe mang'eny mag Cameroon biro luwe,"" Kang Quintus ne ondiko."
Cameroonians have taken to social media platforms to congratulate the movie producers and for the outstanding achievement.	Jo Cameroon osetero puoch kod pak e kor lwasi/mbui ne weg filim ne ondamogi maduong' miwuoro.
How the wine tasting event went down at The Local Grill	Kaka nyasi mar bilo kong'o ne obedo e kar math mar Local Grill.
Africa head of Astrazeneca Dr.Sylvia Vito(Left) and Carole Kinoti (Right) during Durbaville hill collector reservoir wine from Cape town during Wine tasting at Village market in Nairobi.	Jatelo mar Astrazeneca afrika, Dr.Sylvia Vito(kor acham) kod Carole Kinoti (kor achwich) ekinde bilo kuong' mar  Durbaville hill collector reservoir ma owuok  Cape town mane timore Village market mayudore  Nairobi.
Did you ever imagine that the world’s most expensive beef, Wagyu, is available locally?	Bende isegaparo ni ringo ma nengo ne ni malo mogik, Wagyu, yudore machieg'ni kodwa?
Well, The Local Grill in Village Market and KWAL and Durbanville Hill Collectors Reserves recently treated wine enthusiasts to an evening filled with food and wine, introducing us to some of the most premium wines and of course, good food.	Kamano, ndalo matin ma osekalo,  Local Grill mayudore Village Market kod KWAL gi Durbanville Hill Collectors Reserves ne omiyo johera mag kong'o chiemo mar odhiambo kod kuong', mane oketowa e ng'eyo moko kuom mich mag kuong' kod chiemo.
For only Sh6,000 per person, one had the rare chance of enjoying a variety of wines from the South African wine company that crafts wine using the best grapes from Cape Town’s best vineyards, with the evening’s host being wine expert and sommelier Victoria-Mulu Munyoki.	Kuom Sh6,000 kende e wi ng'ato ka ng'ato, ng'ato ne nitiere kod thuolo mar mong'o kido mopogore opogore mar kong'o ma owuok e kambi mayudore e piny afrika mamilambo, ma loso kuong' katiyo kod olembe mabeyo mowuok e puothe olembe mabeyo e boma mar  Cape Town, kaa jataa chenro ne en jalony kendo jaus kong'o  Victoria-Mulu Munyoki.
In an evening filled with laughter, we got to talk about life, love and eat the best food available, including chicken mshikaki.	E midhiambo mopong' kod mor, newatwak e yore ng'ima, hera kendo newachamo chiemo mabeyo mane yudore kanyakla kod gwend mshikaki.
Learning how to tell the flavours of wine just from tasting it and being able to tell which grape was used in making the wine is also key.	Ng'eyo mit mopogore mag kuong' e yor bilo, kendo fwenyo olemo mane otigo e loso kuong'no en gima duong'.
Identifying how sweet, dry or acidic wine is also helps in choosing the best bottle of wine.	Fwenyo mit, kech kata wach mar kuong' bende konyo e yiero chupa maber mar kuong'.
For the starter, we had grilled Octopus in tropical slaw and Mediterranean relish with a Durbanville Hill Collectors Reserve – ‘The Cableway’ chardonnay 2018, and chicken mishkaki in sugarcane speared chicken thighs with spicy peanut sauce with a glass of Durbanville Hill Collectors Reserve.	E chakruok ne wan gi okela mowang' eyor tropical slaw gi Mediterranean relish gi kuong Durbanville Hill Collectors Reserve – ‘The Cableway’ chardonnay 2018, gi gwend mishkaki, eyi bam gweno motuch gi niang' mokete njugu moregi gi  glass mar kuong Durbanville Hill Collectors Reserve.
For the main course we had Wagyu x Boran short ribs that was slow braised with a red wine infused with a glass of Nederburg ‘The Manor House’ Shiraz 2017.	Ne chiemo e wang'e Wagyu x ng'et machieko mag Boran mane olosgi kuong' (red wine) ka ikowegi glas mar Nederburg ‘The Manor House’ Shiraz 2017.
And I have to say my highlight for the night was a passion and lime sorbet, which was a palate cleanser as we geared up for the second course.	Kendo nyaka awach ni gi parona motieno no en kuong' mar passion gi lime sorbet, en kaka gir luoko ekinde mane warito chiemo mar ariyo.
The second main course meal was grass fed fillet 200 grammes with local salad and mixed salts, accompanied with a glass of Durbanville Hills Collectors Reserve ‘The Promade Pinotage’ 2017.	Chiemo mar ariyo ne en grass fed fillet grams 200 gi local salad kendo moriwie chumbe, kiwowo gi glas mar Durbanville Hills Collectors Reserve ‘The Promade Pinotage’ 2017.
To close the pairing, we dug into a raspberry panna cotta dessert with a glass of Durbanville Hills Collectors Reserve ‘The Lighthouse’ Merlot 2017.	Mondo walore, ne watieko gi desert mar raspberry panna cotta gi glas mar  Durbanville Hills Collectors Reserve ‘The Lighthouse’ Merlot 2017.
Kisumu's 63-year-old Ofafa estate set for Sh3 billion facelift	Ofafa estate mosekao higni 63 kendo yudore Kisumu onego time lokruok maromo omenda Sh3 billion.
The 63-year-old Anderson Ofafa Estate in Kisumu will undergo a Sh3 billion facelift thanks to the County Pension Fund and Laptrust Fund.	Ofafa estate mosekao higni 63 biro yudo lokruok/neno manyien mar omenda maromo Sh3 billion erokamano ne County Pension Fund gi Laptrust Fund.
The county authorities have embarked on a two-year low-cost housing project to give the estate a new look befitting Kisumu city status.	Tend kanti osechako chenro mar higni ariyo mag udi ma nengogi ni piny mondo gi mii estetno neno manyien moromo kod nyadhi mar Kisumu city.
On Wednesday, Governor Anyang' Nyong'o laid the foundation stone for the houses of retirees from the defunct Kisumu Municipality.	Chieng' tich adek, Gavana Anyang' Nyong'o ne oketo ohinga mar udi mag joma oritaya e Munispal ma Kisumu.
Some tenants have lived in the houses for more than 20 years and were paying as low as Sh4,000 for a one-bedroom or two-bedroom house.	Jopango osebedo kodak e udi gi higni mokalo 20 kendo negichulo minyonge mok tinne Sh4,000 ne ot mar bedroom achiel kata two-bedroom.
But now, the houses, which they have lived in for years, are set for an upgrade with a vision to make them homeowners in the noble low-cost affordable housing project mooted by President Uhuru Kenyatta.	 Koro sana, udi, ma gisedake kuom higni, owinjore loki kendo paro nitiere mar ketogi weg udigo e chenro mag udi ma nengogi oyweyo mane ochak gi Ker Uhuru Kenyatta.
Kenya’s Affordable Housing Programme (AHP) was launched in December 2017 by President Kenyatta as one of the national government’s four pillars of growth.	Kenya’s Affordable Housing Programme (AHP) ne oyangi Desemba higa mar 2017 gi Ker Kenyatta kaka achiel kuom dongruoge ang'wen mag sirkal mamalo.
The Kisumu Housing Project comes at a time when the city's bulging population is continuing to pile pressure on housing demand amid an acute shortage of low-cost houses.	Chenro mar gero udi Kisumu, biro eseche ma kwan mar jii medore e bomano kendo medo tielo presa, dwaro mag udi kaluwore gi tin mar ute ma nengogi oyweyo.
Currently, demand for housing, according to the County Lands and Housing Executive Dickson Obungu is 250,000 annually against a supply of 50,000 as the city grows.	Gi esani, dwaro mag udi, kaluwore gi jatend County Lands and Housing Dickson Obungu, en 250,000 e higa kopim gi yudruok mar 50,000 kaka bomano medo dongo.
Currently, the proportion of the urban population in Kisumu has risen from 482,327 in 1979 to 664,086 in 1989 to 804,289 in 2009 968,909 persons with 474,687 males and 494,222 females.	Gi esani, kwan mar jii e boma mar Kisumu osemedore koa 482,327 e higa mar 1979 nyaka 664,086 e higa mar 1989 kendo nyaka 804,289 e higa mar 2009 968,909 ka kwan mag jomachuwo en 474,687 gi  494,222 mar mine.
The county's population stands at 1,155,574 as per last year's census.	Kwan mar jii e kantino en  1,155,574 kaluwore gi census ma higa mokalo.
Acting city manager Abala Wanga envisages Kisumu population will double in next 20 years.	Jachung' ne weche boma Abala Wanga wachoni kwan mar oganda biro medore nyadiriyo Kisumu eyi higni 20 mabiro.
"Nyong'o said the growing population has necessitated fresh spatial planning. ""So we have to look at the distribution of people and activities in urban areas and towns to improve their housing, economic and social environments,"" Prof Nyong'o said."	"Nyong'o ne owacho ni medruok mar oganda osemiyogi paro chenro mayien mar ngelo gedo. ""Koro chuno ni nyaka wang'i ngelruok mag jii gi gik madhi nyime e bombe mondo gi med loso utegi, yuto gi chal mar dak e aluora,"" Prof Nyong'o ne owacho."
Laptrust CEO Hosea Kili released a cheque of Sh76,000 each and an additional Sh100,000 to facilitate the relocation of the affected 1,200 families.	Jatend Laptrust Hosea Kili ne ogolo cheque mar omenda maromo Sh76,000 moro ka moro kendo omedo omenda maromo Sh100,000 mondo otaa dar mar anyuola mag jii 1,200 ma wachni ne omako.
The Andersen Ofafa Estate was home to 246 families staying in 39 blocks.	Estate mar Andersen Ofafa ne en mier mag anyuola 246  mane odak e bloge 39.
Each family was paid a year's rent based on a mutual agreement with CPF and LapTrust. 	Anyuol moro ka moro ne ochul pes ot mar higa achiel kaluwore gi winjruok gi gi CPF gi LapTrust.
