eng	nya
Kabendera remains behind bars. On Monday, Eden, his lawyer, said the court decided to adjourn to give prosecutors more time to investigate. That will keep him in jail for more than a week longer, until Aug. 30. 	A Kambendera adakali kundende. Lolemba, a Eden woimila milandu wawo, anati a khoti apanga chiganizo chosuntha tsiku lawo lokaonekera ku khoti kuti awapatse ozenga mlanduwo nthawi yofufuza. Izi ziwasungabe mu ndende kupitilira sabata imodzi mpaka pa 30 Ogasiti. 
'Worrying trend' 	"Kuda nkhawa kosefukila".
Anna Henga, director of the Legal and Human Rights Center, said police actions only further a worrying trend in Tanzania under President John Magafuli, whom critics say is becoming increasingly authoritarian. 	A Anna Henga mkulu wa  bungwe la malamulo ndi ufulu wa anthu lotchedwa Legal and Human Rights Center, anati zomwe apolisi akuchita zikubweretsabe kudandaula ku Tanzania pansi pa mtsogoleri wawo a John Magufuli, pamene kutsutsana kukuchulukira.
"This means the continuation of a limited civic space. Because this has happened since 2016. There are a lot of issues, there is a negative development toward limited civic space. And it is targeted to people like civil society organizations, the media, hindering the freedom of speech, the freedom of association." 	Izi zikutanthauza kuti zipitiliza kuchepetsa malo oti anthu angamasukilepo. Chifukwa izi zinachitika mu chaka cha 2016. Pali nkhani zambiri, pali chitukuko chosakhala bwino ku malo a anthu osagwira ntchito m'boma. Ndipo ndi cholunjika kwa anthu ngati mabungwe oti siaboma, ofalitsa nkhani, kupondeleza ufulu wa kayankhulidwe komanso ufulu wa mgwirizano.
	
	
Few Demonstrators Turn Up for Zimbabwe Protest in Bulawayo 	Ochita zionetsero ochepa anaonekera ku Bulawayo mu dziko la Zimbabwe
Few people have turned up for an opposition protest in Bulawayo, Zimbabwe's second city, on Monday as armed police maintained heavy presence on the streets and at a courthouse where the opposition is pressing to be allowed to hold the demonstration. 	Anthu ochepa anaonekera ku zionetsero zotsutsa boma ku Bulawayo mzinda wachiwiri waukulu ku Zimbabwe pamene apolisi ndi zida zawo anazungulira mmisewu ndi kukhoti komwe otsutsa boma makakamila kuti aloledwe kuchita zionetsero. 
Business in Bulawayo's usually bustling downtown was subdued with the most traffic from police trucks, water cannons and dozens of police officers patrolling on foot. 	Malonda omwe amakhala pikiripikiri ku tawuni ya Bulawayo analephereka chifukwa cha kuchuluka kwa magalimoto a a polisi, mizinga ya madzi ndi apolisi ochuluka amene amayenda pansi.
The opposition party, the Movement for Democratic Change, had called the protest as part of a planned series of demonstrations to push President Emmerson Mnangagwa to agree to a transitional government amid a rapidly deteriorating economy and rising political tensions. 	A chipani chotsutsa a Movement for Democratic Change anaitanitsa zionetserozo ngati njira yowakakamiza a Emmerson Mnangagwa, mtsogoleri wa dzikolo kuti avomere  kusintha  boma pakati pa mavuto a zachuma ndi kusagwilizana mu ndale.
But the police banned the protest in the southern city, citing security concerns. A Bulawayo magistrate is hearing the opposition party's challenge to the ban. 	Koma apolisiwo analetsa zionetserozo kummwera kwa mzindawo kamba ka nkhani ya chitetezo. Oweruza milandu ku Bulawayo akumvetsera kutsutsa kwaa mbali yotsutsa boma pa zionetserozi.
The protest was planned as a follow up to demonstrations held in the capital, Harare, on Friday when several hundred demonstrators marched in defiance of a police ban that was upheld by the High Court. Police used tear gas and beatings with batons to quell the Harare protest. 	Zionetserozi zinakonzedwa potsatira zionetsero zomwe zinachitika mu mzinda wa Harare lachisanu pamene anthu 700  anaguba ngakhale sanamvere kuletsedwa ndi apolisi komwe kunalengezedwa ku khoti lalikulu. Apolisi anagwiritsa ntchito utsi wotulutsa misozi, kumenya ndi ndodo kuti athetse zionetserozo.
	
	
Zimbabweans Claim Police Brutality During Economic Protests 	Anthu a ku Zimbabwe akamba za nkhanza za apolisi mu nthawi ya zionetsero zokhudza chuma.
Zimbabweans defied a police ban Friday and held demonstrations to protest the country's deteriorating economy. 	Anthu a ku Zimbabwe sanagwirizane ndi kuletsedwa kuchita zionetsero ndi apolisi Lachisanu, ndipo iwo anakachita zionetserozi zokhudza  kuwonongeka kwa chuma cha mu dzikolo.
Despite the High Court ban on planned protests, members of the Movement for Democratic Change took to the streets and clashed with police. Some of the injured accused police of derailing protests, which they said were meant to persuade President Emmerson Mnangagwa's government to breathe life into Zimbabwe's moribund economy. 	Ngakhale a khoti lalikulu analetsa zionetsero zomwe anakonzazo, otsatira chipani cha Movement for Democratic Change analowa mmisewu ndikukalimbana ndi apolisi, Ena mwa amene anavulala  anaimba mlandu apolisiwo posokoneza zionetserozo, zomwe anati zinali zokakamizira boma la  mtsogoleri wa dzikolo a Emmerson Mnangagwa kuti lidzetse moyo mu chuma chakufa cha dziko la Zimbabwe.
With tears on her cheeks, 32-year-old Tafadzwa Bvuta said her degree had not helped her get anything for her three children. 	Ndi misonzi mmaso mwawo, mzimayi wa zaka 32 a Tafadzwa Bvuta anati pepala lawo la digiri silinawathandize kuwapezera chithandizo chilichonse ana awo atatu.
"They beat us up," she said of the police. "What have we done? All these security forces are supposed to protect us all — not just one person. Where will we go and survive? Shall we kill our kids since we are struggling to take care of them?" 	"amatimenya," ananena apolisiwo. "Tachita chiyani? Gulu la chitetezoli limayenera kutetenza tonse osati munthu mmodzi. Tipita kuti kokapulumukira? Tiphe ana athu chifukwa tikuvutika kuwasamalira?"
Make Nyashanu, 27, said he would continue protesting because he is miserable about being unemployed. 	A make Nyashanu a zaka 27 anati apitiliza kuchita zionetsero chifukwa iwowo ndiwokwiya ndi kusalembedwa ntchito.
He said police were indiscriminately beating demonstrators — even elderly ones and people not protesting. "Is this democracy?" he asked, adding that it was a peaceful demonstration but police were causing chaos. 	Iwo anati apolisi amamenya mosasankha anthu opanga zionetserowo, ngakhale anthu achikulire ndi ena oti samachita nawo zionetsero. "Kodi umenewu ndi ufulu wa demokalase?" iye anafunsa, kuphatikizapo kuti zinali zionetsero za mtendere koma apolisi anachititsa chisokonezo.
The opposition said it will hold another protest Monday in Zimbabwe's second largest city, Bulawayo, and will go to other cities and places until the government addresses the economy. 	Otsutsa boma anati achitanso zionetsero Lolemba ku mzinda waukulu wachiwiri ku Zimbabwe wa Bulawayo, ndipo adzapitanso ku mizinda ina pokhapokha boma litayankhulapo ndi kuchita kanthu pa nkhani ya chuma chadzikolo.
Government response 	Yankho la Boma.
Information Minister Monica Mutsvangwa called the protests counterproductive, saying January's demonstrations against fuel price increases resulted in $20 million to $30 million in losses for businesses from looting and non-productive days. 	Nduna ya zofalitsa nkhani a Monica Mutsvangwa anafotokoza kuti zionetserozo  ndizosapindulitsa, anati zionetsero za mwezi wa Januwale zotsutsana ndi kukwera kwa mafuta, kunachititsa kuti ndalama za ma dola  zapakatikati pa 20 ndi 30 miliyoni  zitayike chifukwa cha  kuba komanso kusagwira ntchito kwa masiku.
"Government calls on all progressive Zimbabweans to desist from being used by negative forces to destabilize their own country, as this will only prolong the hardships which the government is tirelessly trying to address in a more sustainable manner," she said. "I wish to reiterate the call by His Excellency Comrade ED Mnangagwa for all patriotic Zimbabweans to resort to dialogue as a means to solve the challenges we face as a nation." 	Boma lauza anthu onse opita patsogolo a boma la Zimbabwe kuti asalore kugwiritsidwa ntchito ndi mphamvu zosakhala bwino kuti dziko lawo lisakhazikike, ati izi zingopitiliza mavuto omwe dzikolo lukukumana nawo pamene dzikolo likuyesetsa kukonza kuti likhazikike, iwo anatero, nkanakonda anthu anakamvera mtsogoleri wathu powaitana kuti tikonze mavuto omwe tikukumana nawowa mwa umodzi ngati dziko.
Daniel Molokhele, the spokesman for the opposition, said his party was against Mnangagwa leading talks and accused him of stealing Zimbabwe's last election in 2018. He said the protests would continue until Zimbabwe's economy gets back on track. 	A Daniel Molokhele, mneneri wa otsutsa boma, anati chipani chawo sichikugwirizana ndi zomwe a Mnangagwa akuyankhula ndipo anawaimba mlandu obera zisankho za chaka cha 2018. Iwo anati zionetsero zipitilira pokhapokha chuma cha dziko la Zimbabwe chibwelere mmalo mwake.
	
	
UN Condemns Government Crackdown on Peaceful Protests in Zimbabwe 	A bungwe la UN adzudzula boma la Zimbabwe pa mchitidwe wolanga anthu pa zionetsero zamtendere zomwe zinachitika.
The U.N. human rights office is condemning a crackdown Friday in Zimbabwe by riot police on peaceful protesters in the capital, Harare. The agency is calling for an investigation into excessive use of force by security forces. 	Ofesi ya ufulu wa anthu ya U.N yadzudzula mchitidwe wolanga anthu Lachisanu ku Zimbabwe pa chipolowe chomwe apolisi anachititsa pa zionetsero za mtendere mu mzinda wa Harare. Nthambiyi yayambitsa kufufuza nkhaniyi pogwiritsa ntchito mphamvu za asilikali a chitetezo.
U.N. Human Rights spokesman Rupert Colville says there are better ways to deal with the populations legitimate grievances on the economic situation in the country than by cracking down on peaceful protestors. 	Mneneri wa ufulu wa anthu ku bungwe la U.N a Rupert Colville anati pali njira zabwino zothana ndi mavuto omwe anthu akulira nawo pa nkhani ya chuma cha dziko kusiyana ndi kuzunza anthuwa pochita zionetsero za mtendere.
"We are deeply concerned by the socio-economic crisis that continues to unfold in Zimbabwe. While acknowledging efforts made by the government, the international community and the U.N. in Zimbabwe to mitigate the effects of the crisis and reform process, the dire economic situation is now impacting negatively on the realization of economic and social rights of millions of Zimbabweans," Colville said. 	Ndife okhudzidwa kwambiri ndi mavuto a zachuma ndi chikhalidwe omwe akuchitikabe ku Zimbabwe. Povomeleza khama la boma, bungwe la dziko lonse ndi la U.N ku Zimbabwe pochepetsa mavutowa komanso kusintha ndondomeko, vuto la chuali likukhudza mosakhala bwino ufulu wa khalidwe ndi chuma wa anthu a ku Zimbabwe, A Colville anatero.
Zimbabwes citizens are struggling with hyperinflation, which has sent prices soaring for essential commodities such as fuel, food, transportation and health care. Compounding the problems is the ongoing impact of cyclone Idai that hit Zimbabwe in March and a severe drought. 	Mzika za dziko la Zimbabwe zikuvutika ndi kukwera  mitengo kwambiri kwa zinthu, monga zinthu ngati mafuta agalimoto, chakudya, mayendedwe komanso chisamaliro cha moyo zakwera mitengo. Poonjezela mavutowo mphepo yaikulu yotchedwa Cyclone Idai yomwe inaomba dziko la  Zimbabwe mwezi wa Malichi ndi chilala chachikulu.
The United Nations says one third of Zimbabwes population of 16 million people is in need of humanitarian aid. 	A bungwe la United nations anati gawo limodzi mwa magawo atatu a anthu 16 miliyoni a dziko la zimbabwe akufunika chithandizo.
The fallout in terms of casualties and possible arrests from Fridays protests is not yet clear. But Colville tells VOA his office has received disturbing reports of human rights violations over the past few months. 	Chomwe chinachititsa kuvulazidwa ndi kumangidwa kwa anthu kuchokera Lachisanu sichikudziwika. Koma a Colville anauza wailesi ya VOA kuti ofesi yawo yalandira malipoti osakhala bwino ophwanya malamulo a ufulu wa anthu pa miyezi yapitayo.
"There are, as I said, reports coming through right now of very recent abductions, beatings and so on of activists or human rights defenders. We have not had a chance to verify those and look in detail apart from the two that occurred a few days ago," Colville said. "So, it is clearly a very tense situation." 	"Monga mmene ndinafotokozera pali malipoti  amene akubwera okhudza kutenga anthu mokakamiza, kumenyedwa  ndi zina zambiri kwa anthu omenyera ufulu. Sitinapeze mwayi wotsimikizira ndikuona bwinobwino kupatula zomwe zinachitika masiku apitawa," a Colville anatero. "Iyi ndi nyengo yovuta kwambiri."
Colville says state authorities have a duty to ensure peoples rights to freedom of expression and to protect the right to peaceful assembly. 	A Colville anati akuluakulu aboma ali ndi udindo woonetsetsa kuti ufulu wa kayankhulidwe wa anthu ndi kusonkhana mwa mtendere ukutetezedwa.
The U.N. human rights office is urging the government to engage in a national dialogue to ensure that civil society in all its guises can carry out its activities without fear of intimidation or reprisals for its work. 	Bungwe la ufulu wa anthu la U.N lapempha boma kuti lionetsetse kuti anthu osagwira ntchito m'boma mu njira iliyonse azichita zinthu opanda mantha a ntchito yawo.
	
	
Despite Oil and Gas Reserves, Africa Feels Pressure of Rising Energy Costs 	Ngakhale pali mafuta osungidwa, Africa wakhudzidwa ndi kukwera mtengo kwa mphamvu zochokera ku mafuta.
Africans are feeling the pinch caused by soaring global energy prices, say analysts, even in countries like Nigeria and Angola that are major exporters of crude oil. 	Anthu a ku Afilika akupeza mavuto ndi kukwera kwa mafuta ndi mphamvu ya magetsi, anatero ounguza, ngakhalenso maiko a Nigeria ndi Angola amene amagulitsa  mafuta ku maiko ena.
While that handful of oil producers is seeing an increase in revenue – especially since the Russian invasion of Ukraine on February 24 – much of the continent lacks refining capability, forcing countries to pay high prices to import gasoline and other petroleum products from Asia and Europe. 	Pamene opanga mafuta ochepa ena akupeza ndalama yochuluka, chiyambileni kuukila kwa dziko la Russia ku Ukraine pa 24 Febuluwale,  dzikoli likukanika kukonza mafutawa zomwe zikukakamiza maiko kulipira mitengo yokwera kuti abweretse  mafuta ndi zina kuchokera kmaiko a ku  Asia ndi ku Ulaya.
The continent is further affected by increasing costs for natural gas, a key component of nitrogen-based fertilizers used in food production. 	Dziko likupitilira kukhudzidwa ndi kukwera mtengo  kwa mafuta a chilengedwe amene amaagwiritsidwa ntchito mu feteleza wokulitsa mbewu za chakudya.
With salaries largely stagnant, more than two-thirds of Africans feel pressured by the rising prices, said Franklin Cudjoe, founding president of the Ghana-based Imani Center for Policy and Education. 	Ndi malipiro kukhala chimodzimodzi, kupitilira magawo awiri pa atatu a anthu a ku Afilika akumva kukakamizidwa ndi kukwera mitengo anatero a Franklin Cudjoe mtsogoleri wa malo otchedwa Imani Cennter for Policy and Education dziko la Ghana.
"The continent is affected simply because we depend largely on global oil suppliers, since not many African countries have [their own] oil products," Cudjoe told VOA. 	Gawo la dzikoli lakhudzidwa kwambiri chifukwa timadalira kwambiri  kugula mafuta ochokera ku maiko ena, monga maiko ambiri aku Afilika alibe mafuta opanga okha," a Cudjoe anauza wailesi ya VOA.
Prices spiked on the global oil market after the invasion of Ukraine triggered a wave of international sanctions against Russia, one of the worlds leading exporters of crude. The price briefly climbed to over $120 per barrel this month before settling down to $103 per barrel on Friday. 	Mitengo inakwera pa msika wa dziko lonse pambuyo pa kuukilidwa kwa dziko la Ukraine komwe kunayambitsa kusintha kwa malamulo a dziko lonse motsutsana ndi dziko la Russia, limodzi mwa maiko otumiza mafuta ku maiko ena. Mwachidule mtengo unakwera kuposela pa 120 dolazi pa galoni iliyonse lachisanu asanagwirizane zotsitsa kufika pa 103 dolazi.
The surge in energy prices is helping to fuel inflation across Africa. In Ghana, for example, overall consumer price inflation was pegged at 15.7% year-on-year in February compared with 13.9% in January, the countrys Statistical Service said last week. 	Kukwera mitengo kwamphamvu  ya magetsi, ndikomwe kukuchititsa kukwera mitengo ya zinthu ku Afilika. Mwachitsanzo ku Ghana kukwera mitengo ya zinthu kunali pa 15.7 pelesenti chaka ndi chaka kusiyana ndi 13.9 pelesenti mu Januwale, kuchokera ku  chiwelengero cha dzikolo.
In Zimbabwe, prices are climbing sharply – even overnight. At a TM supermarket in the capital of Harare, a crate of 30 eggs cost the $6.70 on Tuesday and about $7.81 on Wednesday. The price of a loaf of bread went from $1.49 to $1.84; for a kilo of beef, the price jumped from $3.35 to $5.22. 	Ku dziko la Zimbabwe mitengo ikukwera kwambiri. Sitolo ina yotchedwa TM ku Harare, kileti ya mazira 30 ndi ma dolazi okwana 6.70 lachiwiri, lachitatu anali ma dolazi okwana 7.81. Mtengo wa mkate unachoka pa ma dolazi okwana 1.49 kufika pa 1.84,  Nyama ya n''gombe inachoka pa ma dolazi okwana 3.35 kufika pa 5.22
Gasoline costs climbed, too. In Harare, the per-liter price climbed from $1.41 to $1.69 from Tuesday to Wednesday. 	Mitengo ya mafuta inakweranso.  Ku Harare mtengo pa lita mtengo unakwera kuchoka pa ma dolazi okwana 1.41 kufika 1.69 kuchoka Lachiwiri kufika Lachitatu.
The surge in food prices was the biggest driver behind consumer inflation in Egypt, it rose by 8.8% in February – the sharpest increase in nearly three years, according to the state statistics agency, CAPMAS. 	Kukwera kwa mitengo ya zakudya ndi komwe kunachititsa kukwera mitengo kwa ogula zinthu mu dziko la  Aigupto (Egypt), inakwera kufika pa  8.8 % mwezi wa Febuluwale. Kukwera kwachangu mu zaka zitatu, malinga ndi ziwerengero za nthambi ya CAPMAS.
Cudjoe said it was crucial for governments and regional bodies such as the African Union to build defenses to cushion consumers in times of economic uncertainty. 	A Cudjoe anati zinali zovuta kwa maboma  ndi madera ngati a African Union kuti apange njira zodzitetezera podzathandizira anthu ogula zinthu mu nyengo ya kusatsimikizika kwa chuma.
"Even if it means building defenses in terms of the provision of food," said Cudjoe, adding, "I could imagine Nigeria, if it had had its way, it could be selling foodstuff to most countries at reduced rates by now." 	Ngakhale kutamangidwa chitetezo  mu njira yopeleka chakudya," anatero a Cudjoe poonjezera, "Ndikulingalira dziko la Nigeria, linakakhala ndi njira yake bwezi likugulitsa chakudya  ku maiko ambiri motsika mtengo panopa."
"There must be that urgency of building for themselves defenses, funds that would make us sustain ourselves -- at least to prevent us from being completely annihilated by these uncertainties in the world." 	"Pakuyenera kukhala changu chodzimangira chitetezo, ndalama zoti zitha kutisunga-zotipewetsa kuwonongeka ku kusatsimikizidwa kwa  zinthu zochitika pa dzilo lonse.
Chibamba Kanyama, an economist in the Zambian capital of Lusaka, said suspending fuel taxes would be "the most ideal thing to do now under the circumstances" to cushion consumers and industries. 	A Chibamba kanyama, oona zachuma mu mzinda wa Lusaka ku Zambia, anati kuchotsa misonkho ya mafuta chitha kukhala chinthu choyenera kuchita panopa ndi nyengoyi poteteza anthu ogula ndi mafakitale.
"African governments must find a way of responding," he said. 'It is a choice of whether to reduce taxes to lower the prices or to maintain the price levels and use the revenues to subsidize the most vulnerable in society." 	"Maiko a dera la Afilika akuyenera kupeza  njira yolowelerapo," iwo anatero.  Ali ndi chisankho chotsitsa misonkho kuti atsitse mitengo yazinthu kapena kusiya mitengo yomweyo ndi kugwiritsa ntchito ndalama za boma kuti atsitse mitengo kwa anthu ofuna chithandizo.
But Kanyama also suggested that the geopolitical crisis involving Russia and Ukraine – both big grain exporters to Africa – may create opportunities for African producers. 	Koma a Kanyama anapereka maganizo oti zovuta za maiko zomwe zikuchitika pakati pa Russia ndi Ukraine amene ali maiko ogulitsa katundu ku Afilika, zitha kupereka mwayi ochuluka  kwa opanga zinthu zosiyanasiyana ku Afilika.
"Supply countries like South Africa, with robust and highly mechanized systems, may find a window of exporting [commodities] like wheat and other products to fill the gaps left by Russia and Ukraine," Kanyama said. 	Maiko ogulitsa zinthu ngati South Africa, amene ali ndi machitidwe amakina amphamvu, atha kupeza mwayi wotumiza kunja zithu ngati  tirigu, ndi zina zomwe asiya mpata a maiko a Russia ndi Ukraine," anatero a Kanyama.
Kanyama also said support by the international community – for instance, in the form of debt relief for some African nations – is welcome. 	A kanyama anatinso thandizo lochokera ku gulu lonse la dziko lapansi mwachitsanzo ngongole kwa maiko ena aku Afilika ndilolandiridwa.
He noted that the Group of 20 – which encompasses seven industrialized nations, some countries with strong or fast-growing economies, and the European Union – "is trying to offer some debt relief." 	 Iwo anazindikira magulu makumi awiri a maiko a mafakitale ochuluka, maiko ena a chuma chochuluka msanga, ndi  Mgwirizano wa maiko a ku Ulaya, "ukuyesa kupereka thandizo la ngongole."
"Some other countries, such as Zambia, [are] undergoing debt restructuring processes and an IMF program, and to me, this is the only way out of the crisis," Kanyama added. 	Maiko ena ngati Zambia a kukonzanzo ndondomeko yawo ya ngongole ndi pologalamu ya IMF imene kwa ineyo ndi njira yokhayo yotulukira mavutowa," anatero a Kanyama.
This story originated in VOA's English-to-Africa service, with contributions from the Zimbabwe service. 	Nkhani iyi idachokera ku VOA  English-to-Africa service, ndi thandizo lochokera kwa otumikira a ku  Zimbabwe.
	
	
WHO Says Africa's COVID Vaccinations Rose by 15% in February 	Bungwe la WHO lati Katemera wa COVID ku africa anakwera ndi anthu 15 pa anthu 100 ena alionse(15%) mu mwezi wa February
The World Health Organization says Africas COVID-19 vaccinations rose by 15% between January and February, as several countries embarked on mass inoculation drives to expand coverage and protect populations from the pandemic. 	Bungwe la World Health Organisation lati katemera wa COVID 19 ku Africa anakwera ndi anthu 15 pa anthu 100 alionse (15%) pakati pa mwezi wa January ndi February
Zimbabwes government says it is launching a "national vaccination blitz" targeting those who have not yet been vaccinated in a country where resistance to the shots has been an issue since the program started last year. The drive come amid government concern over rising COVID-19 cases.  Dr. Matshidiso Moeti, WHO regional director for Africa, said in a statement that the increase in COVID-19 vaccinations on the continent was driven mainly by campaigns in populous countries, including the Democratic Republic of Congo, Ethiopia, Kenya, and Nigeria. 	Boma la Zimbabwe likukhazikitsa ntchito yolimbikitsa katemera m'dziko lawo lonse "National vaccination blitz" yomwe cholinga chake n'cholimbikitsa omwe sanabayitse katemera m'dzikoli lomwe vuto lokana kubayitsa linali lalikulu chiyambireni ntchitoyi chaka chatha. Ntchitoyi ikulimbikitsidwa malingana ndi kukwera kwa chiwerengero cha anthu opezeka ndi kachilombo ka COVID 19. Dr. Matshidiso Moeti omwe ndi  regional director wa WHO ku Africa mu mawu ake anati kukwera kwa kubayitsa kwa katemera wa COVID-19 kunalimbikitsidwa makamaka chifukwa cha ntchito zofalitsa uthengawu mu mayiko omwe ali ndi chiwerengero cha anthu ambili kumbaphatikizirapo mayiko a Congo, Ethiopia, Kenya ndi Nigeria
Dr. Thierno Balde, the WHO Africa regional COVID-19 incident manager, he says the continent must remain vigilant. 	Dr. Thierno Balde, omwe ndi regional COVID-19 incident manager wa WHO ku Africa wati anthu a mu kontinentiyi akhalebe atcheru 
"We have seen what is happening around, in China, and the risk of also having new imitations, new variants still possible. We really need to continue to safeguard our population by taking the vaccine by not relaxing totally. The situation might change. So we really need to continue adapting some of these social measures and also to get vaccination," Balde said. 	"Taona zomwe zikuchitika ku China, komanso kuopsa kokhala ndi machitidwe ena ofananizidwa ndi kachilomboka, mitundu ina ya kachilomboka yomwe ili ndi kuthekera kwakupezeka
The WHO said to boost African COVID-19 vaccine acceptance, it and other organizations were supporting mass vaccination drives in at least 10 priority countries to reach 100 million people by the end of next month. 	WHO inati pofuna kuthandizira kuvomerezedwa kwa kamtemera wa COVID 19, ilo komanso ma bungwe ena amathandizira kubayitsa kwa namtindi wa anthu mu mayiko osankhidwa osachepera 10 ndi cholinga chofikira anthu 100 miliyoni pakutha pa mwezi wa mawa
Nqobizitha Mangaliso Ndlovu, Zimbabwes acting information minister, said his country would not be left behind. 	Nqobizitha Mangaliso Ndlovu amene akugwilizira mpando wa nduna ya zofalitsa nkhani anatidziko lake silitsalira pa mbuyo
"Regarding the vaccination program, as of 15 March, 2022, a total of 159,628 third doses have been administered to date. The national vaccination blitz campaign will kick off on Monday, 21 March, 2022, and [the] government is urging those that have not yet been vaccinated to take advantage of this exercise to do so," Ndlovu said. 	"pokhadzana ndi ndondomeko ya kubaya katemera, pochokera pa 15 March 2022 kufikira tsiku la lero, anthu okwana 159, 628 analandira kubayitsa kwa chitatu kwa katemerayu. Ntchito yakubayitsa katemera mu dziko lonse wotchedwa 'National vaccination blitz' uyamba pa 21 March 2022 ndipo boma likulimbikitsa omwe sanabayitse kuti atengerepo mwayi pa ntchitoyi" anatero Ndlovu
A number of Zimbabweans have refused vaccination, saying they do not trust the mainly donated Chinese-made Sinopharm and Sinovac vaccines. The country has lately recorded a rise in new infections – now cumulatively at 244,012 with 5,418 deaths, according to the Johns Hopkins University, which is tracking the global outbreak. 	Mzika zambili za Zimbabwe zakana kulandira katemerayu pachifukwa chakuti iwo sakumuona bwino katemera yemwe anapatsidwa kwa iwo yemwe anapangidwa ku China, sinopharm ndi Sinova. Kutengera zotsatila zomwe zinapezedwa ndiJohns Hopkins University pakatipa, omwe akupanga namlondora wa matenda obuka pa dziko lonse, chiwelengero cha odwala mtundu wa tsopano wa COVID 19 mu dzikoli chakwera kufikira 244,012 kuphatikizira imfa za anthu 5,418.
Dr. Cleophas Chimbetete, president of Zimbabwe College of Public Health Physicians, attributes that to the recent lifting of restrictive measures, such as lockdowns. He says, however, it is not time to panic, just to enforce WHO protocols, such masking and social distancing. 	Dr. Cleophas Chimbetete omwe ndi wamkulu wa Zimbabwe College of Public Health Physicians wati izi zili choncho kamba ka kuchotsa kwa njira zocheptsera kafalikira kwa matendawa monga kutseka kwa zipata zolowera m'dzikolo. Iye wati, komabe,sikoyenera kuti anthu akhale ndi mantha koma kulimbikitsa kutsatira njira za WHO monga kuvala zotchinga kukwama ndi kukhala motalikilana.
"After relaxing measures, it is expected that cases will slightly go up. But I also think that it is too early to make any meaningful conclusions, I think it is just an opportunity for us to strengthen our preventative measures and continue highlighting to the rest of the population that COVID is still with us. The good news, though, is that severe cases have not gone up. What we need to do is to continue to get vaccinated and what is important is that the government should – as it is doing – is monitor these numbers. There is no cause for alarm or cause for us to introduce new measures," Chimbetete said. 	"chifukwa chakukhwefura njira zopwera, kukuyembekezedwa kuti chiwelengero cha odwala chikwera pang'ono. Koma ndikuganiza kuti sitingaphere mkota mwamsanga ngati pakali pano. Ndikuona kuti ndi mwayi wathu kuti tilimbitse njira zopewera komanso kutsindika kwa mzika zathu kuti COVID 19 tikanali naye. Komabe nkhani yabwino ndi yakuti matenda odwala kwambili sakukwera chiwerengero. Chomwe tikufunika kuchita ndi kupitiliza kulandira katemera komanso boma lipitilize kuyang'anira chiwerengero monga mowe likuchitira. Palibepo chobweretsa mantha komanso chotipangitsa kuoeza njira zina," anatero Chimbetete.
Zimbabwe had a target of vaccinating at least 10 million people by the end of last year, a figure that some say was difficult to reach given the scarcity of resources and hesitance. It has yet to announce when it plans to achieve herd immunity. 	Boma la Zimbabwe limafuna kupeleka katemera jwa anthu osachepera 10 million pakutha kwa chaka chatha, chiwerengero chomwe ena mati n'chovuta kuchikwanilitsa potengera kusowa kwa zipangizo zofunikira komanso kuzengereza. Likuyembekezedwa kuti lilengeze chikonzero chake kuti ikwanilitse kupima kapena kusakhudzika ndi matendawa.
	
	
Finland Crowned World's Happiest Nation for Fifth Year 	Finland ivekedwa kukhala dziko lokondwetsetsa kwa chaka cha chisanu pa dziko lonse la pansi
Finland has been named the world's happiest country for the fifth year running, in an annual U.N.-sponsored index that again ranked Afghanistan as the unhappiest, followed closely by Lebanon. 	Finland yatchulidwa kukhara dziko lokondwetsetsa paziko lonse lapansi kwa zaka zisanu zotsogozana, Mu nsonkhano wa pachaka othandizidwa ndi UN waonetsanso kuti Afghanistan ndi dziko losakondwetsetsa pa dziko lonse lapansi motsatirana  pafupifupi ndi dziko la Lebanon.
Serbia, Bulgaria and Romania recorded the biggest boosts in wellbeing. The largest falls in the World Happiness table, released on Friday, came in Lebanon, Venezuela and Afghanistan. 	Serbia, Bulgaria ndi Romania awonetsa kukhara maiko omwe apititsa patsogolo kwambiri pakakhalidwe kabwino ka anthu. Kutsika kwakukulu mu mndandanda wa kukondwera, zomwe zatulutsidwa Lachisanu, wachitika ku Lebanon, Venuzuela komanso Afghanistan.
Lebanon, which is facing economic meltdown, fell to second from last on the index of 146 nations, just below Zimbabwe. 	Lebanon yomwe ikukumana ndimavuto akuonongeka kwa zachuma, yafika pachiwiri kwa omaliza mukaundula wa maiko 146, pamusi pake pali Zimbabwe.
War-traumatized Afghanistan, already bottom of the table, has seen its humanitarian crisis deepen since the Taliban took power again last August.  U.N. agency UNICEF estimates one million children under five could die of hunger this winter if not aided. 	Afghanistan, dziko lomwe lazunzika ndi nkhondo lomwe lili kale pansi pa mndandanda, zaonekera kulowa pansi kwakukulu kwa kakhalidwe kabwino kapena thanzi la anthu awo kuchokela nthawi yomwe matalibani anatenganso ulamuliro kachikena mu August wapitayu. U.N. agency UNICEF anayelekezera kuti ana osapyora zaka zisanu okwana 1 miliyoni akanatha kufa ndi njala mnyengo yozizirayi akanapanda kuthandizidwa.
