eng	pcm
The context of contemporary Nigerias crises and deepening fissures is on account of a neo-capitalist state hobbled by the backwardness and fetter of the productive forces, shackled and unable to reproduce the material basis for its existence.	Di context of new Nigeria kasala and disagreement for dia point of view wey dey deep na bikos of one neo-capitalist state wey dey go backward, and di chain of di productive forces, wey dem chain, wey no fit produce di material of hin existence again.
As the contemporary Nigerias state grows hollow and enters a melting point of atrophy and lethargy, the basic units consisting of ethnic nationalities and other civic, cultural and religious entities struggle for a space of self-preservation, expression and recreation.	As di new Nigeria kasala dey grow, wey e no dey progress and e slow, di simple tins like tribe, culture and religion dey struggle to preserve, express and recreate diasef.
In the overall, it is easier to brandish a secessionist flag, without an iota of understandingg of the critical socio-economic infrastructure on which a viable state can be constructed.	ova-all, e dey easy to carry retirement flag, wen dey no understand how socio-economic infrastructure dey important if dey wan build kontri wey go survive.
Africas newest state, South Sudan is still tragically in the intensive care unit, leaving the larger number of her population in worse condition than the earlier condition before a brand new state was created.	South Sudan wey be Africa last born still dey breastfeed as dia condition now worse pass dia former condition.
There is nothing to indicate that the current loud canvasser of Biafra has any insight into what a state establishment and construction is all about.	Notin show say Biafra current leader wey like to dey make noise know anythin about how dem dey build or create kontri
Even as the independent state, the yearn for are not in insight, the authoritarian and fascist streak of its purveyors like the threat of the Emma powerful that whoever disagrees with him would be dispatched to meet his ancestors are already evident.	Even if dem dey independent, to built state no dey di real deal, to dey command pipo witout respect , make di fascist leaders like Emma Powerful wey dey threaten to kil pipo don show already.
Ndigbo is quite sophisticated to be led by thugs and touts, who lack the simple understandingg that Igbo political culture and framework is basically consultative.	Ndigbo too posh to get leaders wey be thug and tout, wey no understand say Igbo political culture and framework na to dey consult elders.
The little dictator Mr. Nnamdi Kanu, who does not know any village in Igboland, besides his own, claims the leadership of Igbo nation as entitlement, a people, whose lives he hardly understood, except for the inflow of donations from its diaspora.	Mr Nnamdi Kanu wey been dey command dem, no know any village for Igboland apart from hin own, dey claim to be dia leader like say na hin own, pipo wey be say he no know how dem dey live except for di moni wey hin dey send give dem from abroad.
The media and publicity secretary, Mr. Emma, the Powerful through arrogance and petty fascist impunity has done more damage to the Igbo basic framework of consultation and consensus.	Mr Emma "di Powerful" wey be dia media and publicity secretary don use hin arrogance and petty fascist inpunity spoil Igbo basic framework wey be say na to dey consult pipo and to dey agree for somethin generally before dey do am.
Only a thuggish organization issues threats of murder and destruction to those who disagree with it.	Na only organisation wey thug full dey threaten to destroy pipo wey no gree wit am.
But this latest threat issued by Mr. Emma, de powerful to dispatch to ancestors; Ndigbo who refused to fall in line with him, is going too far.	But dis new threat wey Mr Emma "de Powerful" issue say he go send pipo go meet dia forefathers sake of say dem no follow am, don too much.
	
I can only imagine what the men who lowered down the Union Jack  to hoist up in its place hope symbolized in Green-White-Green drapery that early morning of October 1st 1960  felt.	I been dey imagine wetin di men wey bring Union Jack down, kom use Green-white-Green cloth replace am, di cloth wey be symbol for hope for dat early morning for october first 1960
It must have been something like the overwhelming dream logic of the marines who planted the American flag on Okinawa in 1945.	E for don be like di great dream logic of di marine wey plant di America flag for Okinawa for 1945
Oftentimes, I dream about being one of them.	sometimes, I been dey dream say I be one of dem
I would fantasize being one of them and then going home after the ceremony basking in the apotheotic glow of freedom and the blank canvass placed before my very own means.	I go dey imagine say I be like dem and den if I reach house afta di ceremony, as my mind dey sweet me bikos of freedom and di blank canvass put before my veri own means.
I would go to bed, to nirvana, and wait for the morning so I can wake up and go to work.	I go go bed, go nirvana, go wait for morning so I go fit wake for mornin, go work.
It is now sixty years since then.	E don reach sixty years since dat time
Even though I am only 30 years, I have lived in the nightmare of Nigerian history for every single year in this sixty-year journey and I have felt every disillusionment, every anguish that is to be felt over the failure of my country.	Even though say na only 30 years I be, I don live for di bad dream of Nigeria history for all di year one by one for dis sixty year journey, I don feel evri disappointment and evri sorrow wey pesin fit feel bikos say dia kontri fail.
It has been sixty years nowâ€¦ and all my dreams have left me  some have died, of the ravishing drought that followed in this abundantly watered land.	E don reach sixty years now wey all my dream leave, some die, bikos ravishin drought wey follow dis land wey get plenti water .
Others have flown out.	Odas don fly comot
What happened to us?	wetin do us?
I remember an artwork I saw on the internet reading something about the so-called Age of Discovery.	I remember one artwork wey dey tok about sometin like "Age of Discovery" for Internet wey I see.
In it, a man stood over another man was ostensibly sitting up from a hammock.	Inside,one man stand ova anoda man wey sidan for hammock wit power.
This was supposed to be a representation of Amerigo Vespucci rousing the eponymous American continent to join the league of mankindas the last continent.	Dis suppose Amerigo Vespucci representation as he dey wake America continent of dat time make dem join mankind league as di last continent.
Growing up, my brothers and I did all the house chores during school holidays.	Na me and my brodas dey do house work for holiday wen we dey grow up.
I also remember pretending to fall back to sleep after Subh to avoid doing my own share of the chores and my brothers would bring fire and fury to my bed until I am on my feet, lest I shortchange them.	Me sef remember wen I dey pretend say I go sleep back afta Subh so I no go do my house work and my brodas go kom vex wake me, make I no cheat dem.
Unlike America, Africa has always been known since the dawn of timeâ€¦ indeed, she was the first to awaken, she was the one who woke up the rest yet remains the most unknown member of the family  maybe because she went back to sleep, and slept while her siblings worked to discover fire and invent the wheel.	Unlike America, dey don know Africa since beginnin of time, Indeed, na she first wake, she wake di rest sef but na she dem no know pass for di family, maybe bikos she go sleep back wen her siblins go dey work take discover fire and wheel.
People like Joseph Conrad thus called her the Dark Continent.	Pipo like Joseph been call her Dark Continent
Since then, Africa has had no favourable popular culture recognition beside the gory, putrid, wretched-of-the-earth stereotype that was enough to make a couple of American teenage band from the 80s felt compelled by moral duty to bless down the rains to quench her ravishing drought	Since den, Africa no get any popular culture wey pipo know kom still accept apart from bloody, rooten and poor mindset wey reach to make one teenage band wey kom from America from di 80s feel say na dia moral duty to kos rain wey go stop  di drought wey wan carry dem go by force.
otherwise she would die.	Odawise she go die
It did not get any more primeval than that  all she needed was rain, nature, the same thing their  own Neolithic progenitors needed to survive.	E no dey ancient pass dat one, wetin she need na rain, nature, di same tin wey dia ancient forefathers sef need dat time.
Was that what happened?	Shey na wetin apun be dat?
Did we sneak back to bed, after rousing the rest of the world?	Shey we sneak go bed back, afta we wake di oda pipo for we world
And did we yet again find our way back to sleep after being roused a second time?	And shey we go sleep back afta dey wake us di second time?
Who knew it would get so bad that Africa, together with Nigeria, would need to rely on charity from a couple of teenagers who probably did not even yet know their left from their right hands?	Wu go know say Africa, togeda wit Nigeria go spoil so tey, dem go dey wait make some teenager wey no sure say dem no dia right from left dey give dem charity.
Not I.	No be me
Was Conrad right?	Shey Conrad correct?
Do I have a duty to moral rectitude to surrender to truth, to his profile of my kind?	Shey na my duty to dey tok truth sake of say I dey honest, to wetin hin think say my pipo dey do
Do I fly out like the rest of my dreams?	Shey make I fly go out like di rest of my dream?
Maybe I should.	Maybe make I do am.
How did we get here?	How we take reach der?
We boarded a car with an engine, sound and sleek, that revved to life like the Ark of Noah as we set out in 1960.	We enta one car wey get engine, di sound good and e dey sleek, e kom life like Noah Ark as we dey go for 1960
We should be on a rocket ship today heading to Mars, instead we have sunken into the mud, in a jalopy with a pitiful whimper for an engine.	We suppose dey rocket ship dey go Mars, instead na inside mud we sink put, for one Jalopy wey hin engine no good.
Before my own gnashing eyes, the heart of darkness did become my home and my home became the other world  the antithesis of civilization, a place where mans vaunted intelligence and refinement are finally mocked by triumphant bestiality.	Before awa eye wey don dey gnash, di heart of darkness kom be my home, and my home kom be "di oda world", di opposite of civilisation, place wia be say tin wey no reach man level dey yeye man intelligence wey dem dey use boast and dia grace.
I had resisted Conrad for so long but as the sun has set and I am tired of fighting.	I don resist Conrad for long time now and di sun don dey set, I don tire to dey fight
I was ready to surrender; my situation resembled that of Chief Joseph of the Nez Perce native American tribe when he was subdued.	I dey ready to surrender, my situation wan resemble di of Chief Joseph of Nez Perce native America wen dey subdue am
I have read somewhere his sermon to this people after he had surrendered and could not help mouthing them to myself:	I don read hin sermon for hin pipo afta he surrender somewia  and I no fit stop myself as I dey tok am
Our chiefs are killed.	Dey kil awa chiefs dem
Looking Glass is dead.	Lookin glass don die.
Toohoolhoolzote is dead.	Toohoolhoolzote don die
The old men are all dead.	All di old men don die
It is the young men who say, Yes or No.	Na di young men tok say, Yes or No
He who led the young men [Olikut] is dead.	Di pesin wey lead di young men (Olikut) don die
It is cold and we have no blankets.	E cold and we no get blanket
The little children are freezing to death.	Cold dey catch di small pikin dem die
My people, some of them, have run away to the hills, and have no blankets, no food.	My pipo, some of dem don run go hill, and dey no get food and blanket.
No one knows where they are  perhaps freezing to death.	Nobodi know wia dem dey, maybe cold wan catch dem die
I want to have time to look for my children, and see how many of them I can find.	I want get time look for my pikin dem and see how many of dem wey I fit find
Maybe I shall find them among the dead.	Maybe I go find dem among pipo wey die
Hear me, my chiefs!	Hear wetin I dey tok, my chiefs!
I am tired.	I don tire
My heart is sick and sad.	My heart no well, e no hapi join
From where the sun now stands, I will fight no more forever.	From wer di sun dey, I no go fight again foreva
I had made up my mind to surrender with terms as dictated by my foes.	I don decide for my mind say I go surrender, follow wetin my enemy tok
I had decided to follow our dreams where they have been exiled to.	I don decide to follow awa dreams dem go di exile wey dem dey
I will join the mile-long queue at the American or British or Canadian embassies and fly away.	I go join di queue wey dey long reach like one mile for America or Britain or Canada embassy kom fly go
About three weeks after 1st October 2020 as I drove up from Dape, a ghetto settlement in Gwarimpa, I noticed something.	Afte like three weeks afta October 1st 2020 as I dey drive from Dape, one ghetto area for Gwarhinpa, I notice sometin,
Green-White-Green.	Green-White-Green
But in the middle where the two green meadows yielded to the white valley, three words sang a melody that would have meant utterly nothing to me before the breaking of the world: 	But for di middle wia di two green meadow wey leave space for di white valley, three word sing melody wey for no mean anytin to me before di world break.
Now, who the hell put that there?	Now who kom put dat thing for they?
I was so heavy laden and to think that I would see this here of all places!	I dey so heavy Ladena and to say i go see dis kind for here!
This was a place with people who have a lot more face-value reasons than I to despair and this fact threw me off balance.	Dis place nah d place wey people wey get plenty face-value dey reason than I despair and dis fact no make me dey balance.
An epiphany was before my eyes.	I kon realize wetin dey before me.
I could fly away and mooch off the sweat of others.	I fit fly and run away with oda people sweat.
I could surrender and fight no more and my life would be that of consummate comfort.	I fit surrender fighting and my life go kon dey comfortable.
But here I am, and I can see that I will not stand alone	But nah here I dey and I con see say I no fit stand alone.
should I choose to stand.	Shey make I stand alone
I could fly away, live and then die.	I fit fly, live and die.
But here, before me, in the land of my ancestors, was the prospect of immortality.	But na, here before me, on my ancestors land di aspect of not wanting to die.
Here I can actually live a life full of event and excitement, of building and breaking; breaking records and barriers that have never been broken elsewhere and defeating despair.	Here I fit live life wey go full of event and so so enjoyment, of building and breaking to record and d barriers wey pesin neva break anywhere and to dey live to defeat hopelessness.
Where else can anyone defeat despair so completely than in the Heart of Darkness?	Where people fit defeat hopelessness expect in d heart of darkness?
Maybe I will die trying, but how can a man die better than by facing odds so fearful as the ones before me?	Maybe I go die while trying, but how man go die better wen he dey face challenges wey dey fear pesin like d one wey I dey face?
We dont have to build skyscrapers, or nuclear power stations or maglev trains  we will build the next best thing, and maybe Conrad will be the one wanting a piece of those.	We no need to build skyscrapers, d station for nuclear power or maglev trains, Nah we go build d next best thing. Maybe Conrad fit want a piece of doz things.
He has reached saturation, but we are only at ten percent.	He don reach his highest satisfactions but we dey ten percent.
We can rise and rise until lambs become lions and by the time the sun sets on my generation, I would be a fulfilled man.	We fit rise and rise sote Lambs go turn to Lions and by dat time d sun go dey shine on my generation, I go kon bikom a fulfilled man
I will endure the long March and then maybe reap from it too.	I go endure di  whole thing and maybe I fit see something chop from ham.
If not, I will still be a fulfilled man on my deathbed someday.	If no be so, I go still be a fulfilled man even if I dey on my death bed oneday.
Nothing beats being fulfilled on your deathbed.	Nothing sweet pass d happiness and joy wey person dey feel on deathbed.
So then, here are my new terms of surrender: none.	Nah him make me bring out new terms of my surrender.
We fight on.	We go dey fight dey go.
Huzaifa is a management consultant and writes from Abuja	Huzaifa na di management consultant wey dey write from Abuja.
	
Officer who sneaked drugs, phones into prison nabbed in Kano	Officer wey dey carry drugs and phones inside d prison nabbed Kano operative of Nigeria.
Operatives of the Nigerian Correctional Service (NCoS) have nabbed one of their officers who reportedly sneaked in over 4.8kg of cannabis sativa and eight Android phones into the correctional facility in Kano.	Correctional service (NCoS) don catch one of their officers who dey always carry hard drugs wey dey weight over 4.8kgs and eight big phones inside d correctional facility wey dey Kano
There was an uproar at the correctional centre on Thursday after the prison wardens detected and seized the cannabis allegedly brought to some inmates on death row at Kurmawa prison.	Yawa dey dI correctional centre on Thursday afta di warders wey dey di prison see and collect di hard drugs wey dem dey bring for d prisoner’s wey dey death row for kurmawa prison.
The seizure, according to reports led to resistance and the uproar from the inmates, while authorities promised to investigate how the illicit drugs got into the facility.	As per di report wey dem gather  wen di warder collect d hard drugs from d prisoners, d prisoners dey shout up and down and di authority don promise say dem go look into d matter wella  to know how doz things take enter di facility.
The spokesperson of the NCoS in Kano state, Musbahu Lawal Kofar Nassarawa, confirmed to Daily Trust that one of their staff (name withheld) was nabbed for colluding with other dealers outside to sneak the seized items into the prison.	Di person wey dey tok to di NCoS wey dey Kano, wey be Musbahu Lawal Kofar Nassarawa, tok to di daily trust say na one of dia staff (wey dem no tok hin name) na di person wey dey steal for d oda pipo wey dey outside to dey carry di hard drugs outside di prison
He said, We have arrested one of our staff who connived with these people to bring in 4.8kgs of cannabis and eight android phones to some inmates on death row, and that was why we had uproar on Thursday after our operatives have seized it.	He tok  say dem don arrest one of dia staff wey dey among di pipo wey dey carry di hard drugs wey reach 4.8kg and di eight  android phone go give di prisoners wey dey death row, say na di reason why yawa dey on Thursday afta dI police don collect ham.
This staff who works in the facility was recruited just two years ago in 2019.	He tok say dI staff wey dey among dem just get work for two years ago in 2019.
We have already handed him over to National Drugs Law Enforcement Agency (NDLEA) for further action.	We don hand ham over to di NDLEA so dat dem go fit carry out further action on di matter.
He will be arraigned before court, and if he is found guilty, he can be suspended.	Dem go carry him matter go court and if he dey guilty dem go suspend ham from work
We will find out for how long this has been happening and whether there are other people involved in similar scandal, Kofar Nassarawa said.	Kofar Nassarawa tok say dem go find out since wen doz things  don dey apun and check if oda pipo dey involve in di yawa.
He added that the service will continue to work hard to detect similar practices in the facility.	He add to hin tok say di service go continue to work hard  to see if dat kind thing still dey apun for di facility.
Daily Trust recalled that in 2020, a woman was arrested for sneaking a phone to another prisoner on death row.	Daily trust even note ham say in 2020, dey arrest one woman wey dem see as she dey carry phone for di prisoner wey dey death row
Similarly, another woman was apprehended with cannabis concealed in a carton of instant noodles.	He also tok say dem catch one man wey dem see with hard drugs wey she put inside noodles carton.
	
Centre lauds INEC for creating gender, inclusivity depts	Di centre dey hapi as INEC create gender inclusivity department
The Centre for Transparency Advocacy (CTA) has commended the Independent National Electoral Commission (INEC) for its re-organisation that led to the creation of the Gender and Inclusivity Department (GID)	The centre for transparency advocacy (CTA) give kudos to di pipo wey dey INEC for di rearrangement wey dem do, wey kom lead to di creation of gender and inclusivity department (GID)
that hitherto was a unit in the commission.	say dem dey unit for di commission.
The Executive Director of the centre, Faith Ossai Nwadishi, in a statement, expressed joy that INEC was poised to reposition itself bearing in mind the realities of today and the need to promote inclusiveness in its operations.	Faith Ossai Nwadishi  wey be di Executive director for di centre tok say she dey hapi say INEC don reposition itself, she know say di need to promote very well dey di operation wey dem just start.
She also noted that in this new arrangement, INEC created two departments out of the present Department of Legal Services, Clearance and Complaints (LSC&CC) and that the new departments are Department of Litigation and Prosecution (DL&P) and Department of Legal Drafting and Clearance (LDCD).	She tok say di new arrangement wey INEC just create so, say dem (INEC) don create two department from di wey dey di department of Legal service, di department of clearance and complaint (LSC&CC) and tok di new department, na department of Litigation & prosecution (DL&P) and di department of legal drafting
She said the centre agrees and supports INEC in the review and realignment of some of its departments for improved effectiveness and efficient management of its human resources and assets.	She tok say di center don agree and stand gidigba for INEC for di review and realignment of some of im department make im dey very very capable to fit produce result and efficient for  di management of im human resources and assets.
	
6 NIPP plants, 22 new substations added to power grid in 6 years Report	dem don add 6 NIPP plant dem, 22 new substation for di power grid wey dey 6 years report.
Generation Companies (GenCos) and 22 power substations built and operated between 2015 and now, have significantly driven improvement on the national electricity grid to the 5,800 megawatts (MW) highest peak energy recorded in March 2021.	Generation companies (GenCos) and 22 power substation wey dem build and dey operate between 2015 and now, don make improvement dey for di national eletcricity grid to di 5,800 megourtt wey be di highest peak energy wey dem record for March 2021.
This is according to the latest NIPP report on power projects execution since 2015, obtained from the Niger Delta Power Holding Company (NDPHC) by Daily Trust.	Dis dey according to di latest NIPP report on top power project execution since 2015, wey Daily trust obtained from di Niger Delta power holding company (NDPHC).
The NIPP is an intervention vehicle warehoused in NDPHC and owned by the federal, state and local governments.	Di NIPP na di intervention vehicle warehouse wey di federal, state and local goment own for NDPHC.
In 2015, the power grid hovered between 4,500 megawatts (MW) enabled by the commissioning and utilisation of the Geregu, Omotosho, Olorunsogo, Alaoji, Calabar and Ihovbor NIPP GenCos	For 2015, di power grid don dey between 4,500 megourtts (MW) wey don bikom useful by di commissioning and utilisation of Geregu, Omotosho, Olorunshogo, Alaoji, calabar, Ihovbor NIPP GesCos
that added nearly 1,000MW to the grid.	Dat one add nearly 1,000MW
However, the grid continued to rise with all-time peak electricity reaching 5,801.60MW as of March 2021, according to the statistics from the Independent System Operations (ISO) arm of the Transmission Company of Nigeria (TCN).	Howeva, di grid continue to dey rise wit all-time peak electricity wey don reach 5,801.60MW as of March 2021, according to di statistics wey we get from independent system operation (ISO) arm of di Transmission company of Nigeria. (TCN)
NDPHC started the NIPP intervention with the first phase in power generation.	NDPHC don start di NIPP intervention wit di first phase wey dey power generation.
It began to build 10 power GenCos known as the 'The Big Ten' around gas-producing states including Ondo, Ogun, and Kogi states.	E don begin dey build 10 power GenCos wey dem dey call ' The Big Ten' around gas-producing state dem wey include Ondo, Ogun, and Kogi states.
However, until 2015, some of them were still ongoing.	Howeva, work still dey go on dem till 2015
The second phase was then launched from 2015 to include intervention projects focusing on transmission, distribution, and renewable energy towards meeting NDPHC mandate of Lighting the Nation.	Dem lunch the second phase for 2015 to include intervention project, wey go focus on transmission, distribution, and energy wey dem don renew towards meeting NDPHC mandate for lighting di nation.
Currently, there are six power GenCos producing about 3,400MW electricity in the national grid while the four other GenCos are ongoing.	currently, dem bin dey six power GenCos wey dey produce about 3,400MW electricity for di national grid while di four oda GenCos dey ongoing.
Even among the four, some of its turbines have been commissioned and operational since 2015.	Even among di four, some of im turbines don dey commission and dey operational since 2015.
Analysis of the report indicates that the NIPP intervention in the transmission section of the power sector value chain, NDPHC has completed 22 substations comprising 10 units of 330/132 kilovolts (kV) level and 12 units of 132/33kV substations.	Explanation of di report show say di NIPP intervention for di transmission section wey dey di power sector value di chain, NDPHC don complete 22 substations wey bin dey compromise 10 units of 330/132 kilovolts (KV) level and 12 units of 132/33KV  substations.
It has also completed 2,194 kilometres of 330kV power transmission line and 887km of 132kV transmission lines.	E don also complete 2,194 kilometres wey dey 330KV power transmission line and 887km wey dey 132KV transmission lines.
These infrastructures since 2015, have added 5,590MVA energy supply capacity at the 330kV level and 3,793MVA at the 132kV level.	Dis infracstructure since 2015, don add  5,590MVA energy supply capacity wey dey 330KV level and 3,793MVA wey dey 132KV level.
To promote renewable and clean energy, the NIPP in the second phase became a major driver of the federal government's energy mix by 2030 known as Vision 30-30-30) which seeks to make renewable energy to be at least 30 per cent of the energy grid by 2030.	To promote energy wey dey clean and improve, di NIPP for di second phase don turn to major driver of di federal goment energy mix by 2030 wey dem dey call vision 30-30-30 wich seek energy wey go improve to at least 30 percent of di energy grid by 2030.
While it has installed 20,000 Solar Home Systems (SHS) in some northern states, the NIPP is delivering a huge part of the ongoing five million SHS to households nationwide under the Economic Sustainability Plan (ESP).	While e don install 20,000 solar home systems for some northen states, di NIPP don dey deliver a huge part of the ongoing five million SHS to domot nationwide under di Economic Sustainability plan (ESP).
There is also intervention in the gas sector towards solving the major challenges of the power plants which is the availability of gas-to-power.	Dia bin dey intervention for di gas sector wey go solve major challenge of di power plant wich be di availability of gas-to-power.
According to the Managing Director of NDPHC, Mr Chiedu Ugbo, in an interview with Daily Trust, the company is achieving this through the Fuel & Gas/Public Private Partnership (PPP) model.	According to di oga patapata for NDPHC, Mr Chiedu Ugbo, for interview wey im get with Daily Trust,di company dey achieve dis tru di fuel and gas or public private partnership model.
It created a department for this to spearhead its gas pipelines and feed stock connecting all the 10 NIPP GenCos.	E don create a department for dis to spearhead im gas pipeline and feed stock wey dey connect all di 10 NIPP GenCon.
In terms of power distribution, the report said the NIPP intervention has seen the completion of over 360 NIPP injection substations with a combined capacity of about 3,540MW.	wen dem tok power distribution, di report tok say di NIPP intervention bin don see di completion of ovr 360 NIPP injection substations wit a combined capacity wey reach 3,540 MW.
To complement these substations, NDPHC has also built about 2,600km of 11kV power distribution lines and 4600km of 33kV distribution lines which directly supply electricity to transformers in residential areas.	To complement dis substations, NDPHC don build about 2,600KM of 11KV power distribution lines and 4600KM of 33KM distribution lines wey dey supply electricity directly to transformer
There have also been 296 Appropriated Distribution Projects, which included injection substations, 1924 of 33kV lines, 4600km of 11kV line and other infrastructure.	Dia bin dey 296 appointed project wey dem don distribute, wich injection substations dey inside, 1924 of 33kv lines, 4600km of 11kv lines wit dem oda infastruction
NDPHC has also increased its distribution capacity with the installation of 25,900 Completely Self-Protected (CSP) transformers across the country, added Mr Ugbo.	NDPHC sef don increase im distribution capacity wit di installation of 25,900 completely self-protected (CSP)  transformer wey dey across obodo, nah Mr Ugbo add dis one.
In spite of these achievements that have helped to improve the national grid operations, the report highlighted threats to the infrastructure especially at the power distribution level.	On top all dis achivement wey don help to improve di operation of national grid, di report highlight threat to di infastructure especially for di one wey dey di power distribution level.
Some of the challenges NDPHC has met in distribution include theft of equipment and infrastructure, vandalism, lack of cooperation from Distribution Companies (DisCos).	Some of di wahala wey NDPHC dey see for dis distribution be say dem dey tif dia equipment and infrastructure, vandalism, and lack of cooperation from Distribution companies (DisCos
The others are community issues regarding land and Right of Way (ROIs), vehicular accidents that have damaged some power infrastructure and the rising insecurity across facility areas, it stated 	Di oda nah community wahala wey dey regard land and Right of way ( ROIs), motor accident wey don damage some power infrastructure and rising insecurity wey dey facility areas, e start
In a comment to evaluate the viability of the NIPP interventions to Nigerian electricity consumers, the President, Nigeria Consumer Protection Network (NCPN), Barrister Kunle Kola Olubiyo, said the essence of the power sector privatization exercise concluded in November 2013 was to promote competitive economy and inclusive growth by private sector drivers.	for a comment wey go empty di property of di NIPP intervention to Nigerian wey dey comsume electricity, di President for di Nigeria consumer Protection Network ( NCPN), Barrister Kunle Kola Olubiyo, im tok say di reason for di power sector privatatization exercise wey dem conclude for November 2013 hapen to promote competitive economy and inclusive growth by
He however said despite this, the sector has not attained such viability, and so there was the need for the government to deepen the interventions through NIPP.	Im howeva tok say despite dis, di sector neva reach dat kin viability, so di goment need to deepen di interventions tru NIPP.
In spite of all the tremendous milestone achievements by NIPP/NDPHC, there are major areas of impediments on the full realisation of the lofty ideals of NIPP as championed by the management of NDPHC.	On top all di tremendous milestone wey NIPP/NDPHC don achieve, dia bin major area of impediment wey dey full realizeation of di lofty idea wey di management of NDPHC championed.
Mr Olubiyo said some of these challenges include the delay in taking over projects by the DisCos which should be captured in their Capital Expenditure (CAPEX).	Mr Olubiyo tok say di wahala dem dey face include delay in taking over projects by di DisCos wich dem suppose capture for dia capital Expenditure ( CAPEX)
He also said the delay in the implementation of the Eligible Customers regulation by the Nigerian Electricity Regulatory Commission (NERC) was a hindrance.	Im continue im tok say nah di Nigerian Electricity Regulatory Commission (NERC) bin di inderance for di delay in di implementaion of di regulations of eligeable consumer
With the huge power assets that NIPP has provided, the Manufacturers Association of Nigeria (MAN) and other dedicated power users can decide to connect to the NIPP plants and facilities directly and enjoy uninterrupted power supply, but this is being delayed.	wit di kin huge power assets wey NIPP don provide, di Manufacturers Association of Nigeria ( MAN) and oda dedicated power users fit decide to connect to di NIPP plants and facilities directly and dey enjoy uninterrupted power supply, but dis bin dey delay.
Another challenge for the NDPHC is funding, which according to him, should be raised by the equity stakeholders (federal, state and local governments) for more power sector projects.	Anoda wahala wey NDPHC dey get nah funding, wich im think say di equity stakeholders suppose raise for more power sector projects.
The leadership of the power sector will also need to address the low tariff for NIPP Plants and the low load (energy) dispatch of the available units from TCN.	Di leadearship of di power sector go need to address di low tariff wey dey NIPP plants and di low load (Energy) dispatch wey dey available units from TCN
Consumers are looking for more electricity, why should energy from NIPP GenCos be restricted?	Consumer dem dey look for more electricity, why energy from NIPP GenCos con dey restricted ?
Olubiyo queried.	Nah so Olubiyo ask.
	
Unlike elsewhere, Ramadan season in Nigeria has unfortunately been turned into a season of unnecessary controversy.	unlike oda places, Ramadan season for Nigeria don unfortunately turn into a season wey dey get unnecessary controversy
Starting from the recurrent controversy over the advent of the Ramadan crescent that ushers in the month and the exit of its moon that marks its end,	Di controvercy don start from di arrival of di Ramadan crescent wey dey usher in di new month and di moon go waka commot to show e end.
the Ramadan period equally witnesses controversy over ideological, jurisprudential or political stances expressed by some Ulama in the course of their Quranic tafseer sessions.	di Ramadan peroid dey equally witness controversy ova ideological, jurisprudential or political stances wey some Ulama expressed for di course of dia Quranic trfseer sessions
Yet, over the past couple of years, there has been unnecessary controversy over which charitable deed between sponsoring the broadcast of Quranic tafseer and charitable mass feeding for the needy is more worthwhile in Ramadan.	ova many many years, dia bin don dey unnecessary controversy ova say wich charitable work better pass between make dem dey suponsor broadcast Quranic tafseer abi make dem dey do charitable mass feeding of di needy for Ramadan.
As in other Muslim societies, Ramadan usually inspires a phenomenal rise in individual and societal spirituality in Nigeria where many wealthy individuals sponsor live or recorded broadcasts of Quranic tafseer by various Ulama.	As e dey go for oda Muslim societies, Ramadan dey always inspire a phenomenal risefor individual and for societal spirituality for Nigeria wer plenty  wealthy pipo dey sponsorlive or recorded broadcast for Quranic tafseer by different Ulama
Many others also spend more on charitable mass feeding for the poor.	Many oda pipo dey spend more on top charitable feeding of di poor.
However, while almost, if not all, who sponsor the broadcast of tafseer do also spend on charitable feeding, not all who spend on charitable feeding sponsor the broadcast of tafseer.	Howeva, while almost, if no be all, who dey sponsor di broadcast tafseerb dey spend for di charitable feeding too, no be all wey dey spend for charitable feeding dey suponsor di broadcast of tafseer.
During Ramadan in a typical northern Nigerian city, television and radio stations make a killing with the sale of airtime for tafseer and other religious lectures sponsored by individuals, firms and groups.	Ramadan period for northern Nigeria, television and radio stations dey make profit wit di sale of airtime for tafseer and oda religious lectures wey individual, firms and groups sponsor
From the sheer number of sponsored broadcasts of tafseer and other religious lectures on the more than 10 radio stations in Kano, for instance, one may wonder whether they do other programmes in Ramadan.	from di kin number of sponsor broadcast of tafseer an dem oda religious lecture wey dey for like 10 radio stations for Kano, for example, one fit begin dey wonda weda dem dey do oda programme for Ramadam period.
Now, while sponsoring tafseer broadcast is absolutely worthwhile, especially during Ramadan, the amount of resources spent in this regard might be disproportionate considering the desperate need for food that the largely hunger-stricken audiences are languishing in.	E good say dem dey sponsor tafseer broadcast, especially for Ramadan, di amount wey dem dey spend for dis regard be like say im dey imbalance if we consider di kin hunger wey dey wire di needy
After all, given the choice, they would certainly choose food handouts over such sponsored broadcasts as public tafseer sessions are everywhere during Ramadan for one to choose which to attend.	afta all, if dem get chance to choose, dem go certainly choose food hangout ova dat kin sponsored broadcast, as e don be say public tafseer session dey evriwia for Ramadan wey persin fit choose wich to attend.
Besides, looking at the underlying dynamics and politics of sponsoring Ramadan tafseer broadcast, one cannot rule out Riyaa, sectarian and even political interests as some of the motives behind sponsoring the broadcast of some tafseer and other religious lectures.	Besides, di kin underlying dynamics and politics wey dey for sponsoring Ramadan tafseer broadcast, persin no fit rule out Riyaa, sectarian and even political interest wey be di main motives for di sponsor of tafseer and dem oda religious lectures.
